Line,_Distance,BASE,DATE,DAY,DIR,DTM,FID,FLIGHT,GPS_H,IGRF,LAT,LONG,MAG_LEFT,MAGL,MAGL_IGRF,MAGL_NLBWF,MAGL_NLF,MAGL_NLF_fid,MAGL_NLF_Res,MAGL_RES,MAGL_RES_BASELINE,ORIG,ORIGL,RALT,TIME,UC50,X,Y
L2,2669.80465775646,18.43,20050801,213,345,120.9,21345529.5,48,175.8,,54.4560817305556,-8.17843742666667,49142.91,,49311.89,-169.004370971968,-168.99,81.7735916353209,-187.618535331169,-168.99,831.01,,49160.69,55.2,123849.5,,188477,356413
L2,2676.1292130768,18.44,20050801,213,345,121,21345529.6,48,175.8,,54.4561355841667,-8.17846849666667,49143.02,,49311.91,-168.914818314759,-168.89,81.9328190705503,-187.619659163403,-168.89,831.11,,49160.81,55.2,123849.6,,188475,356419
L2,2682.2119756071,18.45,20050801,213,345,121.2,21345529.7,48,175.9,,54.4561894605556,-8.17848414916667,49143.11,,49311.92,-168.828748714809,-168.82,82.0920465057797,-187.620782995637,-168.82,831.18,,49160.9,55,123849.7,,188474,356425
L2,2688.53653092743,18.45,20050801,213,345,121.1,21345529.8,48,176,,54.4562433144444,-8.17851521944444,49143.2,,49311.94,-168.745416597235,-168.74,82.2512739410091,-187.621906827871,-168.74,831.26,,49160.99,55.2,123849.8,,188472,356431
L2,2694.61929345773,18.46,20050801,213,345,120.9,21345529.9,48,176,,54.4562971908333,-8.17853087166667,49143.27,,49311.95,-168.663901333741,-168.68,82.4168253405203,-187.62308060382,-168.68,831.32,,49161.08,55.5,123849.9,,188471,356437
L2,2700.70205598803,18.47,20050801,213,345,120.3,21345530,48,176.1,,54.4563510672222,-8.17854652416667,49143.36,,49311.96,-168.587451794883,-168.61,82.5904612314787,-187.62436119767,-168.61,831.39,,49161.18,56.2,123850,,188470,356443
L2,2706.08722079516,18.47,20050801,213,345,119.3,21345530.1,48,176.2,,54.4563959377778,-8.17857755555556,49143.45,,49311.98,-168.515558413797,-168.52,82.7640971224372,-187.625641791521,-168.52,831.48,,49161.28,57.2,123850.1,,188468,356448
L2,2712.16998332546,18.48,20050801,213,345,117.8,21345530.2,48,176.2,,54.4564498141667,-8.17859320805556,49143.55,,49311.99,-168.438005875129,-168.44,82.9377330133956,-187.626922385372,-168.44,831.56,,49161.38,58.8,123850.2,,188467,356454
L2,2718.4945386458,18.48,20050801,213,345,116.1,21345530.3,48,176.3,,54.4565036677778,-8.17862427861111,49143.64,,49312,-168.357254559653,-168.36,83.111368904354,-187.628202979222,-168.36,831.64,,49161.48,60.6,123850.3,,188465,356460
L2,2724.5773011761,18.49,20050801,213,345,114.7,21345530.4,48,176.4,,54.4565575441667,-8.17863993138889,49143.76,,49312.02,-168.279086815292,-168.26,83.2850047953125,-187.629483573073,-168.26,831.74,,49161.59,62,123850.4,,188464,356466
L2,2730.90185649643,18.5,20050801,213,345,114.1,21345530.5,48,176.5,,54.4566113977778,-8.17867100194444,49143.84,,49312.03,-168.201080844027,-168.19,83.4615549896864,-187.630819827698,-168.19,831.81,,49161.69,62.7,123850.5,,188462,356472
L2,2736.98461902673,18.51,20050801,213,345,114.3,21345530.6,48,176.5,,54.4566652741667,-8.17868665472222,49143.93,,49312.05,-168.125086656291,-168.11,83.6412175530805,-187.632374822699,-168.11,831.89,,49161.79,62.6,123850.6,,188461,356478
L2,2743.30917434707,18.52,20050801,213,345,114.5,21345530.7,48,176.6,,54.4567191277778,-8.17871772583333,49144.01,,49312.06,-168.049739878898,-168.05,83.8208801164745,-187.633929817701,-168.05,831.95,,49161.88,62.4,123850.7,,188459,356484
L2,2749.39193687737,18.52,20050801,213,345,115.2,21345530.8,48,176.7,,54.4567730044444,-8.17873337861111,49144.08,,49312.07,-167.976115249472,-168,84.0005426798686,-187.635484812702,-168,832,,49161.95,61.8,123850.8,,188458,356490
L2,2755.7164921977,18.53,20050801,213,345,115.1,21345530.9,48,176.7,,54.4568268580556,-8.17876444972222,49144.16,,49312.09,-167.902538959638,-167.93,84.1802052432627,-187.637039807703,-167.93,832.07,,49162.05,62,123850.9,,188456,356496
L2,2761.799254728,18.54,20050801,213,345,115.7,21345531,48,176.8,,54.4568807344444,-8.1787801025,49144.26,,49312.1,-167.833062220722,-167.84,84.3598678066567,-187.638594802704,-167.84,832.16,,49162.15,61.5,123851,,188455,356502
L2,2767.18441953514,18.54,20050801,213,345,116.1,21345531.1,48,176.9,,54.4569256047222,-8.17881113444444,49144.34,,49312.11,-167.770930545193,-167.77,84.5285524052143,-187.640186751706,-167.77,832.23,,49162.25,61.1,123851.1,,188453,356507
L2,2773.26718206543,18.55,20050801,213,345,116.1,21345531.2,48,177,,54.4569794811111,-8.1788267875,49144.45,,49312.13,-167.707780574295,-167.67,84.6874323705747,-187.642166054238,-167.67,832.33,,49162.36,61.2,123851.2,,188452,356513
L2,2779.59173738577,18.56,20050801,213,345,116.9,21345531.3,48,177,,54.4570333347222,-8.17885785888889,49144.54,,49312.14,-167.644917015037,-167.61,84.8463123359351,-187.64414535677,-167.61,832.39,,49162.44,60.5,123851.3,,188450,356519
L2,2785.67449991607,18.56,20050801,213,345,116.7,21345531.4,48,177.1,,54.4570872111111,-8.17887351194445,49144.57,,49312.16,-167.587883029531,-167.59,85.0051923012956,-187.646124659302,-167.59,832.41,,49162.49,60.8,123851.4,,188449,356525
L2,2791.99905523641,18.57,20050801,213,345,116.7,21345531.5,48,177.2,,54.4571410647222,-8.17890458361111,49144.6,,49312.17,-167.536695958849,-167.57,85.164072266656,-187.648103961834,-167.57,832.43,,49162.53,60.9,123851.5,,188447,356531
L2,2797.09807475,18.58,20050801,213,345,116.3,21345531.6,48,177.3,,54.4571859577778,-8.1789201975,49144.64,,49312.18,-167.492793559687,-167.54,85.3229522320165,-187.650083264367,-167.54,832.46,,49162.59,61.3,123851.6,,188446,356536
L2,2803.42263007034,18.59,20050801,213,345,116.4,21345531.7,48,177.4,,54.4572398113889,-8.17895126916667,49144.74,,49312.19,-167.450970361147,-167.45,85.4912703318093,-187.652062566899,-167.45,832.55,,49162.68,61.3,123851.7,,188444,356542
L2,2809.50539260063,18.59,20050801,213,345,116.9,21345531.8,48,177.4,,54.4572936877778,-8.1789669225,49144.82,,49312.21,-167.411084212482,-167.39,85.6666249035969,-187.654597955615,-167.39,832.61,,49162.76,60.9,123851.8,,188443,356548
L2,2815.82994792097,18.6,20050801,213,345,115.6,21345531.9,48,177.5,,54.4573475413889,-8.17899799416667,49144.85,,49312.22,-167.378371538893,-167.37,85.8419794753844,-187.657149751743,-167.37,832.63,,49162.81,62.3,123851.9,,188441,356554
L2,2821.91271045127,18.61,20050801,213,345,115.6,21345532,48,177.6,,54.4574014177778,-8.17901364777778,49144.89,,49312.24,-167.352559331407,-167.34,86.0173340471719,-187.659701547871,-167.34,832.66,,49162.86,62.4,123852,,188440,356560
L2,2827.2978752584,18.61,20050801,213,345,114.9,21345532.1,48,177.7,,54.4574462880556,-8.17904468027778,49144.93,,49312.25,-167.334184007259,-167.32,86.1926886189595,-187.662253343999,-167.32,832.68,,49162.91,63.1,123852.1,,188438,356565
L2,2833.3806377887,18.62,20050801,213,345,115.1,21345532.2,48,177.7,,54.4575001644444,-8.17906033388889,49144.95,,49312.26,-167.320393887409,-167.32,86.368043190747,-187.664805140127,-167.32,832.68,,49162.93,63,123852.2,,188437,356571
L2,2839.70519310904,18.63,20050801,213,345,114.8,21345532.3,48,177.8,,54.4575540180556,-8.17909140583333,49144.95,,49312.28,-167.311222732912,-167.32,86.5446852958705,-187.667356936255,-167.32,832.68,,49162.93,63.3,123852.3,,188435,356577
L2,2845.78795563934,18.63,20050801,213,345,115.2,21345532.4,48,177.8,,54.4576078944444,-8.17910705972222,49144.96,,49312.29,-167.306873445182,-167.33,86.7221247698599,-187.670494162366,-167.33,832.67,,49162.96,63,123852.4,,188434,356583
L2,2851.87071816964,18.64,20050801,213,345,115.2,21345532.5,48,177.9,,54.4576617705556,-8.17912271333333,49144.99,,49312.31,-167.306263200452,-167.31,86.8995642438493,-187.673730201037,-167.31,832.69,,49162.98,63,123852.5,,188433,356589
L2,2857.25588297677,18.65,20050801,213,345,115,21345532.6,48,178,,54.4577066411111,-8.17915374638889,49145,,49312.32,-167.308818396631,-167.32,87.0770037178388,-187.676966239709,-167.32,832.68,,49163,63.3,123852.6,,188431,356594
L2,2863.33864550707,18.66,20050801,213,345,115.6,21345532.7,48,178,,54.4577605172222,-8.1791694,49145.01,,49312.33,-167.314811578479,-167.32,87.2544431918282,-187.68020227838,-167.32,832.68,,49163.02,62.8,123852.7,,188430,356600
L2,2869.66320082741,18.66,20050801,213,345,115.3,21345532.8,48,178.1,,54.4578143708333,-8.1792004725,49145.05,,49312.35,-167.324781274034,-167.29,87.4318826658176,-187.683438317052,-167.29,832.71,,49163.06,63.1,123852.8,,188428,356606
L2,2875.7459633577,18.67,20050801,213,345,116.1,21345532.9,48,178.1,,54.4578682472222,-8.17921612638889,49145.05,,49312.36,-167.338087585623,-167.31,87.5992349828665,-187.686674355723,-167.31,832.69,,49163.08,62.4,123852.9,,188427,356612
L2,2881.828725888,18.68,20050801,213,345,115.9,21345533,48,178.2,,54.4579221236111,-8.17923178027778,49145.02,,49312.37,-167.353538802521,-167.35,87.7614419394336,-187.690452447802,-167.35,832.65,,49163.06,62.6,123853,,188426,356618
L2,2887.21389069514,18.68,20050801,213,345,116.4,21345533.1,48,178.2,,54.4579669938889,-8.17926281361111,49144.98,,49312.39,-167.369714166963,-167.4,87.9236488960007,-187.694421153102,-167.4,832.6,,49163.03,62.1,123853.1,,188424,356623
L2,2893.53844601547,18.69,20050801,213,345,117,21345533.2,48,178.2,,54.4580208472222,-8.17929388611111,49144.98,,49312.4,-167.387708557959,-167.42,88.0858558525677,-187.698389858401,-167.42,832.58,,49163.04,61.5,123853.2,,188422,356629
L2,2899.62120854577,18.7,20050801,213,345,117,21345533.3,48,178.2,,54.4580747236111,-8.17930954027778,49145,,49312.42,-167.404845854176,-167.42,88.2480628091348,-187.7023585637,-167.42,832.58,,49163.07,61.5,123853.3,,188421,356635
L2,2905.94576386611,18.7,20050801,213,345,117,21345533.4,48,178.2,,54.4581285769444,-8.17934061305556,49145.02,,49312.43,-167.420063751809,-167.41,88.4102697657018,-187.706327269,-167.41,832.59,,49163.08,61.5,123853.4,,188419,356641
L2,2912.02852639641,18.71,20050801,213,345,116.7,21345533.5,48,178.2,,54.4581824533333,-8.17935626722222,49145.04,,49312.45,-167.431390907779,-167.41,88.5727408176063,-187.710295974299,-167.41,832.59,,49163.11,61.8,123853.5,,188418,356647
L2,2918.35308171674,18.72,20050801,213,345,117.4,21345533.6,48,178.2,,54.4582363066667,-8.17938734027778,49145.07,,49312.47,-167.437478447618,-167.4,88.7353213847995,-187.714706647653,-167.4,832.6,,49163.13,61.1,123853.6,,188416,356653
L2,2924.67763703708,18.72,20050801,213,345,117.3,21345533.7,48,178.2,,54.4582901602778,-8.17941841333333,49145.05,,49312.48,-167.435438535543,-167.43,88.8979019519928,-187.719383539407,-167.43,832.57,,49163.14,61.2,123853.7,,188414,356659
L2,2930.76039956738,18.73,20050801,213,345,116.7,21345533.8,48,178.2,,54.4583440363889,-8.1794340675,49145.08,,49312.5,-167.422993172672,-167.42,89.0604825191861,-187.724060431161,-167.42,832.58,,49163.17,61.8,123853.8,,188413,356665
L2,2937.08495488772,18.73,20050801,213,345,117,21345533.9,48,178.2,,54.45839789,-8.17946514083333,49145.12,,49312.51,-167.396984275955,-167.4,89.2230630863793,-187.728737322915,-167.4,832.6,,49163.21,61.5,123853.9,,188411,356671
L2,2943.16771741801,18.74,20050801,213,345,115.9,21345534,48,178.2,,54.4584517661111,-8.17948079527778,49145.16,,49312.53,-167.359765027763,-167.37,89.3856436535726,-187.733414214669,-167.37,832.63,,49163.26,62.6,123854,,188410,356677
L2,2948.55288222515,18.75,20050801,213,345,116.4,21345534.1,48,178.1,,54.4584966363889,-8.17951182916667,49145.2,,49312.54,-167.316065601893,-167.35,89.5576067405554,-187.738091106423,-167.35,832.65,,49163.31,62.1,123854.1,,188408,356682
L2,2954.87743754548,18.75,20050801,213,345,116.3,21345534.2,48,178,,54.4585504897222,-8.1795429025,49145.27,,49312.56,-167.259976240561,-167.3,89.732671793893,-187.743085681518,-167.3,832.7,,49163.38,62.1,123854.2,,188406,356688
L2,2960.96020007578,18.76,20050801,213,345,116.2,21345534.3,48,177.9,,54.4586043661111,-8.17955855722222,49145.36,,49312.58,-167.205661544166,-167.22,89.9077368472305,-187.748387525421,-167.22,832.78,,49163.48,62.1,123854.3,,188405,356694
L2,2967.28475539612,18.77,20050801,213,345,115.4,21345534.4,48,177.8,,54.4586582194444,-8.17958963055556,49145.44,,49312.6,-167.161238628123,-167.16,90.0828019005681,-187.753689369324,-167.16,832.84,,49163.57,62.8,123854.4,,188403,356700
L2,2973.36751792642,18.78,20050801,213,345,115.1,21345534.5,48,177.8,,54.4587120958333,-8.17960528555555,49145.5,,49312.61,-167.139345182576,-167.12,90.2578669539056,-187.758991213227,-167.12,832.88,,49163.63,63,123854.5,,188402,356706
L2,2979.69207324675,18.78,20050801,213,345,115.3,21345534.6,48,177.7,,54.4587659491667,-8.17963635916667,49145.51,,49312.63,-167.148598344385,-167.12,90.4329320072431,-187.76429305713,-167.12,832.88,,49163.65,62.7,123854.6,,188400,356712
L2,2986.01662856709,18.79,20050801,213,345,115.5,21345534.7,48,177.6,,54.4588198025,-8.17966743277778,49145.48,,49312.65,-167.196196292961,-167.17,90.6101162736271,-187.769594901033,-167.17,832.83,,49163.63,62.4,123854.7,,188398,356718
L2,2992.09939109739,18.8,20050801,213,345,115.4,21345534.8,48,177.5,,54.4588736788889,-8.17968308777778,49145.41,,49312.67,-167.281143251006,-167.25,90.7878430013925,-187.775097324202,-167.25,832.75,,49163.56,62.4,123854.8,,188397,356724
L2,2998.42394641773,18.8,20050801,213,345,115.9,21345534.9,48,177.4,,54.4589275322222,-8.17971416138889,49145.3,,49312.68,-167.402669342675,-167.38,90.9655697291578,-187.780910093661,-167.38,832.62,,49163.45,61.8,123854.9,,188395,356730
L2,3004.50670894802,18.81,20050801,213,345,115.1,21345535,48,177.3,,54.4589814083333,-8.17972981666667,49145.14,,49312.7,-167.545201528528,-167.56,91.1432964569232,-187.78672286312,-167.56,832.44,,49163.31,62.6,123855,,188394,356736
L2,3009.89187375516,18.82,20050801,213,345,115.6,21345535.1,48,177.1,,54.4590262786111,-8.17976085111111,49145,,49312.72,-167.692473169023,-167.72,91.3210231846885,-187.792535632579,-167.72,832.28,,49163.17,61.8,123855.1,,188392,356741
L2,3016.2164290755,18.82,20050801,213,345,115.7,21345535.2,48,176.9,,54.4590801319444,-8.17979192527778,49144.84,,49312.74,-167.855230890908,-167.9,91.4987499124539,-187.798348402039,-167.9,832.1,,49163.03,61.5,123855.2,,188390,356747
L2,3022.54098439583,18.83,20050801,213,345,115.7,21345535.3,48,176.6,,54.4591339852778,-8.17982299944445,49144.73,,49312.76,-168.019345656394,-168.04,91.6604947713084,-187.804161171498,-168.04,831.96,,49162.91,61.3,123855.3,,188388,356753
L2,3028.86553971617,18.83,20050801,213,345,115.9,21345535.4,48,176.4,,54.4591878386111,-8.17985407361111,49144.63,,49312.78,-168.161866823086,-168.15,91.8192148461124,-187.81008120321,-168.15,831.85,,49162.82,60.9,123855.4,,188386,356759
L2,3034.94830224647,18.84,20050801,213,345,115.5,21345535.5,48,176.2,,54.4592417147222,-8.17986972888889,49144.54,,49312.8,-168.279982147105,-168.27,91.9779349209163,-187.816281441372,-168.27,831.73,,49162.74,61.1,123855.5,,188385,356765
L2,3041.27285756681,18.85,20050801,213,345,115.5,21345535.6,48,176,,54.4592955680556,-8.17990080333333,49144.46,,49312.82,-168.372501146775,-168.36,92.1366549957203,-187.822481679534,-168.36,831.64,,49162.67,60.8,123855.6,,188383,356771
L2,3047.59741288714,18.85,20050801,213,345,115,21345535.7,48,175.8,,54.4593494213889,-8.17993187777778,49144.43,,49312.84,-168.438186360755,-168.42,92.2953750705242,-187.828681917696,-168.42,831.58,,49162.64,61.1,123855.7,,188381,356777
L2,3053.92196820748,18.86,20050801,213,345,114.6,21345535.8,48,175.5,,54.4594032747222,-8.17996295222222,49144.39,,49312.87,-168.476940668358,-168.48,92.4540951453282,-187.834882155858,-168.48,831.52,,49162.61,61.3,123855.8,,188379,356783
L2,3060.24652352782,18.86,20050801,213,345,114.2,21345535.9,48,175.3,,54.4594571277778,-8.17999402694444,49144.37,,49312.89,-168.492973915503,-168.52,92.6294310375853,-187.841082394019,-168.52,831.48,,49162.59,61.5,123855.9,,188377,356789
L2,3066.32928605811,18.87,20050801,213,345,114.2,21345536,48,175.1,,54.4595110041667,-8.1800096825,49144.39,,49312.91,-168.492178214083,-168.51,92.8069150712481,-187.847324134465,-168.51,831.49,,49162.63,61.3,123856,,188376,356795
L2,3071.71445086525,18.88,20050801,213,345,114.5,21345536.1,48,174.7,,54.4595558741667,-8.18004071777778,49144.46,,49312.93,-168.481487973553,-168.47,92.9843991049109,-187.853782028959,-168.47,831.53,,49162.69,60.6,123856.1,,188374,356800
L2,3078.03900618559,18.88,20050801,213,345,114.4,21345536.2,48,174.4,,54.4596097275,-8.18007179277778,49144.51,,49312.95,-168.46508984893,-168.44,93.1618831385737,-187.860239923452,-168.44,831.56,,49162.75,60.3,123856.2,,188372,356806
L2,3084.36356150592,18.89,20050801,213,345,113.5,21345536.3,48,174,,54.4596635805556,-8.1801028675,49144.54,,49312.97,-168.447840816567,-168.44,93.3393671722365,-187.866697817945,-168.44,831.56,,49162.79,60.9,123856.3,,188370,356812
L2,3090.68811682626,18.9,20050801,213,345,112.7,21345536.4,48,173.7,,54.4597174338889,-8.1801339425,49144.55,,49313,-168.435619498302,-168.45,93.5168512058993,-187.873155712439,-168.45,831.55,,49162.81,61.3,123856.4,,188368,356818
L2,3096.77087935656,18.9,20050801,213,345,112.8,21345536.5,48,173.3,,54.45977131,-8.18014959861111,49144.6,,49313.02,-168.431214129395,-168.42,93.6930232525484,-187.879613606932,-168.42,831.58,,49162.85,60.8,123856.5,,188367,356824
L2,3103.09543467689,18.91,20050801,213,345,112,21345536.6,48,172.9,,54.4598251633333,-8.18018067361111,49144.61,,49313.05,-168.436172582436,-168.44,93.8690968186761,-187.886076403988,-168.44,831.56,,49162.87,61.3,123856.6,,188365,356830
L2,3109.41998999723,18.91,20050801,213,345,111.7,21345536.7,48,172.6,,54.4598790163889,-8.18021174888889,49144.61,,49313.07,-168.451005096036,-168.46,94.0451703848037,-187.892642465313,-168.46,831.54,,49162.88,61.2,123856.7,,188363,356836
L2,3115.74454531757,18.92,20050801,213,345,111.5,21345536.8,48,172.2,,54.4599328697222,-8.18024282416667,49144.62,,49313.09,-168.474944369331,-168.48,94.2212439509313,-187.899208526638,-168.48,831.52,,49162.9,61.1,123856.8,,188361,356842
L2,3122.06910063791,18.93,20050801,213,345,110.7,21345536.9,48,171.9,,54.4599867227778,-8.18027389944444,49144.62,,49313.12,-168.505557211379,-168.5,94.397317517059,-187.905774587964,-168.5,831.5,,49162.91,61.5,123856.9,,188359,356848
L2,3128.1518631682,18.93,20050801,213,345,110.3,21345537,48,171.5,,54.4600405991667,-8.18028955583333,49144.61,,49313.14,-168.540271836616,-168.53,94.5733910831866,-187.912340649289,-168.53,831.47,,49162.89,61.6,123857,,188358,356854
L2,3134.47641848854,18.93,20050801,213,345,109.7,21345537.1,48,171.1,,54.4600944522222,-8.18032063138889,49144.6,,49313.16,-168.577764940092,-168.57,94.7325992278479,-187.918906710614,-168.57,831.43,,49162.88,61.8,123857.1,,188356,356860
L2,3140.80097380888,18.94,20050801,213,345,109.2,21345537.2,48,170.8,,54.4601483052778,-8.18035170694444,49144.57,,49313.19,-168.615160416509,-168.62,94.891372085525,-187.925472771939,-168.62,831.38,,49162.87,62,123857.2,,188354,356866
L2,3147.12552912921,18.95,20050801,213,345,108.5,21345537.3,48,170.4,,54.4602021586111,-8.1803827825,49144.55,,49313.21,-168.650388463564,-168.66,95.0501449432022,-187.931963784181,-168.66,831.34,,49162.87,62.3,123857.3,,188352,356872
L2,3153.45008444955,18.95,20050801,213,345,108.5,21345537.4,48,170.1,,54.4602560116667,-8.18041385833333,49144.54,,49313.23,-168.681946858801,-168.69,95.2089178008793,-187.938449110415,-168.69,831.31,,49162.87,62,123857.4,,188350,356878
L2,3159.53284697985,18.96,20050801,213,345,107.5,21345537.5,48,169.8,,54.4603098877778,-8.18042951472222,49144.54,,49313.26,-168.709819297319,-168.72,95.3676906585564,-187.944934436649,-168.72,831.28,,49162.86,62.6,123857.5,,188349,356884
L2,3165.85740230019,18.96,20050801,213,345,106.7,21345537.6,48,169.4,,54.4603637411111,-8.18046059083333,49144.53,,49313.28,-168.736393568284,-168.75,95.5268597053888,-187.951419762883,-168.75,831.25,,49162.86,63,123857.6,,188347,356890
L2,3172.18195762052,18.97,20050801,213,345,106.3,21345537.7,48,169.1,,54.4604175941667,-8.18049166666667,49144.54,,49313.3,-168.763116242374,-168.76,95.7059488556268,-187.957905089117,-168.76,831.24,,49162.87,63.1,123857.7,,188345,356896
L2,3178.50651294086,18.97,20050801,213,345,105.4,21345537.8,48,168.7,,54.4604714472222,-8.18052274277778,49144.57,,49313.33,-168.791690195719,-168.76,95.8850380058648,-187.964390415351,-168.76,831.24,,49162.9,63.6,123857.8,,188343,356902
L2,3184.8310682612,18.98,20050801,213,345,104.8,21345537.9,48,168.4,,54.4605253002778,-8.18055381888889,49144.55,,49313.35,-168.824056146267,-168.8,96.0641271561028,-187.970614738556,-168.8,831.2,,49162.89,63.9,123857.9,,188341,356908
L2,3190.9138307915,18.98,20050801,213,345,103.5,21345538,48,168,,54.4605791766667,-8.18056947583333,49144.52,,49313.37,-168.858690283876,-168.85,96.2432163063408,-187.976779351326,-168.85,831.15,,49162.86,64.8,123858,,188340,356914
L2,3196.29899559863,18.99,20050801,213,345,103.6,21345538.1,48,167.7,,54.4606240463889,-8.1806005125,49144.48,,49313.39,-168.893628560236,-168.91,96.4223054565788,-187.982943964096,-168.91,831.09,,49162.83,64.5,123858.1,,188338,356919
L2,3202.62355091897,19,20050801,213,345,103.3,21345538.2,48,167.5,,54.4606778994444,-8.18063158888889,49144.44,,49313.41,-168.935676151097,-168.97,96.6010398169235,-187.989108576866,-168.97,831.03,,49162.8,64.5,123858.2,,188336,356925
L2,3208.9481062393,19,20050801,213,345,103.3,21345538.3,48,167.2,,54.4607317525,-8.18066266527778,49144.43,,49313.44,-168.981143584842,-169.01,96.7745993872661,-187.995273189636,-169.01,830.99,,49162.79,64.3,123858.3,,188334,356931
L2,3215.27266155964,19,20050801,213,345,103.1,21345538.4,48,167,,54.4607856055556,-8.18069374194445,49144.45,,49313.46,-169.026961030095,-169.01,96.9481589576086,-188.001437802406,-169.01,830.99,,49162.81,64.2,123858.4,,188332,356937
L2,3221.59721687998,19.01,20050801,213,345,102.7,21345538.5,48,166.7,,54.4608394588889,-8.18072481861111,49144.43,,49313.48,-169.07289471495,-169.04,97.1217185279512,-188.007182229215,-169.04,830.96,,49162.81,64.3,123858.5,,188330,356943
L2,3227.92177220031,19.02,20050801,213,345,103.2,21345538.6,48,166.4,,54.4608933119444,-8.18075589527778,49144.4,,49313.5,-169.117391367614,-169.1,97.2952780982937,-188.01274491496,-169.1,830.9,,49162.78,63.6,123858.6,,188328,356949
L2,3234.24632752065,19.02,20050801,213,345,102.6,21345538.7,48,166.2,,54.460947165,-8.18078697194444,49144.37,,49313.52,-169.158969201891,-169.15,97.4688376686363,-188.018307600705,-169.15,830.85,,49162.75,63.9,123858.7,,188326,356955
L2,3240.57088284099,19.02,20050801,213,345,102.3,21345538.8,48,165.9,,54.4610010177778,-8.18081804888889,49144.33,,49313.54,-169.196022812539,-169.22,97.6412435412175,-188.02387028645,-169.22,830.78,,49162.72,64,123858.8,,188324,356961
L2,3246.89543816132,19.03,20050801,213,345,101.8,21345538.9,48,165.7,,54.4610548708333,-8.18084912583333,49144.33,,49313.56,-169.22715524326,-169.24,97.8042015423612,-188.029432972196,-169.24,830.76,,49162.72,64.2,123858.9,,188322,356967
L2,3252.97820069162,19.04,20050801,213,345,101.2,21345539,48,165.4,,54.4611087469444,-8.18086478333333,49144.32,,49313.59,-169.251923832652,-169.26,97.9671595435049,-188.034995657941,-169.26,830.74,,49162.72,64.5,123859,,188321,356973
L2,3259.30275601196,19.04,20050801,213,345,101,21345539.1,48,165.3,,54.4611626,-8.18089586027778,49144.32,,49313.6,-169.272383467299,-169.28,98.1301175446487,-188.040040876445,-169.28,830.72,,49162.72,64.6,123859.1,,188319,356979
L2,3265.6273113323,19.04,20050801,213,345,100.5,21345539.2,48,165.1,,54.4612164530556,-8.1809269375,49144.33,,49313.62,-169.290376811517,-169.29,98.2930755457924,-188.044714925556,-169.29,830.71,,49162.73,64.9,123859.2,,188317,356985
L2,3271.95186665263,19.05,20050801,213,345,101,21345539.3,48,164.9,,54.4612703061111,-8.18095801472222,49144.33,,49313.64,-169.308826490895,-169.32,98.4560335469362,-188.049388974668,-169.32,830.68,,49162.74,64.3,123859.3,,188315,356991
L2,3278.27642197297,19.06,20050801,213,345,100.8,21345539.4,48,164.8,,54.4613241591667,-8.18098909222222,49144.36,,49313.66,-169.330864071678,-169.31,98.6187891051465,-188.054063023779,-169.31,830.69,,49162.76,64.3,123859.4,,188313,356997
L2,3284.35918450327,19.06,20050801,213,345,101.2,21345539.5,48,164.6,,54.4613780352778,-8.18100474972222,49144.34,,49313.68,-169.358833360802,-169.34,98.7804281259815,-188.05873707289,-169.34,830.66,,49162.76,63.8,123859.5,,188312,357003
L2,3290.68373982361,19.06,20050801,213,345,101.5,21345539.6,48,164.5,,54.4614318880556,-8.18103582722222,49144.32,,49313.7,-169.395242000229,-169.38,98.9420671468165,-188.063411122001,-169.38,830.62,,49162.74,63.3,123859.6,,188310,357009
L2,3297.00829514394,19.07,20050801,213,345,101.3,21345539.7,48,164.3,,54.4614857411111,-8.18106690472222,49144.28,,49313.72,-169.440485528231,-169.44,99.1037061676515,-188.067558886558,-169.44,830.56,,49162.71,63.4,123859.7,,188308,357015
L2,3303.33285046428,19.07,20050801,213,345,100.7,21345539.8,48,164.2,,54.4615395941667,-8.1810979825,49144.23,,49313.74,-169.493170017697,-169.5,99.2653451884865,-188.07110493454,-169.5,830.5,,49162.67,63.8,123859.8,,188306,357021
L2,3309.65740578462,19.08,20050801,213,345,100.6,21345539.9,48,164,,54.4615934469444,-8.18112906027778,49144.19,,49313.76,-169.550999769401,-169.57,99.4269842093214,-188.074650982521,-169.57,830.43,,49162.63,63.8,123859.9,,188304,357027
L2,3315.74016831491,19.08,20050801,213,345,100.2,21345540,48,163.9,,54.4616473230556,-8.18114471805556,49144.14,,49313.78,-169.611350872651,-169.64,99.5922899587967,-188.078197030503,-169.64,830.36,,49162.59,64,123900,,188303,357033
L2,3322.06472363525,19.09,20050801,213,345,100.5,21345540.1,48,163.8,,54.4617011761111,-8.18117579583333,49144.13,,49313.79,-169.674597504534,-169.67,99.7724342081985,-188.081743078484,-169.67,830.33,,49162.56,63.6,123900.1,,188301,357039
L2,3328.38927895559,19.09,20050801,213,345,100.2,21345540.2,48,163.7,,54.4617550288889,-8.18120687388889,49144.08,,49313.81,-169.73880677756,-169.73,99.9525784576003,-188.085289126466,-169.73,830.27,,49162.53,63.8,123900.2,,188299,357045
L2,3334.71383427593,19.09,20050801,213,345,99.3,21345540.3,48,163.5,,54.4618088819444,-8.18123795194444,49144.04,,49313.83,-169.801977539121,-169.79,100.132722707002,-188.088389188126,-169.79,830.21,,49162.5,64.6,123900.3,,188297,357051
