Line,_Distance,BASE,DATE,DAY,DIR,DTM,FID,FLIGHT,GPS_H,IGRF,LAT,LONG,MAG_LEFT,MAGL,MAGL_IGRF,MAGL_NLBWF,MAGL_NLF,MAGL_NLF_fid,MAGL_NLF_Res,MAGL_RES,MAGL_RES_BASELINE,ORIG,ORIGL,RALT,TIME,UC50,X,Y
L2,2012.06042862255,17.78,20050801,213,345,91.5,21345518.3,48,170.6,,54.4503538127778,-8.17611557055556,49129.82,,49310.35,-180.553503275374,-180.53,62.1899841750243,-188.340089122291,-180.53,819.47,,49146.88,79.4,123838.3,,188626,355775
L2,2018.14319115285,17.78,20050801,213,345,91.5,21345518.4,48,171.2,,54.4504076894444,-8.1761312175,49129.93,,49310.35,-180.415720346947,-180.41,62.3744505676599,-188.323967643278,-180.41,819.59,,49147,80,123838.4,,188625,355781
L2,2024.22595368315,17.79,20050801,213,345,92,21345518.5,48,171.8,,54.4504615663889,-8.17614686472222,49130.05,,49310.35,-180.274568423369,-180.3,62.5589169602956,-188.307846164265,-180.3,819.7,,49147.12,80.1,123838.5,,188624,355787
L2,2029.61111849028,17.79,20050801,213,345,91.8,21345518.6,48,172.4,,54.4505064375,-8.17617788888889,49130.18,,49310.35,-180.141336896278,-180.17,62.7333769183102,-188.291724685252,-180.17,819.83,,49147.27,81,123838.6,,188622,355792
L2,2035.69388102058,17.79,20050801,213,345,92.5,21345518.7,48,173,,54.4505603141667,-8.17619353611111,49130.36,,49310.35,-179.990597879021,-180,62.9008931673778,-188.275603206238,-180,820,,49147.44,80.9,123838.7,,188621,355798
L2,2041.07904582771,17.79,20050801,213,345,92.7,21345518.8,48,173.7,,54.4506051852778,-8.17622456027778,49130.52,,49310.35,-179.849043524429,-179.83,63.0684094164454,-188.259481727225,-179.83,820.17,,49147.61,81.3,123838.8,,188619,355803
L2,2047.16180835801,17.8,20050801,213,345,92.4,21345518.9,48,174.3,,54.4506590622222,-8.1762402075,49130.66,,49310.35,-179.687862201014,-179.69,63.2359256655131,-188.243383656237,-179.69,820.31,,49147.76,82.2,123838.9,,188618,355809
L2,2053.24457088831,17.8,20050801,213,345,93.1,21345519,48,174.9,,54.4507129388889,-8.176255855,49130.84,,49310.35,-179.525747992698,-179.52,63.4034419145807,-188.227320386824,-179.52,820.48,,49147.93,82.1,123839,,188617,355815
L2,2058.62973569544,17.81,20050801,213,345,92.9,21345519.1,48,175.5,,54.45075781,-8.17628687944444,49131.01,,49310.35,-179.37336288927,-179.35,63.5709581636483,-188.211257117412,-179.35,820.65,,49148.1,82.9,123839.1,,188615,355820
L2,2064.71249822574,17.81,20050801,213,345,93,21345519.2,48,176.1,,54.4508116869444,-8.17630252694445,49131.15,,49310.36,-179.218320415893,-179.21,63.7486508346523,-188.195193848,-179.21,820.79,,49148.26,83.4,123839.2,,188614,355826
L2,2069.81151773933,17.81,20050801,213,345,92.4,21345519.3,48,176.7,,54.4508565805556,-8.17631813555556,49131.28,,49310.36,-179.065892728288,-179.08,63.9321927873615,-188.179130578588,-179.08,820.92,,49148.39,84.6,123839.3,,188613,355831
L2,2076.13607305967,17.82,20050801,213,345,92.9,21345519.4,48,177.3,,54.4509104347222,-8.17634919888889,49131.43,,49310.36,-178.913014060378,-178.93,64.1157347400708,-188.163067309176,-178.93,821.07,,49148.54,84.7,123839.4,,188611,355837
L2,2081.23509257326,17.82,20050801,213,345,93,21345519.5,48,177.9,,54.4509553283333,-8.17636480805556,49131.58,,49310.36,-178.7607019255,-178.78,64.29927669278,-188.147134498289,-178.78,821.22,,49148.69,85.2,123839.5,,188610,355842
L2,2087.31785510356,17.82,20050801,213,345,93.6,21345519.6,48,178.5,,54.451009205,-8.17638045555556,49131.75,,49310.36,-178.61385881348,-178.62,64.4828186454893,-188.131526770141,-178.62,821.38,,49148.86,85.2,123839.6,,188609,355848
L2,2092.7030199107,17.83,20050801,213,345,93.5,21345519.7,48,179.1,,54.4510540761111,-8.17641148055556,49131.93,,49310.36,-178.4617618362,-178.44,64.6663605981985,-188.115919041993,-178.44,821.56,,49149.06,85.9,123839.7,,188607,355853
L2,2098.785782441,17.83,20050801,213,345,93.8,21345519.8,48,179.7,,54.4511079527778,-8.17642712805556,49132.08,,49310.36,-178.313212460446,-178.29,64.8413606746386,-188.100311313846,-178.29,821.71,,49149.21,86.2,123839.8,,188606,355859
L2,2103.88480195459,17.84,20050801,213,345,94.1,21345519.9,48,180.3,,54.4511528463889,-8.17644273722222,,,49310.36,,,65.0123348969559,-188.084703585698,,,,,86.5,123839.9,,188605,355864
L2,2109.96756448489,17.84,20050801,213,345,94.4,21345520,48,180.9,,54.4512067233333,-8.176458385,,,49310.37,,,65.1833091192732,-188.06909585755,,,,,86.8,123840,,188604,355870
L2,2115.35272929202,17.84,20050801,213,345,94.7,21345520.1,48,181.4,,54.4512515941667,-8.17648941,,,49310.37,,,65.3542833415905,-188.053630727743,,,,,87.1,123840.1,,188602,355875
L2,2121.43549182232,17.85,20050801,213,345,94.4,21345520.2,48,182,,54.4513054711111,-8.17650505777778,,,49310.37,,,65.5252575639079,-188.038858719665,,,,,87.9,123840.2,,188601,355881
L2,2126.82065662945,17.86,20050801,213,345,94.8,21345520.3,48,182.5,,54.4513503419444,-8.17653608305556,,,49310.37,,,65.6962317862252,-188.024086711587,,,,,88,123840.3,,188599,355886
L2,2132.90341915975,17.86,20050801,213,345,95.4,21345520.4,48,183,,54.4514042188889,-8.17655173111111,,,49310.38,,,65.8748400178487,-188.009314703509,,,,,88,123840.4,,188598,355892
L2,2138.00243867334,17.86,20050801,213,345,96.3,21345520.5,48,183.5,,54.4514491122222,-8.17656734055556,,,49310.38,,,66.0563536699633,-187.994542695431,,,,,87.6,123840.5,,188597,355897
L2,2144.32699399368,17.87,20050801,213,345,96.1,21345520.6,48,184.1,,54.4515029666667,-8.17659840444444,,,49310.38,,,66.2378673220779,-187.979770687353,,,,,88.3,123840.6,,188595,355903
L2,2149.42601350727,17.87,20050801,213,345,96.5,21345520.7,48,184.6,,54.45154786,-8.17661401388889,,,49310.38,,,66.4193809741925,-187.965063323363,,,,,88.5,123840.7,,188594,355908
L2,2155.75056882761,17.88,20050801,213,345,96.2,21345520.8,48,185.1,,54.4516017141667,-8.17664507833333,,,49310.39,,,66.600894626307,-187.951469291022,,,,,89.3,123840.8,,188592,355914
L2,2160.8495883412,17.88,20050801,213,345,95.9,21345520.9,48,185.7,,54.4516466077778,-8.17666068777778,,,49310.39,,,66.7824082784216,-187.937875258681,,,,,90.1,123840.9,,188591,355919
L2,2166.9323508715,17.89,20050801,213,345,96.5,21345521,48,186.2,,54.4517004844444,-8.17667633583333,,,49310.39,,,66.9511583286733,-187.92428122634,,,,,90,123841,,188590,355925
L2,2172.31751567864,17.89,20050801,213,345,96.3,21345521.1,48,186.3,,54.4517453555556,-8.17670736166667,,,49310.4,,,67.1160740949473,-187.910687193999,,,,,90.4,123841.1,,188588,355930
L2,2178.40027820893,17.9,20050801,213,345,97,21345521.2,48,186.5,,54.4517992322222,-8.17672301,,,49310.42,,,67.2809898612212,-187.897093161658,,,,,89.8,123841.2,,188587,355936
L2,2183.49929772253,17.9,20050801,213,345,97.1,21345521.3,48,186.6,,54.4518441258333,-8.17673861972222,,,49310.43,,,67.4459056274951,-187.883499129316,,,,,89.8,123841.3,,188586,355941
L2,2189.82385304286,17.91,20050801,213,345,97.3,21345521.4,48,186.7,,54.45189798,-8.17676968444444,,,49310.44,,,67.6108213937691,-187.871292016767,,,,,89.8,123841.4,,188584,355947
L2,2194.92287255646,17.91,20050801,213,345,96.8,21345521.5,48,186.9,,54.4519428733333,-8.17678529416667,49134.93,,49310.45,-175.597722654538,-175.52,67.775737160043,-187.859174805367,-175.52,824.48,,49152.14,90.4,123841.5,,188583,355952
L2,2201.00563508676,17.92,20050801,213,345,97.5,21345521.6,48,187,,54.4519967502778,-8.1768009425,49135.08,,49310.46,-175.452213919994,-175.38,67.9632840176794,-187.847057593966,-175.38,824.62,,49152.31,89.8,123841.6,,188582,355958
L2,2206.39079989389,17.92,20050801,213,345,97.5,21345521.7,48,187.1,,54.4520416211111,-8.17683196861111,49135.29,,49310.47,-175.249599729439,-175.18,68.1560140416878,-187.834940382566,-175.18,824.82,,49152.53,90,123841.7,,188580,355963
L2,2212.47356242419,17.93,20050801,213,345,97.8,21345521.8,48,187.2,,54.4520954977778,-8.17684761722222,49135.57,,49310.49,-174.983420151126,-174.92,68.3487440656963,-187.822823171166,-174.92,825.08,,49152.79,89.8,123841.8,,188579,355969
L2,2217.57258193778,17.93,20050801,213,345,97.9,21345521.9,48,187.4,,54.4521403913889,-8.17686322722222,49135.89,,49310.49,-174.633277539345,-174.61,68.5414740897047,-187.810705959765,-174.61,825.39,,49153.12,89.8,123841.9,,188578,355974
L2,2223.65534446808,17.94,20050801,213,345,97.8,21345522,48,187.5,,54.4521942680556,-8.17687887583333,49136.27,,49310.51,-174.206397056106,-174.24,68.7342041137131,-187.80001083073,-174.24,825.76,,49153.49,90,123842,,188577,355980
L2,2229.04050927521,17.94,20050801,213,345,98,21345522.1,48,187.1,,54.4522391388889,-8.17690990222222,49136.62,,49310.53,-173.696480033492,-173.91,68.9269341377215,-187.789620761296,-173.91,826.09,,49153.86,89.5,123842.1,,188575,355985
L2,2235.12327180551,17.95,20050801,213,345,97.6,21345522.2,48,186.7,,54.4522930155556,-8.17692555111111,49136.99,,49310.55,-173.178236363229,-173.56,69.0956666155731,-187.779230691862,-173.56,826.44,,49154.24,89.5,123842.2,,188574,355991
L2,2240.2222913191,17.95,20050801,213,345,97.4,21345522.3,48,186.4,,54.4523379091667,-8.17694116111111,49137.41,,49310.57,-172.712000315517,-173.16,69.260437633978,-187.768840622429,-173.16,826.84,,49154.67,89.3,123842.3,,188573,355996
L2,2246.3050538494,17.96,20050801,213,345,97,21345522.4,48,186,,54.4523917858333,-8.17695681,49137.86,,49310.6,-172.309432396662,-172.74,69.4252086523829,-187.758450552995,-172.74,827.26,,49155.14,89.3,123842.4,,188572,356002
L2,2252.3878163797,17.97,20050801,213,345,96.8,21345522.5,48,185.6,,54.4524456625,-8.17697245888889,49138.38,,49310.62,-172.082252293789,-172.24,69.5899796707878,-187.748060483561,-172.24,827.76,,49155.66,89.2,123842.5,,188571,356008
L2,2257.77298118684,17.97,20050801,213,345,96.5,21345522.6,48,185.2,,54.4524905333333,-8.17700348555556,49138.98,,49310.64,-172.113247606345,-171.66,69.7547506891927,-187.739020419763,-171.66,828.34,,49156.25,89.1,123842.6,,188569,356013
L2,2263.85574371713,17.98,20050801,213,345,96.3,21345522.7,48,184.8,,54.45254441,-8.17701913444444,49139.66,,49310.67,-172.382815956234,-171.01,69.9195217075976,-187.730538158872,-171.01,828.99,,49156.93,88.9,123842.7,,188568,356019
L2,2268.95476323073,17.98,20050801,213,345,96.3,21345522.8,48,184.5,,54.4525893036111,-8.17703474472222,49140.38,,49310.69,-172.820458303274,-170.31,70.1020474849543,-187.722055897981,-170.31,829.69,,49157.66,88.5,123842.8,,188567,356024
L2,2275.03752576102,17.99,20050801,213,345,97.3,21345522.9,48,184.1,,54.4526431802778,-8.17705039388889,49141.11,,49310.71,-173.488439366552,-174.635364662843,70.2864810616545,-187.71357363709,-169.61,830.39,,49158.41,87.1,123842.9,,188566,356030
L2,2281.12028829132,17.99,20050801,213,345,97.9,21345523,48,183.7,,54.4526970569444,-8.17706604305556,49141.88,,49310.74,-174.2101285526,-175.23512722084,70.4709146383546,-187.705091376199,-168.85,831.15,,49159.18,86.1,123843,,188565,356036
L2,2286.50545309846,18,20050801,213,345,98.8,21345523.1,48,183.1,,54.4527419277778,-8.17709707,49142.64,,49310.76,-174.793376698103,-175.569967982793,70.6553482150548,-187.696609115308,-168.13,831.87,,49159.95,84.6,123843.1,,188563,356041
L2,2292.58821562876,18,20050801,213,345,99.8,21345523.2,48,182.5,,54.4527958044444,-8.17711271916667,49143.3,,49310.79,-175.261534201951,-175.671000086204,70.839781791755,-187.689298849644,-167.49,832.51,,49160.62,83.1,123843.2,,188562,356047
L2,2297.97338043589,18.01,20050801,213,345,101.2,21345523.3,48,181.9,,54.4528406752778,-8.17714374611111,49143.81,,49310.82,-175.49215258118,-175.561455092544,71.0242153684551,-187.682796748317,-167.01,832.99,,49161.13,81,123843.3,,188560,356052
L2,2304.05614296619,18.02,20050801,213,345,102.2,21345523.4,48,181.3,,54.4528945519444,-8.17715939555556,49144.1,,49310.85,-175.483433598773,-175.36118141588,71.1895699443577,-187.67629464699,-166.75,833.25,,49161.43,79.5,123843.4,,188559,356058
L2,2310.13890549649,18.02,20050801,213,345,102.8,21345523.5,48,180.7,,54.4529484286111,-8.177175045,49144.11,,49310.88,-175.261028826752,-175.001202184613,71.353870222093,-187.669792545663,-166.77,833.23,,49161.43,78.2,123843.5,,188558,356064
L2,2315.52407030362,18.03,20050801,213,345,103.3,21345523.6,48,180.1,,54.4529932994444,-8.17720607222222,49143.75,,49310.9,-174.915337455557,-174.566756524204,71.5181704998283,-187.663290444337,-167.16,832.84,,49161.09,77.1,123843.6,,188556,356069
L2,2321.60683283392,18.04,20050801,213,345,105,21345523.7,48,179.5,,54.4530471761111,-8.17722172166667,49143.02,,49310.93,-174.508469868727,-174.109808308307,71.6824707775636,-187.65678834301,-167.91,832.09,,49160.37,74.8,123843.7,,188555,356075
L2,2326.99199764105,18.04,20050801,213,345,106.7,21345523.8,48,178.9,,54.4530920469444,-8.17725274888889,49141.96,,49310.96,-174.144595930397,-176.796645321862,71.8467710552989,-187.651194890849,-168.99,831.01,,49159.31,72.5,123843.8,,188553,356080
L2,2333.07476017135,18.04,20050801,213,345,108.7,21345523.9,48,178.3,,54.4531459236111,-8.17726839861111,49140.66,,49310.99,-173.909653401205,-173.240250021551,72.0110713330342,-187.646601247094,-170.33,829.67,,49158.01,70,123843.9,,188552,356086
L2,2339.15752270165,18.05,20050801,213,345,109.5,21345524,48,177.7,,54.4531998002778,-8.17728404805556,49139.22,,49311.02,-173.865126880546,-171.79,72.2050267870981,-187.642007603338,-171.79,828.21,,49156.59,68.5,123844,,188551,356092
L2,2344.54268750878,18.06,20050801,213,345,109.5,21345524.1,48,177.4,,54.4532446711111,-8.17731507583333,49137.82,,49311.03,-174.041226612098,-173.21,72.3992125015651,-187.637413959582,-173.21,826.79,,49155.19,68.2,123844.1,,188549,356097
L2,2350.62545003908,18.06,20050801,213,345,110.8,21345524.2,48,177,,54.4532985475,-8.17733072527778,49136.59,,49311.06,-174.417549262214,-174.47,72.5933982160322,-187.632820315827,-174.47,825.53,,49153.96,66.6,123844.2,,188548,356103
L2,2356.70821256938,18.07,20050801,213,345,110.4,21345524.3,48,176.7,,54.4533524241667,-8.177346375,49135.62,,49311.08,-174.954729971312,-175.46,72.7875839304992,-187.628226672071,-175.46,824.54,,49153.01,66.7,123844.3,,188547,356109
L2,2363.03276788972,18.08,20050801,213,345,110.4,21345524.4,48,176.4,,54.4534062783333,-8.17737744166667,49134.97,,49311.1,-175.529670144392,-176.13,72.9817696449663,-187.624241573511,-176.13,823.87,,49152.37,66.3,123844.4,,188545,356115
L2,2369.11553042002,18.08,20050801,213,345,110.7,21345524.5,48,176,,54.453460155,-8.17739309166667,49134.62,,49311.13,-176.010706387507,-176.51,73.1747023135304,-187.621336620966,-176.51,823.49,,49152.02,65.7,123844.5,,188544,356121
L2,2374.21454993361,18.09,20050801,213,345,112.1,21345524.6,48,175.7,,54.4535050483333,-8.1774087025,49134.52,,49311.15,-176.325607957613,-176.63,73.3349819254868,-187.61843166842,-176.63,823.37,,49151.92,64,123844.6,,188543,356126
L2,2380.53910525395,18.1,20050801,213,345,110.3,21345524.7,48,175.4,,54.4535589022222,-8.17743976944444,49134.61,,49311.17,-176.479604726267,-176.56,73.4952615374433,-187.615526715875,-176.56,823.44,,49152.03,65.4,123844.7,,188541,356132
L2,2386.62186778424,18.11,20050801,213,345,111.4,21345524.8,48,175.1,,54.4536127788889,-8.17745541944444,49134.93,,49311.19,-176.431469286577,-176.27,73.6555411493998,-187.61262176333,-176.27,823.73,,49152.34,64,123844.8,,188540,356138
L2,2392.70463031454,18.11,20050801,213,345,110.8,21345524.9,48,174.7,,54.4536666555556,-8.17747106944444,49135.3,,49311.22,-176.19951783412,-175.92,73.8158207613562,-187.609716810784,-175.92,824.08,,49152.73,64.3,123844.9,,188539,356144
L2,2398.78739284484,18.12,20050801,213,345,110.5,21345525,48,174.4,,54.4537205322222,-8.17748671944444,49135.69,,49311.24,-175.847356912301,-175.938333333333,73.9761003733127,-187.60714496001,-175.55,824.45,,49153.12,64.2,123845,,188538,356150
L2,2404.17255765197,18.13,20050801,213,345,110.5,21345525.1,48,174.4,,54.4537654027778,-8.1775177475,49136.07,,49311.25,-175.445213095864,-175.18,74.1370005269897,-187.605601757834,-175.18,824.82,,49153.52,64.3,123845.1,,188536,356155
L2,2410.25532018227,18.13,20050801,213,345,110.3,21345525.2,48,174.5,,54.4538192794444,-8.17753339777778,49136.46,,49311.27,-174.999658511732,-174.8,74.3048831885619,-187.604058555658,-174.8,825.2,,49153.91,64.5,123845.2,,188535,356161
L2,2416.57987550261,18.14,20050801,213,345,110.3,21345525.3,48,174.5,,54.4538731333333,-8.177564465,49136.79,,49311.28,-174.554785906911,-174.49,74.4727658501342,-187.602515353482,-174.49,825.51,,49154.25,64.5,123845.3,,188533,356167
L2,2422.66263803291,18.15,20050801,213,345,110.3,21345525.4,48,174.5,,54.45392701,-8.17758011527778,49137.08,,49311.3,-174.169848472339,-174.21,74.6406485117064,-187.600972151306,-174.21,825.79,,49154.55,64.6,123845.4,,188532,356173
L2,2428.74540056321,18.15,20050801,213,345,110.4,21345525.5,48,174.5,,54.4539808866667,-8.17759576555556,49137.36,,49311.31,-173.854674378962,-173.95,74.8085311732786,-187.599428949129,-173.95,826.05,,49154.84,64.5,123845.5,,188531,356179
L2,2434.13056537034,18.16,20050801,213,345,110,21345525.6,48,174.6,,54.4540257572222,-8.17762679388889,49137.66,,49311.32,-173.608390053194,-173.66,74.9764138348509,-187.598014510314,-173.66,826.34,,49155.14,64.9,123845.6,,188529,356184
L2,2440.21332790064,18.16,20050801,213,345,110.8,21345525.7,48,174.6,,54.4540796338889,-8.17764244444444,49137.9,,49311.34,-173.385543540555,-173.44,75.1460732945089,-187.59747055119,-173.44,826.56,,49155.38,64.2,123845.7,,188528,356190
L2,2446.53788322098,18.17,20050801,213,345,110.5,21345525.8,48,174.6,,54.4541334877778,-8.17767351194444,49138.09,,49311.35,-173.186800947666,-173.26,75.328026416953,-187.596926592067,-173.26,826.74,,49155.58,64.5,123845.8,,188526,356196
L2,2452.62064575127,18.18,20050801,213,345,110.4,21345525.9,48,174.7,,54.4541873644444,-8.1776891625,49138.3,,49311.37,-173.010475401111,-173.07,75.509979539397,-187.596382632944,-173.07,826.93,,49155.81,64.6,123845.9,,188525,356202
L2,2458.70340828157,18.18,20050801,213,345,110.7,21345526,48,174.7,,54.4542412411111,-8.17770481305556,49138.54,,49311.38,-172.846133750369,-172.85,75.6919326618411,-187.59583867382,-172.85,827.15,,49156.05,64.3,123846,,188524,356208
L2,2464.08857308871,18.19,20050801,213,345,110.3,21345526.1,48,174.8,,54.4542861116667,-8.17773584194445,49138.74,,49311.39,-172.696841564567,-172.66,75.8738857842852,-187.595294714697,-172.66,827.34,,49156.26,64.8,123846.1,,188522,356213
L2,2470.171335619,18.2,20050801,213,345,109.5,21345526.2,48,174.9,,54.4543399883333,-8.1777514925,49138.9,,49311.41,-172.534981395983,-172.51,76.0558389067293,-187.594759560338,-172.51,827.49,,49156.44,65.7,123846.2,,188521,356219
L2,2476.2540981493,18.2,20050801,213,345,109,21345526.3,48,175,,54.4543938647222,-8.17776714305556,49139.1,,49311.42,-172.372528144996,-172.32,76.235491431699,-187.594887266581,-172.32,827.68,,49156.63,66.3,123846.3,,188520,356225
L2,2482.57865346964,18.21,20050801,213,345,110.2,21345526.4,48,175.1,,54.4544477186111,-8.17779821111111,49139.27,,49311.43,-172.208399445129,-172.17,76.4039860235572,-187.595014972824,-172.17,827.83,,49156.81,65.2,123846.4,,188518,356231
L2,2488.66141599994,18.22,20050801,213,345,109.8,21345526.5,48,175.1,,54.4545015952778,-8.17781386194445,49139.41,,49311.45,-172.054234787086,-172.04,76.5724806154155,-187.595142679068,-172.04,827.96,,49156.96,65.7,123846.5,,188517,356237
L2,2494.74417853024,18.23,20050801,213,345,110.2,21345526.6,48,175.2,,54.4545554719444,-8.17782951277778,49139.54,,49311.46,-171.904617616308,-171.92,76.7409752072738,-187.595270385311,-171.92,828.08,,49157.1,65.4,123846.6,,188516,356243
L2,2501.06873385057,18.23,20050801,213,345,110.3,21345526.7,48,175.3,,54.4546093255556,-8.17786058083333,49139.69,,49311.48,-171.753392205255,-171.79,76.9094697991321,-187.595398091554,-171.79,828.21,,49157.25,65.4,123846.7,,188514,356249
L2,2507.15149638087,18.24,20050801,213,345,110.6,21345526.8,48,175.4,,54.4546632022222,-8.17787623166667,49139.86,,49311.49,-171.610755168462,-171.63,77.0779643909903,-187.595525797798,-171.63,828.37,,49157.44,65.2,123846.8,,188513,356255
L2,2513.23425891117,18.25,20050801,213,345,110.8,21345526.9,48,175.5,,54.4547170788889,-8.17789188277778,49140.03,,49311.5,-171.471059074771,-171.48,77.2513513379358,-187.596030301591,-171.48,828.52,,49157.61,65.1,123846.9,,188512,356261
L2,2519.31702144147,18.25,20050801,213,345,111.5,21345527,48,175.6,,54.4547709552778,-8.17790753361111,49140.17,,49311.52,-171.334885595284,-171.35,77.4425376548427,-187.596577904966,-171.35,828.65,,49157.76,64.5,123847,,188511,356267
L2,2524.7021862486,18.26,20050801,213,345,111.6,21345527.1,48,175.6,,54.4548158258333,-8.17793856305556,49140.33,,49311.53,-171.215390660133,-171.2,77.6337239717497,-187.597125508341,-171.2,828.8,,49157.93,64.3,123847.1,,188509,356272
L2,2530.7849487789,18.27,20050801,213,345,112.6,21345527.2,48,175.6,,54.4548697025,-8.17795421416667,49140.48,,49311.55,-171.08930580162,-171.06,77.8249102886566,-187.597673111715,-171.06,828.94,,49158.09,63.3,123847.2,,188508,356278
L2,2537.10950409924,18.27,20050801,213,345,113.8,21345527.3,48,175.6,,54.4549235563889,-8.17798528277778,49140.61,,49311.56,-170.964779040391,-170.96,78.0160966055636,-187.59822071509,-170.96,829.04,,49158.22,62.1,123847.3,,188506,356284
L2,2543.19226662954,18.28,20050801,213,345,113.9,21345527.4,48,175.6,,54.4549774327778,-8.17800093416667,49140.72,,49311.58,-170.852499553008,-170.85,78.2072829224705,-187.598768318465,-170.85,829.15,,49158.34,62,123847.4,,188505,356290
L2,2549.27502915983,18.29,20050801,213,345,114.6,21345527.5,48,175.6,,54.4550313094444,-8.17801658527778,49140.83,,49311.59,-170.750767762739,-170.76,78.3897615542301,-187.599510225325,-170.76,829.24,,49158.45,61.3,123847.5,,188504,356296
L2,2554.66019396697,18.3,20050801,213,345,115,21345527.6,48,175.5,,54.45507618,-8.178047615,49140.93,,49311.61,-170.663336169814,-170.68,78.5474904849845,-187.600306424274,-170.68,829.32,,49158.56,60.9,123847.6,,188502,356301
L2,2560.74295649727,18.31,20050801,213,345,115.9,21345527.7,48,175.5,,54.4551300563889,-8.17806326638889,49141.04,,49311.62,-170.576547338014,-170.58,78.705219415739,-187.601102623222,-170.58,829.42,,49158.69,60,123847.7,,188501,356307
L2,2567.0675118176,18.31,20050801,213,345,115.4,21345527.8,48,175.5,,54.4551839102778,-8.17809433527778,49141.16,,49311.64,-170.491846990902,-170.48,78.8629483464934,-187.601898822171,-170.48,829.52,,49158.8,60.5,123847.8,,188499,356313
L2,2573.1502743479,18.32,20050801,213,345,115.9,21345527.9,48,175.5,,54.4552377869444,-8.17810998666667,49141.25,,49311.65,-170.413887774675,-170.41,79.0206772772479,-187.60269502112,-170.41,829.59,,49158.89,60,123847.9,,188498,356319
L2,2579.2330368782,18.32,20050801,213,345,116.3,21345528,48,175.5,,54.4552916633333,-8.17812563833333,49141.33,,49311.67,-170.341195808665,-170.34,79.1784062080024,-187.603491220069,-170.34,829.66,,49159.01,59.6,123848,,188497,356325
L2,2584.61820168533,18.33,20050801,213,345,116.7,21345528.1,48,175.5,,54.4553365338889,-8.17815666833333,49141.42,,49311.68,-170.272759307122,-170.27,79.3406695358429,-187.604382544403,-170.27,829.73,,49159.1,59.1,123848.1,,188495,356330
L2,2590.70096421563,18.34,20050801,213,345,116.8,21345528.2,48,175.5,,54.4553904105556,-8.17817232,49141.5,,49311.7,-170.200049326327,-170.19,79.5132690921085,-187.605321605854,-170.19,829.81,,49159.18,59,123848.2,,188494,356336
L2,2596.78372674593,18.34,20050801,213,345,117,21345528.3,48,175.5,,54.4554442869444,-8.17818797166667,49141.58,,49311.71,-170.121242862076,-170.14,79.685868648374,-187.606260667305,-170.14,829.86,,49159.26,58.8,123848.3,,188493,356342
L2,2603.10828206627,18.35,20050801,213,345,117.6,21345528.4,48,175.5,,54.4554981405556,-8.17821904083333,49141.68,,49311.73,-170.037562676147,-170.05,79.8584682046395,-187.607199728756,-170.05,829.95,,49159.37,58.2,123848.4,,188491,356348
L2,2609.19104459657,18.36,20050801,213,345,118.2,21345528.5,48,175.4,,54.4555520172222,-8.1782346925,49141.81,,49311.75,-169.950656344976,-169.94,80.031067760905,-187.608138790208,-169.94,830.06,,49159.5,57.6,123848.5,,188490,356354
L2,2615.27380712686,18.37,20050801,213,345,118.5,21345528.6,48,175.4,,54.4556058936111,-8.17825034444444,49141.89,,49311.76,-169.85934685643,-169.87,80.2036673171705,-187.609077851659,-169.87,830.13,,49159.61,57.3,123848.6,,188489,356360
L2,2621.5983624472,18.38,20050801,213,345,118.9,21345528.7,48,175.4,,54.4556597475,-8.17828141388889,49142.01,,49311.78,-169.7629234738,-169.77,80.379116480112,-187.610066935978,-169.77,830.23,,49159.73,56.9,123848.7,,188487,356366
L2,2627.6811249775,18.38,20050801,213,345,119.6,21345528.8,48,175.4,,54.4557136238889,-8.17829706583333,49142.15,,49311.79,-169.666164109782,-169.65,80.5598674533137,-187.611096931454,-169.65,830.35,,49159.87,56.2,123848.8,,188486,356372
L2,2633.7638875078,18.39,20050801,213,345,119.8,21345528.9,48,175.4,,54.4557675002778,-8.17831271777778,49142.27,,49311.81,-169.567758177047,-169.54,80.7406184265155,-187.61212692693,-169.54,830.46,,49159.99,56,123848.9,,188485,356378
L2,2639.84665003809,18.4,20050801,213,345,119.8,21345529,48,175.4,,54.4558213769444,-8.17832836972222,49142.35,,49311.83,-169.473404536097,-169.47,80.9213693997172,-187.613156922406,-169.47,830.53,,49160.1,55.9,123849,,188484,356384
L2,2645.23181484523,18.4,20050801,213,345,119.6,21345529.1,48,175.5,,54.4558662475,-8.17835940027778,49142.45,,49311.84,-169.38305554696,-169.39,81.1021203729189,-187.614186917882,-169.39,830.61,,49160.19,56.2,123849.1,,188482,356389
L2,2651.31457737553,18.41,20050801,213,345,120,21345529.2,48,175.5,,54.4559201238889,-8.1783750525,49142.55,,49311.85,-169.287812112697,-169.31,81.2828713461207,-187.615216913358,-169.31,830.69,,49160.3,55.9,123849.2,,188481,356395
L2,2657.63913269586,18.41,20050801,213,345,120.1,21345529.3,48,175.6,,54.4559739775,-8.17840612222222,49142.66,,49311.87,-169.189795331888,-169.21,81.455136764862,-187.616287666701,-169.21,830.79,,49160.42,55.9,123849.3,,188479,356401
L2,2663.72189522616,18.42,20050801,213,345,120.9,21345529.4,48,175.7,,54.4560278541667,-8.17842177444444,49142.78,,49311.88,-169.096197022738,-169.1,81.6143642000915,-187.617411498935,-169.1,830.9,,49160.55,55.1,123849.4,,188478,356407
