x,y,region,horizon,host,REE_anom,F_LREE,F_HREE,F_HFSE,favourability
622773.4221549189,814777.4725137249,ROI,A,Carbonate,0.5359865272114873,0.11190181105824971,0.23531763482988846,0.8569543837204654,0.5315236077239835
654870.3775712018,790698.4906068546,ROI,A,Clastic/shale,0.626202639764065,0.6851637148682685,0.20017590852756567,0.5412785351617159,0.6508215727821532
630782.7082547665,817028.944655961,ROI,A,Carbonate,0.5264298722018984,0.20021588773837604,0.7607644025106944,0.11438052212849319,0.6570183504577619
641453.2408240923,785473.6880299171,ROI,A,Carbonate,0.7291099257062738,0.4799904049894055,0.49994003118378444,0.6375084955822972,0.970855155319234
642286.0578313792,784809.8266520038,ROI,A,Carbonate,0.507993424763501,0.445728221324911,0.5106944388917762,0.6694518850197897,0.7186263143165554
628096.3046242294,820313.2511730441,ROI,A,Carbonate,0.47447261123914203,0.10630472154479671,0.12509495062567466,0.9481069843681286,0.6179986407068324
639568.6266748733,781676.516360362,ROI,A,Carbonate,0.34905964448598736,0.45868148562747374,0.5513532962859313,0.5828569144045097,0.5401990964698357
629126.9197737697,789763.8292125064,ROI,A,Clastic/shale,0.4615638748771172,0.13736856834446087,0.7620037580458162,0.592931675528725,0.3383040818774237
607186.868221829,831177.0212411204,ROI,A,Clastic/shale,0.22193840550514896,0.014672370367408948,0.21380881941390478,0.7580458161755887,0.14076680126334307
638953.7995083665,789245.88844591,ROI,A,Clastic/shale,0.5283476495141094,0.33422620237476514,0.6648942549874065,0.6557789949226402,0.816895214488466
622284.5894800161,826418.9662878301,ROI,A,Clastic/shale,0.5245846158804853,0.6156798464798305,0.041098628713069206,0.9095670251469236,0.6638947747171471
651448.1057142572,788956.8841484754,ROI,A,Clastic/shale,0.70011764516285,0.7127893495382401,0.8126174389317555,0.19110062767360972,0.9407108303682086
604921.3380825139,827730.7760112223,ROI,A,Clastic/shale,0.5034810075582988,0.3199136449046496,0.5741014672370367,0.8207731979370727,0.32531083836405067
650833.2274885208,786945.3209104318,ROI,A,Clastic/shale,0.48755862113422826,0.6805261264142646,0.1911406068844201,0.5777795546315916,0.8064206612561468
620298.0289178139,828552.5170640207,ROI,A,Carbonate,0.6206910444634253,0.44520849158437614,0.5619477871506816,0.4087474513253108,0.9013313077199856
636976.1938708609,783286.1833004685,ROI,A,Clastic/shale,0.5526502393192697,0.3014032702994443,0.6169192020149522,0.6305920921121017,0.6762083716467437
609278.3856026076,825182.302041464,ROI,A,Clastic/shale,0.18508162640408699,0.14912245632271218,0.11829848478791029,0.1474033502578659,0.15368008635509536
639056.8067888055,794776.6960071928,ROI,A,Clastic/shale,0.27035825369454153,0.32838923759644983,0.43941150601687123,0.7453324271378883,0.3045616279534642
622935.4222739785,821355.0541349879,ROI,A,Clastic/shale,0.13853120819970668,0.2367169072082517,0.03234318154559629,0.0584895854155839,0.06104825490744813
644902.515142772,788768.9595214576,ROI,A,Clastic/shale,0.6512707289165364,0.48398832607044334,0.8519569823691681,0.32055331227761563,0.8464398512773358
611294.943337946,823733.6035151694,ROI,A,Clastic/shale,0.2764258432579652,0.22412345580298246,0.7247431335705433,0.5318834206212769,0.2625034981809459
638885.8050895769,787544.255509456,ROI,A,Clastic/shale,0.6060015148829189,0.6936792867708791,0.5707831927397753,0.44516851237356575,0.8190940710830368
624826.0200692205,822330.8337817753,ROI,A,Clastic/shale,0.14858745225701442,0.5756206772478312,0.018350457761963777,0.012513492983648502,0.04061887818334466
636491.3499834538,792973.0983549908,ROI,A,Clastic/shale,0.5040531175968156,0.18162555471154998,0.8555551113421022,0.6353496181985367,0.5838563946747691
635186.5872715731,784744.8784937391,ROI,A,Clastic/shale,0.49883160625936723,0.25962499500259867,0.7154279774517252,0.7717586854835485,0.7553672090512933
627238.3350195673,791318.5042452252,ROI,A,Clastic/shale,0.6908107846771204,0.4308959341142606,0.7140287050733618,0.5429576620157518,0.4859872866109623
603189.6965531772,824972.3797023052,ROI,A,Clastic/shale,0.16636315289036438,0.28497181465637866,0.04981409666973174,0.05333226722104506,0.02626634150241874
648562.7037613462,784510.85762814,ROI,A,Carbonate,0.8033955939469147,0.6898013033222724,0.7794346939591412,0.26146403869987606,0.9491464438491984
634306.8285399401,794442.7932762003,ROI,A,Clastic/shale,0.5361638007445487,0.2855715028185344,0.5713429016911206,0.8094191020669252,0.4209810898332867
636787.2654683971,789079.9357562667,ROI,A,Clastic/shale,0.44891299092681825,0.3652900491744293,0.722064526446248,0.5152920481349699,0.6988765841762283
624203.1472478999,821008.1221516356,ROI,A,Clastic/shale,0.3364087605356884,0.07652020949106465,0.18342461919801703,0.9687762363570943,0.214888258105785
633524.997047639,794449.7959338897,ROI,A,Clastic/shale,0.49285265346247437,0.37580458161755886,0.6206772478311278,0.7057130292248031,0.3858393635309639
622793.4403374351,819001.5620858199,ROI,A,Clastic/shale,0.4015809575993941,0.28629112861312117,0.002518690281053852,0.9968816215567905,0.4844680766001679
600649.2579824196,827597.8274082396,ROI,A,Clastic/shale,0.7545486777006012,0.35885339623395834,0.15380002398752649,0.8682285211689921,0.4042697797145484
638428.9318964839,792865.1113004456,ROI,A,Clastic/shale,0.5404022497622922,0.13093191540398993,0.7672410346619758,0.8615120137528485,0.7224243393435413
605253.237525345,822277.9493984565,ROI,A,Clastic/shale,0.449670432386263,0.47647223443809217,0.4009115260064766,0.4426098428817015,0.2759764922240435
626646.6194498009,820771.1602090533,ROI,A,Carbonate,0.6532046220044802,0.30372206452644623,0.17646823651701116,0.9437892296006077,0.6804061887818335
642202.0703223497,783758.0537547644,ROI,A,Carbonate,0.3581811735507889,0.08171750689641387,0.8346060048774637,0.850997481309719,0.4444888657897893
637467.1053008541,786514.4849866634,ROI,A,Clastic/shale,0.4783565131907624,0.6796465837764363,0.7775956502618638,0.43493383440610883,0.7466917203054412
649168.6076927136,790983.4595704081,ROI,A,Clastic/shale,0.6650013698409372,0.25590692839723345,0.49442290009195217,0.7587254627593651,0.8291688322072522
635139.6188836403,788776.0100349302,ROI,A,Clastic/shale,0.3281735991361944,0.42250029984408105,0.7319393915164115,0.7364570423379843,0.43949146443849196
634255.7997086728,786971.4036398267,ROI,A,Clastic/shale,0.4452869413869236,0.6081637548474793,0.7155878942949666,0.3916363490984688,0.6081637548474793
618648.3647423062,824859.3217611071,ROI,A,Carbonate,0.474827158305265,0.1366089633390637,0.44508855395194497,0.9110462559469076,0.6324311358093792
639112.7729795258,790695.5751914461,ROI,A,Clastic/shale,0.5640521506502716,0.6677727581657538,0.723223923559749,0.2902090912725383,0.7916683324671171
688223.3018602032,811561.8171152788,ROI,A,Clastic/shale,0.7744113712913571,0.6985967297005558,0.6277935473553752,0.395354415703834,0.8290089153640107
684500.1011219389,810997.9584302822,ROI,A,Carbonate,0.8791477977792461,0.7203054411705913,0.18674289369527847,0.543717267021149,0.9924439291568384
603439.6540065163,827097.9202886043,ROI,A,Clastic/shale,0.8657152987059032,0.5591492423939551,0.37236636948786633,0.27121896613760843,0.6918802222844121
617562.5910710448,823423.6369445975,ROI,A,Carbonate,0.5452692140336174,0.373285891336505,0.1681525606684524,0.5126933994322952,0.653220325430776
622718.4887523317,825061.2565751898,ROI,A,Carbonate,0.3705580893136291,0.054011913804821496,0.5804181825450766,0.9360732419142046,0.3558949346339903
689140.0941860478,809658.2224550059,ROI,A,Clastic/shale,0.7598427100288473,0.5708231719505857,0.62407548075001,0.4366529404709551,0.7425738615919721
636430.3199441986,784870.8447173263,ROI,A,Clastic/shale,0.6486277416963465,0.6008075800583697,0.5452764562427538,0.6086435053772039,0.8384839883260704
641034.3421511014,787549.2429831258,ROI,A,Clastic/shale,0.5736652108749255,0.5075760604485667,0.6279534641986168,0.5854555631071843,0.8109383120777196
628484.0636656504,790770.6156751491,ROI,A,Clastic/shale,0.5026913345473885,0.16863231119817695,0.5853756046855635,0.8617518890177108,0.3520169511853836
618599.3846804822,826621.9421614892,ROI,A,Carbonate,0.6501103930637702,0.6097229440690841,0.07863910766401472,0.42633830408187745,0.8476792068124576
635429.581838339,793547.9801260023,ROI,A,Clastic/shale,0.5000966946543972,0.5214088673889578,0.2842521888617919,0.6357094310958301,0.4872666213568944
651208.1713384348,791570.3222373957,ROI,A,Clastic/shale,0.6239625469371968,0.7901491224563227,0.39027705593091594,0.30983888378043417,0.869587814336545
648853.6625263965,788537.988242042,ROI,A,Clastic/shale,0.6198127346859841,0.4400511733898373,0.8026626154399712,0.33978331267740775,0.8197737176668133
641471.2558066221,789012.9252324532,ROI,A,Clastic/shale,0.6963707273049589,0.7061528005437173,0.5246871626754088,0.4387318594330948,0.9165234078279295
624169.1732255273,824512.3671425236,ROI,A,Clastic/shale,0.1883128394385264,0.08851397273417823,0.609603006436653,0.07983848398832608,0.05525126933994323
620819.8862539027,822877.7372484346,ROI,A,Clastic/shale,0.2987623084237159,0.23103985927317794,0.07328189341542397,0.927037940271059,0.2021748690680846
635440.5224145283,782843.2869319053,ROI,A,Clastic/shale,0.660303621214807,0.6148402830528126,0.4760724423299884,0.601687122696198,0.8121376884020309
616894.72075464,820750.216646972,ROI,A,Carbonate,0.6464843435238755,0.1288929756526606,0.6027665613880782,0.9326350297845121,0.7704793507376164
619630.1718119037,828360.5619867337,ROI,A,Carbonate,0.5641810768561345,0.5212489505457162,0.13353056410666453,0.7549674169431896,0.7582457122296405
651040.1740581825,785286.677240244,ROI,A,Carbonate,0.740310389840615,0.4356134809898853,0.4183424619198017,0.6167592851717107,0.9558229720545316
647689.8905910956,784277.9124782991,ROI,A,Carbonate,0.6948800180496688,0.7591652340782793,0.9373525766601367,0.05868948146963579,0.8218126574181426
641012.3143712677,781447.5580039867,ROI,A,Carbonate,0.4591142769657217,0.26918002638627914,0.6649742134090273,0.48546755687042736,0.5723423819613801
638493.8684217957,783582.1114371945,ROI,A,Clastic/shale,0.674985092907447,0.3071602766561388,0.7542078119377923,0.69587814336545,0.8848598728661097
649346.5493521057,787230.2674264,ROI,A,Carbonate,0.5619329261413998,0.6042857713988726,0.2666613361052253,0.5488346060048774,0.7566865230080358
638743.8230419622,785172.7673201271,ROI,A,Clastic/shale,0.537525583793976,0.302642625834566,0.6897213449006516,0.6934793907168273,0.675288849798105
630985.5252744596,790888.576918732,ROI,A,Clastic/shale,0.5564696781679587,0.30728021428856994,0.5285651461240155,0.7507296205972894,0.40854755527125897
620892.8825056452,825128.2518555548,ROI,A,Clastic/shale,0.5442861517139129,0.16039659377123897,0.15180106344700756,0.9838883780434174,0.5630672050533723
604522.4106502486,825214.3204644077,ROI,A,Clastic/shale,0.8934424908542972,0.7166273537760365,0.44588813816815254,0.34745932115300043,0.8110982289209611
620514.9421867809,821041.1346747369,ROI,A,Clastic/shale,0.5039886544938841,0.20093551353296285,0.561348098988526,0.9349138448007036,0.5164514452484708
620385.0021188834,827038.8428107942,ROI,A,Clastic/shale,0.4549483489387761,0.47899092471914606,0.7231039859273178,0.488386039259585,0.6631751489225602
635052.6492901857,790964.5388691422,ROI,A,Clastic/shale,0.5548419848189393,0.14432495102546675,0.740654859473074,0.7277815535921321,0.647423339863271
640553.4196438055,782646.3021233359,ROI,A,Carbonate,0.17236627935085658,0.23811617958661496,0.000999480270259465,0.1093031623555751,0.15743813217127095
624363.1047193005,819494.4475074037,ROI,A,Clastic/shale,0.38944577847254674,0.12021748690680846,0.24127453724063486,0.9406308719465878,0.3708071802662615
641115.3397352167,790370.6345438339,ROI,A,Clastic/shale,0.6731156629224349,0.818894175028985,0.7478111382081317,0.1065046175988486,0.844041098628713
633400.0126181032,792318.2559502805,ROI,A,Clastic/shale,0.5130134889042884,0.6456642545876145,0.8314076680126334,0.3058809419102067,0.4756726502218846
643432.8233684037,787181.3094895503,ROI,A,Carbonate,0.5182591739053359,0.5694238995722224,0.8141766281533602,0.42717786750889536,0.766841242553872
632253.2422815535,789045.967245663,ROI,A,Clastic/shale,0.4360203703405264,0.2789349538240115,0.8058209730939911,0.7245032583056811,0.4192619837684404
623185.3733312467,822278.8537185463,ROI,A,Clastic/shale,0.14068266426004417,0.07807939871266942,0.35677447727181866,0.2411945788190141,0.035541518410426576
600349.311589098,825526.2754548384,ROI,A,Clastic/shale,0.7496817134292759,0.6124015511933795,0.40051173389837286,0.3058009834885859,0.40482948866589374
618479.3832168276,821490.048768567,ROI,A,Carbonate,0.36439380509580827,0.4054291768280494,0.2128093391436453,0.6784871866629353,0.42142086115220084
687130.5902507848,821512.6785539265,ROI,A,Clastic/shale,0.7075067283363684,0.4993803222324391,0.48198936552992444,0.5874545236477032,0.9139247591252548
626957.3820249629,788780.0527860043,ROI,A,Clastic/shale,0.5718924755443102,0.19082077319793708,0.5887338583936353,0.8629112861312118,0.5697037540478951
646955.064658156,787229.2803819327,ROI,A,Carbonate,0.5888865610546165,0.5268460400591692,0.8342861711909807,0.4467676808059809,0.7102706592571862
637212.182465802,790685.5874731689,ROI,A,Clastic/shale,0.4704517251937922,0.36676927997441333,0.7132691000679646,0.7326190381001879,0.7007156278735058
686646.6365304271,810610.0306082764,ROI,A,Clastic/shale,0.7924932716636316,0.86483028825011,0.7855515132131292,0.0837164674369328,0.9160836365090154
642928.9451151887,789652.7795762441,ROI,A,Clastic/shale,0.6158240801921001,0.5951705113341063,0.626714108663495,0.42026146403869985,0.8878183344660776
618859.3089116841,822910.740574318,ROI,A,Carbonate,0.41728578105107095,0.16935193699276377,0.3778035421580778,0.8603526166393476,0.41694318954143844
661066.2581353586,831207.7279307286,ROI,A,Carbonate,0.6420686209730706,0.2709391116619358,0.5276056450645664,0.5521129012913285,0.6957582057330188
658949.7322414761,834598.0085827671,ROI,A,Carbonate,0.702913732252502,0.22432335185703434,0.2137688402030944,0.5432375164914245,0.825450765601887
672981.6892559014,830954.7190737748,ROI,A,Clastic/shale,0.7257739601295708,0.7861112221644745,0.8502378763043218,0.1517610842361972,0.9358733458601527
666814.0511796302,837144.4180037761,ROI,A,Carbonate,0.6753476978614367,0.5010194698756647,0.6091632351177387,0.3419022108503578,0.9295966097629232
652595.132943563,840501.7701141296,ROI,A,Clastic/shale,0.45787336223429115,0.42278015431975374,0.13800823571742693,0.7324591212569463,0.18342461919801703
667027.8229577908,802911.7939437227,ROI,A,Clastic/shale,0.7196983126782808,0.7614040698836605,0.6136009275176908,0.23627713588933755,0.5285251669132052
616471.8530350394,828480.552938462,ROI,A,Clastic/shale,0.25872266361541313,0.01175388797825131,0.6336305121336905,0.29940430975892535,0.13680885939311557
655392.5034538421,835480.8372536412,ROI,A,Carbonate,0.4929412902290052,0.13313077199856074,0.3506576580178307,0.9378323271898613,0.47727181865429974
675168.2051257596,828514.2333643193,ROI,A,Clastic/shale,0.8136371694251504,0.6507016351497221,0.6981169791708312,0.4194618798224923,0.990285051773078
674296.4298881518,835453.7425486434,ROI,A,Clastic/shale,0.31008364087605356,0.06888418022628233,0.7867508895374405,0.7243433414624395,0.4265781793467397
616746.7853491527,826894.893199833,ROI,A,Clastic/shale,0.6532287956680795,0.3081197777155879,0.7431335705433175,0.6291128613121177,0.6224763123175948
671566.0279697427,837284.3625735072,ROI,A,Carbonate,0.7259351178868996,0.6261144205013393,0.15216087634430098,0.7081117818734258,0.8808219725742614
668785.6250742711,836905.4590137319,ROI,A,Carbonate,0.5463812025591851,0.3923559748930556,0.49774117458921363,0.7672810138727861,0.6792867708791428
672594.7647480817,829473.04043125,ROI,A,Clastic/shale,0.5896278867383281,0.2517490904729541,0.6988765841762283,0.7127893495382401,0.8228920961100228
664719.3544581151,809313.4266952474,ROI,A,Clastic/shale,0.7662890203219933,0.7184663974733139,0.2671810658457602,0.4569623795626274,0.9171630752008956
646594.1545469612,789503.7921523565,ROI,A,Clastic/shale,0.5563971571771607,0.641186582976852,0.8459601007476112,0.36085235677447725,0.6666933194738736
655162.5413853102,833296.3092449673,ROI,A,Carbonate,0.5643261188377303,0.4702354775516731,0.5716627353776036,0.4622796146004078,0.7569663774837084
655139.5781739556,839282.0194398257,ROI,A,Clastic/shale,0.4221285716587968,0.20789189621396872,0.0797985047775157,0.9739735337624436,0.22604245792188063
674809.3068449683,833098.2474263383,ROI,A,Clastic/shale,0.7329051908913634,0.6798864590412985,0.2150881541598369,0.6012073721664735,0.9209611002278815
664775.3084460464,802934.8009758843,ROI,A,Clastic/shale,0.8299141029153436,0.4063886778874985,0.6133210730420181,0.6191180586095231,0.5437572462319594
676801.8594637008,829708.967212273,ROI,A,Clastic/shale,0.6323749818697523,0.5728221324911046,0.44868668292487907,0.6373085995282454,0.8495982089313557
675585.1324862386,831747.5343763531,ROI,A,Clastic/shale,0.5630287988912346,0.3753248310878343,0.5855755007396154,0.6575380801982968,0.7385759405109343
608251.5958156324,823106.7548135135,ROI,A,Clastic/shale,0.17380864127894793,0.1223763642905689,0.19349938032223243,0.08219725742613841,0.10266661336105225
665192.3897134741,835094.8683055271,ROI,A,Carbonate,0.5430613527582151,0.13500979490664855,0.5922120497341382,0.8948546755687042,0.7391356494622796
665509.3132061167,833550.1994952539,ROI,A,Carbonate,0.6954521280881856,0.6576180386199176,0.5214488465997681,0.5327629632591052,0.8759445088553952
656240.294649994,830570.890841841,ROI,A,Carbonate,0.6153003174807818,0.2417542877703594,0.24431295726222366,0.8500779594610802,0.7869507855914925
688264.3448995117,821314.7151842354,ROI,A,Clastic/shale,0.6799648676089022,0.3514572422340383,0.637068724263383,0.5984887858313677,0.9148842601847039
671129.0993262457,832999.2883255106,ROI,A,Clastic/shale,0.693727740084769,0.25006996361891815,0.8086994762723384,0.7057530084356135,0.8947747171470836
666674.0566749088,832506.4182342482,ROI,A,Carbonate,0.6840502167571837,0.2958061807859913,0.5026985967297005,0.8232119297965058,0.9042098108983329
676223.014063865,835324.7600980629,ROI,A,Clastic/shale,0.8230165509016776,0.775716627353776,0.17418942150081956,0.40950705633070805,0.9374725142925678
667419.750273512,805122.3154968219,ROI,A,Clastic/shale,0.8402443151601101,0.6407867908687482,0.3254707552072922,0.5342421940590892,0.8304881461639947
667562.7529426483,811412.9591179879,ROI,A,Clastic/shale,0.5912797537509468,0.48998520769200016,0.7823531763482989,0.458081797465318,0.7867109103266301
660244.4687103769,837504.3753731037,ROI,A,Carbonate,0.4746257111086042,0.11374085475552713,0.4941830248270899,0.8811418062607445,0.4958621516811258
656726.2250812398,837176.4647503252,ROI,A,Carbonate,0.43598008090119417,0.2116899212409547,0.3615320033582537,0.9696157997841123,0.4097869108063807
667038.9918502145,835102.8567625459,ROI,A,Carbonate,0.561022384812493,0.33666493423419824,0.5809778914964219,0.8070203494183025,0.8170951105425179
614712.2325725612,828547.5478666313,ROI,A,Clastic/shale,0.1271373547565712,0.23875584695958102,0.12109702954463679,0.06696517810738416,0.02406748490784792
676200.0091882496,833476.1585907234,ROI,A,Clastic/shale,0.7357496253082143,0.38647903090392993,0.6856834446088034,0.6298724663175149,0.858393635309639
662782.9183678816,836873.4978264135,ROI,A,Carbonate,0.7684404763823308,0.8884180226282333,0.856074841082637,0.0792387958261704,0.9068884180226282
686892.6505412522,823208.3144154579,ROI,A,Clastic/shale,0.7915021514560603,0.4749930036381082,0.6534602006956383,0.48886578978930956,0.9816895214488466
668731.4891916016,809174.4352947794,ROI,A,Clastic/shale,0.7829769060933749,0.7458121776676129,0.7707192260024787,0.21480829968416423,0.9751329308759445
655394.4765037319,830494.9117150503,ROI,A,Carbonate,0.6235032473288101,0.3830807979850478,0.091552392755767,0.8623515771798664,0.7780754007915883
658914.7647179759,839286.9982890096,ROI,A,Carbonate,0.5336175081787562,0.0906328709071283,0.15044177027945468,0.9897653220325431,0.3267900691640347
708330.0072861597,818695.1729778927,ROI,A,Other,0.5243831686838246,0.6834046295926118,0.5479150841562388,0.35305641066645344,0.745612281613561
670910.1567783516,834930.8732357934,ROI,A,Carbonate,0.6762743549660762,0.48770639267580856,0.5265262063726862,0.5021388877783552,0.7628833006836445
662950.871562336,834877.9269784552,ROI,A,Carbonate,0.6656460008702519,0.2999640187102707,0.5754607604045896,0.5945308439611402,0.8759045296445848
664905.3237038429,811064.0484499583,ROI,A,Clastic/shale,0.6229956003932249,0.4688362051733099,0.5414384520049574,0.6046855635069763,0.9098868588334066
662728.8980127746,830858.7942815605,ROI,A,Clastic/shale,0.5949058032908414,0.18734258185743413,0.6702114900251869,0.9299564226602167,0.7817934673969535
607517.7622188672,824659.4241022876,ROI,A,Clastic/shale,0.7893748690593221,0.19725742613840802,0.40934713948746654,0.9132451125414784,0.7947067524887059
668716.4825061441,807310.8369750745,ROI,A,Clastic/shale,0.7103592206410856,0.6365489945228481,0.6742893695278456,0.46100027985447567,0.862831327709591
657395.0716185162,835420.8395314809,ROI,A,Carbonate,0.44738199223219605,0.24771119018110582,0.37772358373645704,0.8960540518930157,0.5435173709670971
666679.9315070199,809221.4360844891,ROI,A,Clastic/shale,0.7735250036260495,0.4915843761244153,0.6174789109662975,0.47431335705433175,0.939711350097949
658739.7934657732,837603.362044159,ROI,A,Carbonate,0.45055680005157045,0.05329228801023468,0.7196657737976252,0.9563027225842562,0.3895574301363291
678702.4453440649,828847.142824825,ROI,A,Clastic/shale,0.7402781582891492,0.7831527605645064,0.45428377243833207,0.34997801143405427,0.9470675248870587
664938.2832709169,804802.397646304,ROI,A,Clastic/shale,0.7818568596799408,0.6768880182305201,0.5079358733458601,0.4381321712709391,0.6285531523607724
661230.2327214187,833072.3252376769,ROI,A,Carbonate,0.7315272920662038,0.3469795706232759,0.7063127173869588,0.5840163115180106,0.9036900811577979
610761.0429703145,820838.2303426259,ROI,A,Clastic/shale,0.15431661053004786,0.4392915683844401,0.36241154599608205,0.006516611362091712,0.0644464878263303
669331.4790073409,831557.6085670714,ROI,A,Clastic/shale,0.7568532336304007,0.5052972454323752,0.6540998680686043,0.5376804061887819,0.8765441970175508
646604.1611170355,791141.4391888287,ROI,A,Clastic/shale,0.5317964255209424,0.5158917362971255,0.5902130891936194,0.6007276216367489,0.7233038819813696
659337.640187601,833006.3495226029,ROI,A,Carbonate,0.5586694815554947,0.13389037700395795,0.32191260544516853,0.9471874625194898,0.6919601807060328
661356.2166632027,835156.8753468198,ROI,A,Carbonate,0.5390001772735331,0.33434614000719626,0.2419142046136009,0.7767161076240355,0.7284212209650982
689112.1716201282,823083.3295445733,ROI,A,Clastic/shale,0.6437607774250215,0.6197577259824891,0.7270219485867349,0.4624795106544597,0.9236397073521768
669287.497110872,833179.2593369858,ROI,A,Clastic/shale,0.574793315176226,0.19166033662495502,0.7487306600567705,0.8083396633750449,0.6830847959061288
613625.4668082728,828556.5517110191,ROI,A,Clastic/shale,0.1376126089829334,0.03458201735097749,0.7566065645864151,0.16623355854955424,0.024427297805141326
672380.8297160354,833020.2771448903,ROI,A,Clastic/shale,0.6737280624002836,0.7280614080678047,0.8594730740015192,0.23995522328389238,0.8991724303362252
645287.446849348,791518.3649773645,ROI,A,Clastic/shale,0.5913281010781454,0.26726102426738096,0.69587814336545,0.7185063766841242,0.7985847359373126
613453.4994536258,827727.7312459243,ROI,A,Clastic/shale,0.1417543633462797,0.17682804941430455,0.09758925358813417,0.3561348098988526,0.033862391556390675
608700.520592904,827147.8815125779,ROI,A,Clastic/shale,0.16868382459589693,0.0018390436972774158,0.6626953983928358,0.9353136369088074,0.1093031623555751
673334.6318123277,834452.9633302415,ROI,A,Clastic/shale,0.5409260124736104,0.48650701635149723,0.5573501779074881,0.5164914244592812,0.7688402030943909
678124.5793493937,830630.761532346,ROI,A,Clastic/shale,0.6684420879599039,0.7537280614080678,0.6683724463279095,0.2812537480510135,0.929036900811578
614954.1701176318,826608.9643630256,ROI,A,Clastic/shale,0.2001095872749835,0.029664574421300924,0.5625474753128373,0.5314036700915524,0.0674449286371087
665632.1482556972,807525.8070651175,ROI,A,Clastic/shale,0.7078129280752928,0.8059808899372326,0.2043737256626554,0.3876384280174309,0.8312877303802023
657058.1343191387,833559.2424992395,ROI,A,Carbonate,0.6928252566437284,0.5230879942429937,0.7177067924679167,0.36852836525007,0.8919361931795466
661363.2344127289,838778.0949361211,ROI,A,Carbonate,0.6467421959356012,0.22340383000839564,0.34422100507735975,0.5212089713349058,0.6215168112581457
668698.5070844766,811200.998750907,ROI,A,Clastic/shale,0.6764435706112714,0.8178547155479151,0.7975052972454324,0.17666813257106304,0.8260504537640427
662985.8536694996,832931.3462802183,ROI,A,Carbonate,0.534189618217273,0.15935713429016912,0.7201055451165393,0.8962939271578779,0.6025666653340263
666661.9211311019,806543.0133738362,ROI,A,Clastic/shale,0.7775861791107315,0.5000599688162156,0.5508335665453964,0.5635469555830968,0.7983848398832607
652607.1205278957,838653.1684270498,ROI,A,Carbonate,0.407616315611352,0.17946667732778954,0.2401151401271339,0.9565825770599289,0.18918162555471155
670542.2112587047,830267.8800621066,ROI,A,Clastic/shale,0.7565309181157436,0.8529964418502379,0.5113740854755527,0.26358293687282613,0.9589413504977412
655219.5489497272,837027.5048649999,ROI,A,Carbonate,0.4169634655364136,0.19285971294926638,0.8290089153640107,0.9024507256226763,0.3625314836285132
662731.9417002515,839194.9978143583,ROI,A,Carbonate,0.464150456882242,0.511613960740415,0.5576300323831608,0.6119218006636549,0.46092032143285494
662821.7293187813,802919.8146048639,ROI,A,Clastic/shale,0.6776603116791026,0.7003558149762124,0.6561787870307441,0.41898212929276774,0.3925558709471075
656337.3165257397,838613.1572102188,ROI,A,Carbonate,0.3007364909509919,0.04713548954543637,0.3674889057690001,0.991964178627114,0.16751289329548635
653479.9214199125,836578.6108551144,ROI,A,Carbonate,0.6148249020966624,0.14676368288489985,0.3616519409906848,0.9699356334705953,0.4424899052492704
651709.3189550624,839586.9719658073,ROI,A,Clastic/shale,0.3308971652350486,0.019349938032223245,0.4646783672490305,0.9888857793947148,0.07963858793427418
607073.8737470482,827640.7839459812,ROI,A,Clastic/shale,0.6534544165283396,0.36596969575820576,0.4443289489465478,0.7659217207052332,0.624395314436493
669528.452832009,834615.9484503879,ROI,A,Carbonate,0.5500555994262784,0.22284412105705034,0.6681725502738576,0.8378443209531043,0.6454243793227522
669033.4027382716,805154.3000157727,ROI,A,Clastic/shale,0.6598604373821534,0.5389997201455243,0.6409866869228001,0.631991364490465,0.6971574781113821
664684.5110582168,837333.3886064384,ROI,A,Carbonate,0.7346134631190473,0.31719505856954383,0.4474873066005677,0.7265421980570104,0.8757845920121536
661134.2214160706,827058.621701319,ROI,A,Clastic/shale,0.7950959694444891,0.6568984128253308,0.6802062927277815,0.4669571822652221,0.9648582736976772
648997.8353135937,826820.7375374758,ROI,A,Carbonate,0.32912442990443347,0.018350457761963777,0.7926278335265662,0.18714268580338225,0.5441170591292528
678537.4499429008,823028.3976282642,ROI,A,Clastic/shale,0.6626242929203398,0.5835365609882861,0.7876304321752688,0.40654859473074,0.9351137408547555
667076.9286372102,824757.0860652636,ROI,A,Clastic/shale,0.5818439670593544,0.5653859992803743,0.6883220725222884,0.5211689921240955,0.746771678727062
660524.3419171639,825007.0670557156,ROI,A,Clastic/shale,0.7492949348116873,0.9068084596010074,0.6769679766521409,0.1930196297925079,0.9208411625954503
707577.1683779367,818483.222655212,ROI,A,Other,0.5902644598797763,0.2776556190780794,0.9485067764762324,0.5406388677887498,0.8587534482069324
608561.5196535356,821346.1325977035,ROI,A,Clastic/shale,0.15124655525293712,0.23048015032183264,0.5121736696917603,0.03510174709151241,0.07580058369647784
684935.0723604534,823209.3246096141,ROI,A,Clastic/shale,0.7972232518412273,0.6035261663934753,0.5566305521129012,0.37024747131491625,0.9204013912765362
654795.585089228,826648.7437538367,ROI,A,Clastic/shale,0.8178030974520959,0.618998120977092,0.6674129452684604,0.47407348178946945,0.8638707871906609
665346.2955047006,823620.3402400098,ROI,A,Clastic/shale,0.7166201995133035,0.5036580977891496,0.28241314516451443,0.7075120937112701,0.8774237396553792
