x,y,region,horizon,host,REE_anom,F_LREE,F_HREE,F_HFSE,favourability
650495.41,934817.49,ROI,S,Metasediment,0.7790757629467305,0.7389357534082277,0.0618478391236557,0.7389357534082277,0.8618318474393315
641230.32,925205.63,ROI,S,Metasediment,0.6932583545486772,0.7595650261863831,0.8189741334506057,0.3189541438452005,0.8846199976012473
632976.99,914547.98,ROI,S,Metasediment,0.732195224130708,0.806020869148043,0.1394075080957902,0.7576860032782953,0.561667932675009
639664.73,932520.08,ROI,S,Metasediment,0.7273371789500821,0.790069164034702,0.05337224643185544,0.8652300803582137,0.5845360412585455
638751.87,926683.33,ROI,S,Metasediment,0.724847732912249,0.9975612681405669,0.011194179026906009,0.2532283212729381,0.9483468596329908
658952.6,938816.56,ROI,S,Metasediment,0.8022944797138346,0.8545556310718426,0.5976492224043497,0.3849598208931356,0.8621516811258145
638204.86,913591.14,ROI,S,Metasediment,0.6803599626180271,0.5133730460160716,0.5880941910206693,0.8497981049854076,0.8641506416663335
631432.2,902693.53,ROI,S,Metasediment,0.4537317521188489,0.2327989445488346,0.32758965338024226,0.8990125134929836,0.683524567225043
644260.79,937532.97,ROI,S,Metasediment,0.4215059134413973,0.6584975812577459,0.0652060928317275,0.2257226242353976,0.36373085995282456
641221.38,931023.38,ROI,S,Metasediment,0.577744835809352,0.6842042138088195,0.31827449726142404,0.8678287290608884,0.5934913844800703
630425.79,938518.88,ROI,S,Metasediment,0.9154071734716898,0.6547395354415704,0.5232878902970456,0.11214168632311199,0.9610202694598808
638990.84,928651.91,ROI,S,Metasediment,0.19097837646224744,0.1403270299444289,0.1169791708311678,0.4770719226002479,0.20241474433294687
