Line,BALT,D_KAL,D_THO,D_TOT_CPS,D_TOT_NGY,D_URA,DATE,DAY,DIR,DTM,FID,FLIGHT,GPS_H,LAT,LONG,RALT,TIME,TOUT,X,Y
L8,227,0.04,-0.41,-5.4,-0.52,0.04,20050721,202,165,82.2,20260221,32,141.8,54.416587,-8.141067,58.6,164341,17.5,190892,352011
L8,223,0.04,0.11,28.09,-0.37,-0.02,20050721,202,165,82.3,20260222,32,142,54.41603,-8.140834,58.6,164342,17.5,190907,351949
L8,226,0.05,-0.02,39.19,-1.12,-0.43,20050721,202,165,82.4,20260223,32,142.3,54.415473,-8.140586,58.8,164343,17.5,190923,351887
L8,224,0.05,0.14,38.58,0.65,-0.26,20050721,202,165,82.1,20260224,32,143,54.414908,-8.140353,59.8,164344,17.5,190938,351824
L8,223,0,-0.39,36.59,-0.71,0.03,20050721,202,165,82.5,20260225,32,144.1,54.414351,-8.140136,60.6,164345,17.5,190952,351762
L9,239,0.76,3.93,1591.72,35.92,1.48,20050721,202,165,113.8,20260654,32,165.9,54.47537,-8.164808,51,165054,17.3,189366,358558
L9,244,1.09,4.98,1649.44,40.47,1.27,20050721,202,165,116.7,20260655,32,167.2,54.474849,-8.164544,49.4,165055,17.3,189383,358500
L9,248,0.82,3.86,1647.53,36.83,1.64,20050721,202,165,118,20260656,32,168.1,54.474338,-8.16428,49.1,165056,17.4,189400,358443
L9,245,0.8,3.59,1561.87,36.49,1.78,20050721,202,165,112.8,20260657,32,168.2,54.473817,-8.164031,54.3,165057,17.4,189416,358385
L9,245,0.95,3.85,1570.49,36,0.7,20050721,202,165,109.7,20260658,32,167.8,54.473305,-8.163798,57.1,165058,17.4,189431,358328
L9,245,0.68,2.73,1544.01,35.2,1.21,20050721,202,165,109.8,20260659,32,167,54.472785,-8.163564,56.2,165059,17.4,189446,358270
L9,247,0.5,3.32,1233.83,28.5,1.1,20050721,202,165,105.3,20260660,32,166.2,54.472264,-8.163331,59.8,165100,17.3,189461,358212
L9,245,0.39,2.81,865.17,19.95,0.4,20050721,202,165,101.4,20260661,32,166,54.471743,-8.163082,63.5,165101,17.4,189477,358154
L9,245,0.25,2.19,1012.22,22.56,1.34,20050721,202,165,101.3,20260662,32,166.5,54.471223,-8.162848,64.1,165102,17.3,189492,358096
L9,247,0.49,2.19,1239.56,27.43,1.04,20050721,202,165,100.7,20260663,32,166.4,54.470702,-8.162615,64.6,165103,17.2,189507,358038
L9,239,0.25,1.67,713.04,15.45,0.63,20050721,202,165,101.6,20260664,32,165.9,54.470181,-8.162382,63.2,165104,17.3,189522,357980
L9,244,0.18,0.54,572.25,11.73,0.41,20050721,202,165,101.6,20260665,32,165.5,54.46966,-8.162148,62.8,165105,17.3,189537,357922
L9,244,0.19,1.85,713.76,15.79,0.44,20050721,202,165,101.4,20260666,32,166.2,54.469131,-8.16193,63.7,165106,17.4,189551,357863
L9,241,0.42,3.69,1083.81,25.15,0.44,20050721,202,165,104.2,20260667,32,166.8,54.46861,-8.161712,61.6,165107,17.3,189565,357805
L9,250,0.33,3.75,1295.34,29.98,0.95,20050721,202,165,107.9,20260668,32,167.1,54.46808,-8.161494,58.2,165108,17.3,189579,357746
L9,248,0.7,4.29,1532.04,37.58,1.57,20050721,202,165,110.9,20260669,32,166.9,54.467559,-8.161292,54.9,165109,17.3,189592,357688
L9,248,0.79,3.48,1671.75,39.27,1.65,20050721,202,165,106.7,20260670,32,166.6,54.467039,-8.161074,58.9,165110,17.4,189606,357630
L9,241,0.71,4.24,1447.78,34.57,1.34,20050721,202,165,104.4,20260671,32,166.5,54.466509,-8.16084,61,165111,17.3,189621,357571
L9,244,0.65,3.85,1412.41,33.9,1.32,20050721,202,165,96.9,20260672,32,167.1,54.465988,-8.160607,69.2,165112,17.3,189636,357513
L9,250,0.34,3.88,1045.78,24.44,0.46,20050721,202,165,94.3,20260673,32,167.9,54.465468,-8.160373,72.5,165113,17.2,189651,357455
L9,241,0.56,3.7,1181.17,26.96,0.36,20050721,202,165,92.8,20260674,32,168,54.464947,-8.16014,74.1,165114,17.3,189666,357397
L9,244,0.5,4.28,1173.89,27.64,0.63,20050721,202,165,94.8,20260675,32,167.5,54.464426,-8.159891,71.6,165115,17.2,189682,357339
L9,250,0.46,4.73,1345.59,32.16,0.84,20050721,202,165,95.3,20260676,32,166.9,54.463905,-8.159658,70.5,165116,17.3,189697,357281
L9,245,0.62,3.4,1349.04,32.23,1.33,20050721,202,165,99.4,20260677,32,167.1,54.463385,-8.159409,66.7,165117,17.3,189713,357223
L9,245,0.68,4.49,1326.92,31.71,0.44,20050721,202,165,103.5,20260678,32,167.2,54.462864,-8.159176,62.6,165118,17.3,189728,357165
L9,253,0.38,2.73,1265.91,28.68,0.88,20050721,202,165,113.5,20260679,32,168,54.462334,-8.158927,53.4,165119,17.3,189744,357106
L9,247,0.45,2.76,1120.75,25.4,0.98,20050721,202,165,117.5,20260680,32,169.2,54.461814,-8.158694,50.6,165120,17.3,189759,357048
L9,248,0.45,1.52,1085.93,23.69,0.87,20050721,202,165,119.8,20260681,32,170.7,54.461293,-8.158476,49.8,165121,17.2,189773,356990
L9,256,0.32,2.88,1123.35,24.69,0.45,20050721,202,165,122.7,20260682,32,172.7,54.460772,-8.158243,48.9,165122,17.3,189788,356932
L9,259,0.43,2.98,1100.72,25.11,0.75,20050721,202,165,124.4,20260683,32,174,54.460251,-8.158025,48.5,165123,17.3,189802,356874
L9,253,0.35,2.16,1024.37,23.69,0.98,20050721,202,165,128.6,20260684,32,175.2,54.45974,-8.157791,45.5,165124,17.3,189817,356817
L9,263,0.31,2.82,1015.71,23.41,1.1,20050721,202,165,128.3,20260685,32,176.3,54.459219,-8.157574,46.9,165125,17.2,189831,356759
L9,257,0.36,2.17,950.03,20.42,0.3,20050721,202,165,125.6,20260686,32,176.6,54.458707,-8.157356,50,165126,17.2,189845,356702
L9,259,0.22,2.72,972.07,22.61,0.89,20050721,202,165,124.6,20260687,32,176.9,54.458186,-8.157123,51.2,165127,17.3,189860,356644
L9,260,0.18,1.87,782.87,17.47,0.16,20050721,202,165,121.8,20260688,32,176.5,54.457666,-8.156905,53.7,165128,17.2,189874,356586
L9,256,0.01,0.83,412.21,8.83,0.38,20050721,202,165,118.5,20260689,32,175.4,54.457154,-8.156671,55.8,165129,17.2,189889,356529
L9,253,-0.03,0.42,267.61,3.53,0.01,20050721,202,165,116.2,20260690,32,174.8,54.456633,-8.156438,57.6,165130,17.2,189904,356471
L9,257,-0.09,1.18,196.12,3.8,0.01,20050721,202,165,116.8,20260691,32,174.5,54.456113,-8.156205,56.7,165131,17.2,189919,356413
L9,259,0.05,0.91,158.4,2.85,-0.37,20050721,202,165,116.4,20260692,32,174.8,54.455592,-8.155972,57.3,165132,17.3,189934,356355
L9,256,-0.01,0.24,178.19,2.35,0.2,20050721,202,165,116.5,20260693,32,174.7,54.455071,-8.155754,57.1,165133,17.3,189948,356297
L9,254,0.17,0.33,265.41,4.8,-0.2,20050721,202,165,114.9,20260694,32,174.3,54.45455,-8.155521,58.3,165134,17.3,189963,356239
L9,253,0.09,1.18,463.27,9.9,0.19,20050721,202,165,115.5,20260695,32,174.1,54.45403,-8.155272,57.6,165135,17.3,189979,356181
L9,253,0.18,0.26,735.43,15.13,0.83,20050721,202,165,117.4,20260696,32,173.7,54.453509,-8.155039,55.2,165136,17.3,189994,356123
L9,253,0.14,0.71,652.63,13,0.67,20050721,202,165,117.8,20260697,32,174,54.452988,-8.15479,55.2,165137,17.3,190010,356065
L9,248,0.2,1.64,684.84,15.54,0.85,20050721,202,165,116.1,20260698,32,174,54.452467,-8.154557,56.8,165138,17.2,190025,356007
L9,256,0.25,2.96,807.11,19.27,0.37,20050721,202,165,117.6,20260699,32,173.5,54.451947,-8.154308,54.8,165139,17.2,190041,355949
L9,259,0.2,1.41,833.55,18.63,1.34,20050721,202,165,117.7,20260700,32,173.3,54.451426,-8.154075,54.6,165140,17.2,190056,355891
L9,253,0.33,2.2,888.47,20.47,0.47,20050721,202,165,119.2,20260701,32,173.3,54.450905,-8.153842,53.1,165141,17.2,190071,355833
L9,257,0.37,2.14,919.57,21.5,0.8,20050721,202,165,118.7,20260702,32,173.1,54.450384,-8.153624,53.4,165142,17.3,190085,355775
L9,262,0.28,2.32,891.2,20.36,0.27,20050721,202,165,117.8,20260703,32,173.5,54.449855,-8.153406,54.6,165143,17.3,190099,355716
L9,256,0.29,1.86,964.49,20.75,1.01,20050721,202,165,113.6,20260704,32,174.2,54.449334,-8.153173,59.5,165144,17.3,190114,355658
L9,254,0.22,1.12,1049.8,23.57,2.05,20050721,202,165,112.9,20260705,32,174.4,54.448813,-8.15294,60.4,165145,17.3,190129,355600
L9,254,0.38,2.09,1000.87,22.1,0.76,20050721,202,165,114.8,20260706,32,174,54.448293,-8.152707,58.2,165146,17.3,190144,355542
L9,250,0.26,3.24,1056.12,23.44,0.82,20050721,202,165,112.1,20260707,32,172.8,54.447772,-8.152458,59.7,165147,17.3,190160,355484
L9,250,0.33,0.72,948.56,20.58,1.47,20050721,202,165,104.8,20260708,32,171.2,54.447251,-8.152225,65.3,165148,17.3,190175,355426
L9,248,0.27,1.31,941.68,19.07,0.7,20050721,202,165,99.1,20260709,32,169.5,54.446721,-8.151976,69.3,165149,17.3,190191,355367
L9,245,0.41,1.06,964.16,22.66,1.06,20050721,202,165,100.8,20260710,32,167.8,54.446192,-8.151743,65.9,165150,17.2,190206,355308
L9,244,0.34,2.27,879.71,19.35,0.56,20050721,202,165,96.8,20260711,32,165.9,54.445662,-8.15151,68,165151,17.2,190221,355249
L9,244,0.41,1.26,839.07,19,0.47,20050721,202,165,93.8,20260712,32,164.2,54.445132,-8.151292,69.3,165152,17.3,190235,355190
L9,241,0.29,2.22,907.03,19.48,0.2,20050721,202,165,88.2,20260713,32,163.3,54.444594,-8.151059,74.1,165153,17.2,190250,355130
L9,247,0.21,2.54,890.83,20.62,1.33,20050721,202,165,87.2,20260714,32,162.9,54.444055,-8.150826,74.6,165154,17.3,190265,355070
L9,247,0.36,2.18,967.76,23.17,1.36,20050721,202,165,90,20260715,32,162.6,54.443525,-8.150562,71.6,165155,17.3,190282,355011
L9,244,0.53,1.91,1008.88,21.64,0.39,20050721,202,165,95.9,20260716,32,161.9,54.442986,-8.150298,64.9,165156,17.2,190299,354951
L9,244,0.4,2.99,978.75,23.17,0.72,20050721,202,165,101.7,20260717,32,160.7,54.442457,-8.150019,57.9,165157,17.2,190317,354892
L9,242,0.37,2.26,864.56,19.57,0.57,20050721,202,165,101.1,20260718,32,159.1,54.441918,-8.149739,57,165158,17.2,190335,354832
L9,239,0.28,1.28,852.23,18.46,1.23,20050721,202,165,93.3,20260719,32,157.8,54.441388,-8.149444,63.5,165159,17.3,190354,354773
L9,239,0.13,1.07,366.22,7.33,-0.29,20050721,202,165,83.8,20260720,32,155.7,54.44085,-8.14915,70.8,165200,17.2,190373,354713
L9,232,0.06,0.26,217.41,4.37,0.5,20050721,202,165,82.6,20260721,32,153.1,54.440311,-8.14887,69.5,165201,17.2,190391,354653
L9,227,0.05,0.33,232.64,4.4,-0.22,20050721,202,165,82.6,20260722,32,151,54.439764,-8.148591,67.3,165202,17.3,190409,354592
L9,224,0.22,1.72,569.56,13.66,0.67,20050721,202,165,82,20260723,32,148.7,54.439216,-8.148342,65.6,165203,17.3,190425,354531
L9,229,0.39,1.49,819.85,19.44,0.6,20050721,202,165,86.7,20260724,32,146.8,54.438668,-8.148094,59.1,165204,17.3,190441,354470
L9,227,0.35,1.69,682.51,16.43,0.14,20050721,202,165,89.8,20260725,32,144.7,54.438112,-8.147845,53.8,165205,17.3,190457,354408
L9,218,0.11,1.01,281.43,6.54,0.28,20050721,202,165,86.8,20260726,32,142.2,54.437555,-8.147597,54.3,165206,17.3,190473,354346
L9,220,0.02,0.11,62.37,1.22,0.41,20050721,202,165,82.5,20260727,32,140.4,54.436998,-8.147348,56.8,165207,17.3,190489,354284
L9,215,-0.04,0.89,56.27,0.75,-0.14,20050721,202,165,82.8,20260728,32,139.2,54.436442,-8.147099,55.3,165208,17.2,190505,354222
L9,220,-0.04,0.2,20.56,-0.44,-0.17,20050721,202,165,82.9,20260729,32,138.5,54.435876,-8.146851,54.5,165209,17.2,190521,354159
L9,218,-0.02,-0.39,-0.45,-0.78,-0.07,20050721,202,165,82.8,20260730,32,138.1,54.435319,-8.146618,54.3,165210,17.2,190536,354097
L9,214,0.04,0.5,21.65,-0.42,-0.13,20050721,202,165,82.3,20260731,32,136.8,54.434763,-8.146369,53.4,165211,17.2,190552,354035
L9,212,0.02,0.51,35.43,0.19,-0.38,20050721,202,165,82.5,20260732,32,135.9,54.434197,-8.146136,52.3,165212,17.2,190567,353972
L9,211,0.02,-0.1,56.81,0.5,0.12,20050721,202,165,82.6,20260733,32,135.1,54.43364,-8.145888,51.5,165213,17.3,190583,353910
L9,215,0.03,-0.16,18.58,-0.73,-0.32,20050721,202,165,82.7,20260734,32,134.6,54.433075,-8.14567,50.9,165214,17.3,190597,353847
L9,221,0,0.6,83.86,1.27,0,20050721,202,165,82.8,20260735,32,134.5,54.432518,-8.145437,50.7,165215,17.2,190612,353785
L9,217,0.01,-0.38,5.15,-1.03,-0.17,20050721,202,165,82.5,20260736,32,135.1,54.431952,-8.145188,51.6,165216,17.2,190628,353722
L9,220,0,0.07,-0.49,-0.05,-0.13,20050721,202,165,82.4,20260737,32,135.8,54.431405,-8.14494,52.3,165217,17.3,190644,353661
L9,211,0.02,0.33,13.36,-0.2,-0.2,20050721,202,165,82.9,20260738,32,136.6,54.430848,-8.144691,52.7,165218,17.2,190660,353599
L9,218,-0.02,-0.15,4.38,-0.45,-0.06,20050721,202,165,83,20260739,32,137.4,54.4303,-8.144427,53.3,165219,17.3,190677,353538
L9,209,0.04,0,6.01,-0.6,-0.43,20050721,202,165,82.6,20260740,32,137.4,54.429744,-8.144163,53.7,165220,17.2,190694,353476
L9,218,-0.02,-0.07,37.14,-0.22,0.32,20050721,202,165,82.2,20260741,32,137.3,54.429196,-8.143915,54.1,165221,17.2,190710,353415
L9,217,0.03,0.05,3.59,-0.64,-0.24,20050721,202,165,82.5,20260742,32,137.1,54.428648,-8.143651,53.6,165222,17.3,190727,353354
L9,215,0.06,0.22,42.74,0.43,-0.17,20050721,202,165,82.7,20260743,32,136.8,54.428101,-8.143403,53.1,165223,17.3,190743,353293
L9,217,0.05,0.11,-10.19,-0.62,-0.38,20050721,202,165,82.8,20260744,32,136.4,54.427553,-8.143154,52.5,165224,17.3,190759,353232
L9,215,0.07,-0.1,30.58,-0.11,-0.14,20050721,202,165,82.6,20260745,32,135.8,54.427005,-8.14289,52.2,165225,17.2,190776,353171
L9,214,0.01,-0.14,32.11,0.09,-0.15,20050721,202,165,82.8,20260746,32,135.4,54.426458,-8.142642,51.5,165226,17.3,190792,353110
L9,214,-0.02,-0.58,-11.76,-1.59,-0.09,20050721,202,165,82.9,20260747,32,135.1,54.42591,-8.142394,51.2,165227,17.3,190808,353049
L9,215,0.03,0.36,11.68,-0.34,-0.45,20050721,202,165,82.7,20260748,32,134.7,54.425362,-8.142114,50.9,165228,17.3,190826,352988
L9,211,0.01,0.1,6.06,-0.99,-0.32,20050721,202,165,83.1,20260749,32,134.8,54.424814,-8.141851,50.7,165229,17.3,190843,352927
L9,217,0.02,-0.1,27.56,0.17,-0.06,20050721,202,165,82.9,20260750,32,134.9,54.424276,-8.141571,50.9,165230,17.3,190861,352867
L9,215,0.04,0.38,47.08,0.51,-0.19,20050721,202,165,82.8,20260751,32,134.9,54.423728,-8.141292,51,165231,17.4,190879,352806
L9,218,-0.02,0.2,65.93,1.34,0.07,20050721,202,165,82.7,20260752,32,135.4,54.423189,-8.141013,51.6,165232,17.3,190897,352746
L9,215,0.05,-0.37,19.58,0.02,-0.25,20050721,202,165,83.2,20260753,32,136.1,54.422642,-8.140734,51.9,165233,17.3,190915,352685
L9,223,0.02,0.09,20.92,-0.41,-0.16,20050721,202,165,82.8,20260754,32,136.8,54.422103,-8.140455,53,165234,17.3,190933,352625
L9,214,0,0.2,23.01,-0.07,-0.19,20050721,202,165,82.8,20260755,32,137.6,54.421573,-8.140176,53.8,165235,17.3,190951,352566
L9,217,-0.01,0.36,7.8,-1.03,-0.12,20050721,202,165,82.3,20260756,32,138.3,54.421035,-8.139912,55,165236,17.3,190968,352506
L9,214,-0.03,0.59,41.26,-0.14,-0.12,20050721,202,165,82.8,20260757,32,139.1,54.420496,-8.139648,55.3,165237,17.3,190985,352446
L9,224,-0.01,0.19,-12.11,-0.22,0,20050721,202,165,82.3,20260758,32,140.6,54.419966,-8.1394,57.3,165238,17.3,191001,352387
L9,223,0.01,0.3,26.09,-0.37,-0.34,20050721,202,165,82.9,20260759,32,141.7,54.419437,-8.139152,57.7,165239,17.4,191017,352328
L9,227,-0.05,-0.46,12.41,-0.57,-0.04,20050721,202,165,83.2,20260760,32,142.8,54.418907,-8.138903,58.6,165240,17.3,191033,352269
L9,224,-0.01,0.14,22.59,1.25,-0.22,20050721,202,165,82.3,20260761,32,143.5,54.418377,-8.138655,60.1,165241,17.3,191049,352210
L9,230,-0.02,0.18,-0.56,-0.51,-0.03,20050721,202,165,82.5,20260762,32,143.7,54.417847,-8.138422,60.1,165242,17.4,191064,352151
L9,230,0.01,0.02,9.38,-0.73,0.08,20050721,202,165,82.3,20260763,32,144,54.417318,-8.138189,60.7,165243,17.3,191079,352092
L9,223,0.02,0.15,53.91,0.11,-0.15,20050721,202,165,82.8,20260764,32,144.5,54.416779,-8.137957,60.7,165244,17.3,191094,352032
L9,221,0.01,-0.38,10.57,-0.36,-0.09,20050721,202,165,82.6,20260765,32,145,54.416249,-8.137724,61.3,165245,17.3,191109,351973
L9,226,-0.02,0.04,7.55,-0.57,-0.1,20050721,202,165,82.7,20260766,32,145.7,54.415719,-8.137491,61.9,165246,17.3,191124,351914
L9,224,-0.02,0.61,-6.08,0.27,-0.38,20050721,202,165,82.9,20260767,32,146.8,54.41519,-8.137258,62.8,165247,17.4,191139,351855
L9,226,0.01,0.11,19.59,0.32,-0.06,20050721,202,165,82.5,20260768,32,148.5,54.41466,-8.137025,64.9,165248,17.5,191154,351796
L9,235,0.03,-0.16,31.31,-0.73,-0.19,20050721,202,165,82.4,20260769,32,150.1,54.414121,-8.136793,66.7,165249,17.4,191169,351736
L9,235,-0.05,0.43,52,0.05,-0.04,20050721,202,165,82.6,20260770,32,151.5,54.413591,-8.13656,67.8,165250,17.5,191184,351677
L9,241,0.06,0.25,24.97,-0.34,-0.4,20050721,202,165,81.8,20260771,32,153.3,54.413062,-8.136327,70.4,165251,17.4,191199,351618
L9,244,0.07,-0.33,60.75,0.4,-0.37,20050721,202,165,81.9,20260772,32,155.2,54.412532,-8.13611,72.2,165252,17.3,191213,351559
L9,236,0.03,-0.01,36.77,0.49,-0.23,20050721,202,165,82.3,20260773,32,157,54.412002,-8.135892,73.7,165253,17.3,191227,351500
L9,244,0.05,-0.11,97.17,1.51,0.01,20050721,202,165,82.2,20260774,32,158.9,54.411481,-8.135675,75.6,165254,17.5,191241,351442
L9,250,0.05,-0.08,101.78,1.23,-0.18,20050721,202,165,81.5,20260775,32,160.4,54.410952,-8.135442,77.8,165255,17.4,191256,351383
L9,245,0.03,0.17,98.06,1.17,-0.35,20050721,202,165,81.9,20260776,32,160.7,54.410431,-8.135194,77.7,165256,17.5,191272,351325
L10,253,0.68,2.98,1333.23,30.61,0.37,20050721,202,345,114.1,20258221,32,168.1,54.47594,-8.16205,53,161021,18.1,189545,358621
L10,238,0.83,3.26,1553.43,35.91,0.45,20050721,202,345,120.3,20258220,32,167.5,54.475446,-8.161832,46.1,161020,18,189559,358566
L10,236,1.03,3.7,1752.29,42.29,1.41,20050721,202,345,121.4,20258219,32,168.7,54.474952,-8.161598,46.2,161019,18.1,189574,358511
L10,245,0.98,4.98,1745.38,41.12,0.7,20050721,202,345,120.4,20258218,32,169.6,54.474468,-8.16135,48.2,161018,18,189590,358457
L10,250,1.3,3.69,1927.95,46.68,1.27,20050721,202,345,110.8,20258217,32,170.3,54.473983,-8.161101,58.5,161017,18.1,189606,358403
L10,248,0.97,2.93,1554.35,36.3,0.28,20050721,202,345,106.6,20258216,32,171.1,54.473498,-8.160852,63.5,161016,18.1,189622,358349
L10,247,0.53,2.57,1201.41,28.1,0.86,20050721,202,345,105.6,20258215,32,172.1,54.473022,-8.160588,65.5,161015,18.2,189639,358296
L10,245,0.54,4.07,1277.7,29.73,0.59,20050721,202,345,106.3,20258214,32,173.1,54.472546,-8.160339,65.8,161014,18.1,189655,358243
L10,247,0.78,3.6,1328.94,30.92,0.25,20050721,202,345,103.3,20258213,32,173.8,54.472071,-8.160091,69.5,161013,18.1,189671,358190
L10,242,0.75,2.59,1219.42,27.09,-0.11,20050721,202,345,101.4,20258212,32,173.1,54.471586,-8.159842,70.7,161012,18.1,189687,358136
L10,260,0.34,2.63,1142.42,25.72,0.48,20050721,202,345,101.3,20258211,32,172.3,54.47111,-8.159609,69.9,161011,18.2,189702,358083
L10,251,0.54,3.18,1165.49,27.19,0.83,20050721,202,345,101.9,20258210,32,171.5,54.470625,-8.15936,68.5,161010,18.1,189718,358029
L10,254,0.59,3.42,1198.98,26.8,0.18,20050721,202,345,102.9,20258209,32,170.8,54.47015,-8.159127,66.8,161009,18.1,189733,357976
L10,245,0.32,2.43,748.24,17.07,0.03,20050721,202,345,103.3,20258208,32,169.9,54.469665,-8.158878,65.5,161008,18.1,189749,357922
L10,247,0.2,1.09,515.47,10.94,-0.16,20050721,202,345,104.7,20258207,32,168.2,54.469171,-8.158645,62.4,161007,18.1,189764,357867
L10,245,0.29,0.15,553.18,11.38,0.14,20050721,202,345,106.4,20258206,32,167.1,54.468686,-8.158427,59.7,161006,18.1,189778,357813
L10,250,0.32,2.08,766.52,15.61,0.19,20050721,202,345,106.8,20258205,32,167,54.468192,-8.15821,59.2,161005,18.1,189792,357758
L10,251,0.52,2.31,1192.55,26.65,0.56,20050721,202,345,107.7,20258204,32,166.7,54.467699,-8.157992,57.9,161004,18.1,189806,357703
L10,247,0.76,4.41,1458.7,34.74,1.26,20050721,202,345,108.8,20258203,32,165.5,54.467205,-8.157789,55.6,161003,18.2,189819,357648
L10,244,0.77,3.96,1599.34,37.89,0.67,20050721,202,345,104.7,20258202,32,164.6,54.466702,-8.157587,58.9,161002,18.1,189832,357592
L10,242,0.7,4.9,1569.21,36.81,1.17,20050721,202,345,103.7,20258201,32,163.9,54.466208,-8.157369,59.1,161001,18.2,189846,357537
L10,242,0.82,3.56,1744.82,40.57,2.23,20050721,202,345,97.2,20258200,32,164.4,54.465705,-8.157167,66.1,161000,18.1,189859,357481
L10,242,0.59,5.22,1729.58,40.75,2.02,20050721,202,345,94.3,20258199,32,165.2,54.465212,-8.156949,69.8,160959,18.1,189873,357426
L10,242,0.6,4.41,1553.21,35.79,0.78,20050721,202,345,93.8,20258198,32,165.6,54.464718,-8.156731,70.8,160958,18.1,189887,357371
L10,242,0.54,2.87,1526.8,33.91,1.45,20050721,202,345,94.5,20258197,32,165.1,54.464224,-8.156513,69.6,160957,18.1,189901,357316
L10,241,0.64,4.04,1540.52,34.25,1.3,20050721,202,345,96,20258196,32,165.7,54.46373,-8.15628,68.6,160956,18.1,189916,357261
L10,241,0.69,4.42,1458.58,34.29,1.14,20050721,202,345,105.6,20258195,32,167.8,54.463236,-8.156047,61.2,160955,18.2,189931,357206
L10,253,0.79,3.6,1454.77,34.51,0.85,20050721,202,345,107.7,20258194,32,171.4,54.462761,-8.155814,62.6,160954,18.2,189946,357153
L10,256,0.54,2.98,1280.69,28.36,0.76,20050721,202,345,113.4,20258193,32,175.8,54.462285,-8.155565,61.3,160953,18.1,189962,357100
L10,256,0.51,3.51,1253.05,29.42,0.92,20050721,202,345,118.3,20258192,32,179.5,54.461809,-8.155317,60.2,160952,18.1,189978,357047
L10,259,0.37,2.28,1114.38,24.49,1.19,20050721,202,345,121.9,20258191,32,182.1,54.461351,-8.155068,59.2,160951,18.2,189994,356996
L10,265,0.29,2.26,1134.91,25.34,0.91,20050721,202,345,124,20258190,32,184.1,54.460893,-8.154835,59.1,160950,18.1,190009,356945
L10,263,0.51,1.95,1013.55,22.98,0.06,20050721,202,345,124.1,20258189,32,184.7,54.460436,-8.154587,59.5,160949,18.2,190025,356894
L10,263,0.25,1.34,724.78,15.28,0.15,20050721,202,345,125,20258188,32,184,54.459978,-8.154369,57.9,160948,18.2,190039,356843
L10,266,0.12,1.24,558.58,11.26,0.46,20050721,202,345,125.2,20258187,32,182.7,54.45952,-8.154152,56.4,160947,18.1,190053,356792
L10,259,0.2,0.94,453.67,9.62,0.15,20050721,202,345,123.8,20258186,32,181.9,54.459053,-8.153965,57,160946,18.2,190065,356740
L10,268,0.12,1.63,628.68,13.83,0.46,20050721,202,345,124.1,20258185,32,181.7,54.458586,-8.153763,56.5,160945,18.2,190078,356688
L10,265,0.23,1.81,695.99,15.29,0.56,20050721,202,345,122.9,20258184,32,181.4,54.458128,-8.153576,57.4,160944,18.3,190090,356637
L10,260,0.28,1.6,738.76,15.39,-0.1,20050721,202,345,121.8,20258183,32,181,54.457661,-8.153389,58.2,160943,18.2,190102,356585
L10,266,0.01,1.06,374.28,6.94,0.03,20050721,202,345,121,20258182,32,180.4,54.457194,-8.153187,58.3,160942,18.1,190115,356533
L10,253,0.06,0.23,257.06,4.63,-0.32,20050721,202,345,118.5,20258181,32,179,54.456727,-8.153,59.4,160941,18.3,190127,356481
L10,257,0.06,0.08,230.21,3.01,-0.22,20050721,202,345,119.6,20258180,32,177.7,54.456261,-8.152814,57,160940,18.3,190139,356429
L10,256,0.04,-0.42,209.65,2.55,0,20050721,202,345,115.5,20258179,32,177,54.455794,-8.152627,60.4,160939,18.2,190151,356377
L10,250,0.1,-0.44,260.27,3.86,-0.1,20050721,202,345,115.8,20258178,32,177.5,54.455327,-8.15244,60.6,160938,18.1,190163,356325
L10,256,0.08,-0.45,293.74,5.27,-0.09,20050721,202,345,116.1,20258177,32,178.2,54.45486,-8.152269,61,160937,18.2,190174,356273
L10,250,0.1,-0.02,304.29,4.99,-0.01,20050721,202,345,113.1,20258176,32,179.1,54.454393,-8.152082,65,160936,18.1,190186,356221
L10,254,0.06,0.35,244.84,4.73,-0.18,20050721,202,345,112.7,20258175,32,179.9,54.453935,-8.151895,66.1,160935,18.2,190198,356170
L10,260,0.06,0.72,252.4,3.98,-0.23,20050721,202,345,112.6,20258174,32,179.9,54.453477,-8.151709,66.2,160934,18.3,190210,356119
L10,259,0.06,-0.05,202.36,3.89,0.01,20050721,202,345,114.1,20258173,32,179,54.453019,-8.151506,63.8,160933,18.1,190223,356068
L10,250,0.05,0.78,305.24,5.4,-0.08,20050721,202,345,114.3,20258172,32,177.9,54.452561,-8.15132,62.5,160932,18.2,190235,356017
L10,256,0.14,-0.06,384.71,7.13,-0.1,20050721,202,345,116.4,20258171,32,177.1,54.452112,-8.151118,59.7,160931,18.1,190248,355967
L10,259,0.11,1.54,458.61,9.77,-0.1,20050721,202,345,114.8,20258170,32,177,54.451664,-8.1509,61.2,160930,18.2,190262,355917
L10,257,0.13,1.16,400.72,7.36,0.09,20050721,202,345,115.3,20258169,32,176.8,54.451215,-8.150683,60.4,160929,18.3,190276,355867
L10,259,0.19,0.32,584.82,12.44,1.16,20050721,202,345,117.3,20258168,32,176.4,54.450766,-8.15045,58,160928,18.3,190291,355817
L10,247,0.43,2.35,807.71,18.74,0.73,20050721,202,345,118.7,20258167,32,175.3,54.450326,-8.150217,55.6,160927,18.3,190306,355768
L10,254,0.29,2.86,902.69,20.7,0.77,20050721,202,345,115.6,20258166,32,173.3,54.449886,-8.149953,56.7,160926,18.2,190323,355719
