Line,BALT,D_KAL,D_THO,D_TOT_CPS,D_TOT_NGY,D_URA,DATE,DAY,DIR,DTM,FID,FLIGHT,GPS_H,LAT,LONG,RALT,TIME,TOUT,X,Y
L10,254,0.31,2.2,948.08,21.12,0.66,20050721,202,345,112.8,20258165,32,171.1,54.449455,-8.149705,57.3,160925,18.3,190339,355671
L10,248,0.49,1.51,1186.32,27.38,1.35,20050721,202,345,110.1,20258164,32,169.3,54.449006,-8.149457,58.2,160924,18.2,190355,355621
L10,245,0.51,4.33,1152.97,27.16,0.11,20050721,202,345,105.4,20258163,32,168.7,54.448566,-8.149209,62.2,160923,18.2,190371,355572
L10,251,0.42,1.4,1161.5,24.42,0.84,20050721,202,345,103.8,20258162,32,168.6,54.448118,-8.14896,63.8,160922,18.3,190387,355522
L10,247,0.49,2.64,1181.57,26.75,0.74,20050721,202,345,101.1,20258161,32,167.5,54.447678,-8.148727,65.3,160921,18.3,190402,355473
L10,247,0.58,1.9,1225.31,27.55,0.86,20050721,202,345,101.5,20258160,32,165.6,54.447229,-8.148479,63.1,160920,18.2,190418,355423
L10,242,0.54,2.66,1202.37,27.86,1.14,20050721,202,345,100.3,20258159,32,163.3,54.44678,-8.148262,61.9,160919,18.2,190432,355373
L10,245,0.43,2.11,1148.2,25.45,0.79,20050721,202,345,99.4,20258158,32,161.2,54.446331,-8.148029,60.7,160918,18.2,190447,355323
L10,238,0.34,1.71,905.95,21.96,0.8,20050721,202,345,102.4,20258157,32,159.9,54.445873,-8.147827,56.4,160917,18.2,190460,355272
L10,242,0.29,1.49,923.6,20.67,1.24,20050721,202,345,101.6,20258156,32,160.6,54.445415,-8.147609,58,160916,18.2,190474,355221
L10,241,0.27,2.21,940.07,20.75,1.1,20050721,202,345,98.8,20258155,32,160.8,54.444966,-8.147407,61,160915,18.2,190487,355171
L10,239,0.4,2.43,991.02,21.93,0.1,20050721,202,345,96.6,20258154,32,161.3,54.444517,-8.14719,63.7,160914,18.3,190501,355121
L10,239,0.51,2.76,1086.81,25.11,0.29,20050721,202,345,90.9,20258153,32,161.2,54.444069,-8.146973,69.2,160913,18.1,190515,355071
L10,239,0.41,2.95,1181.19,27.73,1.14,20050721,202,345,91.6,20258152,32,160.5,54.443629,-8.146755,67.8,160912,18.1,190529,355022
L10,242,0.48,3.78,1188.86,26.97,0.59,20050721,202,345,95.2,20258151,32,159.6,54.443189,-8.146553,63.4,160911,18.1,190542,354973
L10,233,0.26,3.06,1094.84,25.09,0.96,20050721,202,345,98.6,20258150,32,158.2,54.44274,-8.146351,58.5,160910,18.2,190555,354923
L10,232,0.27,3.03,1089.59,24.62,1.22,20050721,202,345,103.6,20258149,32,157.1,54.4423,-8.146149,52.5,160909,18.1,190568,354874
L10,241,0.35,1.9,1063.3,24.24,1.16,20050721,202,345,104.9,20258148,32,156.3,54.44186,-8.145932,50.3,160908,18.2,190582,354825
L10,241,0.37,3.05,1023.34,24.47,0.71,20050721,202,345,101.6,20258147,32,155.3,54.44142,-8.14573,52.7,160907,18.1,190595,354776
L10,232,0.55,1.58,1086.35,23.97,1.02,20050721,202,345,90.2,20258146,32,154.3,54.44098,-8.145513,63.1,160906,18.1,190609,354727
L10,232,0.51,2.43,1058.73,25.22,0.94,20050721,202,345,89.2,20258145,32,152.6,54.440531,-8.145311,62.4,160905,18.1,190622,354677
L10,229,0.4,1.38,1058.18,23.23,1.26,20050721,202,345,97.1,20258144,32,150.3,54.440091,-8.145094,52.2,160904,18.2,190636,354628
L10,235,0.34,2.31,1030.71,23.22,0.3,20050721,202,345,95.1,20258143,32,148.4,54.439642,-8.144892,52.2,160903,18.1,190649,354578
L10,232,0.42,2.43,952.46,22.23,0.7,20050721,202,345,95.4,20258142,32,147.5,54.439193,-8.14469,51,160902,18.1,190662,354528
L10,235,0.39,1.47,916.18,20.56,1.13,20050721,202,345,98.5,20258141,32,147,54.438735,-8.144503,47.4,160901,18.1,190674,354477
L10,230,0.47,1.34,912.28,20.01,0.28,20050721,202,345,89.4,20258140,32,146,54.438278,-8.144332,55.5,160900,18.2,190685,354426
L10,226,0.37,1.85,844.25,18.79,0.13,20050721,202,345,82.9,20258139,32,145,54.43782,-8.144161,61,160859,18.1,190696,354375
L10,232,0.06,0.9,460.28,10.57,0.53,20050721,202,345,82.5,20258138,32,144.2,54.437362,-8.14399,60.6,160858,18.1,190707,354324
L10,224,0.15,0.25,184.94,3.58,-0.22,20050721,202,345,82.4,20258137,32,143.6,54.436904,-8.143819,60.2,160857,18.1,190718,354273
L10,223,0.05,0.09,57.04,1.31,-0.01,20050721,202,345,82.3,20258136,32,142.8,54.436446,-8.143648,59.4,160856,18.1,190729,354222
L10,224,0.03,-0.14,25.99,0.41,-0.11,20050721,202,345,83,20258135,32,142,54.435988,-8.143476,57.9,160855,18.1,190740,354171
L10,214,0.06,0.42,42.52,0.83,-0.21,20050721,202,345,82.6,20258134,32,141.4,54.43553,-8.14329,57.7,160854,18.1,190752,354120
L10,221,0.06,0.08,60.15,0.49,-0.02,20050721,202,345,82.7,20258133,32,140.8,54.435072,-8.143103,57.1,160853,18.1,190764,354069
L10,215,0.08,-0.22,70.65,0.36,0.11,20050721,202,345,82.8,20258132,32,140.6,54.434614,-8.142901,56.8,160852,18.2,190777,354018
L10,224,-0.01,0.52,96.78,1.78,0.09,20050721,202,345,82.7,20258131,32,140.8,54.434165,-8.142684,57.1,160851,18.1,190791,353968
L10,229,-0.03,0.36,84.41,1.43,0.02,20050721,202,345,82.2,20258130,32,141.2,54.433707,-8.142451,57.9,160850,18,190806,353917
L10,215,0.07,-0.12,94.64,1.32,-0.01,20050721,202,345,82.7,20258129,32,141.7,54.433258,-8.142219,57.9,160849,18.1,190821,353867
L10,217,0.01,0.17,28.9,-0.29,-0.14,20050721,202,345,82.6,20258128,32,142,54.432809,-8.141971,58.3,160848,18.1,190837,353817
L10,221,-0.05,1.15,30.77,0.51,-0.07,20050721,202,345,82.3,20258127,32,142.2,54.432361,-8.141723,58.8,160847,18.1,190853,353767
L10,224,-0.01,1.32,46.85,0.69,-0.45,20050721,202,345,82,20258126,32,142.2,54.431921,-8.141474,59.1,160846,18.1,190869,353718
L10,220,-0.02,-0.3,22.45,-0.24,0,20050721,202,345,83.2,20258125,32,141.9,54.431472,-8.141242,57.6,160845,18.1,190884,353668
L10,220,0.03,0.36,15.12,-0.28,-0.42,20050721,202,345,83,20258124,32,141.6,54.431023,-8.140994,57.6,160844,18.1,190900,353618
L10,215,0,0.53,43.19,0.22,-0.16,20050721,202,345,82.3,20258123,32,141.6,54.430583,-8.140761,58.3,160843,18.1,190915,353569
L10,218,0.02,0.06,55.4,1.83,0.18,20050721,202,345,82.4,20258122,32,141.2,54.430134,-8.140513,57.7,160842,18.2,190931,353519
L10,218,0.05,0.6,65.73,0.37,-0.4,20050721,202,345,82.5,20258121,32,140.7,54.429685,-8.14028,57.1,160841,18.1,190946,353469
L10,223,0.01,0.26,74.59,0.85,0.24,20050721,202,345,82.5,20258120,32,140.6,54.429236,-8.140048,57.1,160840,18.1,190961,353419
L10,215,0.01,0.09,42.86,0.47,0.08,20050721,202,345,83.1,20258119,32,140.3,54.428787,-8.13983,56.2,160839,18.1,190975,353369
L10,218,-0.01,-0.26,32.35,-0.15,0.11,20050721,202,345,82.4,20258118,32,140,54.42833,-8.139613,56.5,160838,18.1,190989,353318
L10,218,-0.02,-0.13,74.75,0.89,0.18,20050721,202,345,82.5,20258117,32,140.4,54.427881,-8.139381,56.8,160837,18,191004,353268
L10,224,-0.02,0.28,63.76,-0.09,0.17,20050721,202,345,82.8,20258116,32,140.7,54.427432,-8.139163,56.8,160836,18.1,191018,353218
L10,217,-0.06,0,7.73,-0.76,-0.03,20050721,202,345,82.6,20258115,32,140.3,54.426983,-8.138946,56.7,160835,18,191032,353168
L10,223,0.02,-0.49,26.47,1.22,0.28,20050721,202,345,82.9,20258114,32,140.1,54.426525,-8.138713,56.2,160834,18.1,191047,353117
L10,218,0.02,0,15,-0.05,-0.03,20050721,202,345,82.3,20258113,32,140,54.426076,-8.138496,56.7,160833,18,191061,353067
L10,221,0.06,-0.1,36.85,0.07,-0.07,20050721,202,345,82.1,20258112,32,139.9,54.425627,-8.138279,56.7,160832,18.1,191075,353017
L10,217,0.06,0.06,61.51,1.11,0,20050721,202,345,82.8,20258111,32,140,54.425169,-8.138062,56.2,160831,18,191089,352966
L10,218,0.01,0.2,34.59,-0.09,-0.29,20050721,202,345,82.3,20258110,32,140.6,54.42472,-8.137829,57.3,160830,18.1,191104,352916
L10,226,0.01,-0.16,3.85,-0.27,0.08,20050721,202,345,82.3,20258109,32,141.5,54.424271,-8.137612,58.2,160829,18,191118,352866
L10,223,-0.03,0.36,15.28,-0.15,-0.05,20050721,202,345,82.4,20258108,32,141.7,54.423814,-8.137395,58.2,160828,18,191132,352815
L10,217,-0.02,-0.35,34.94,-0.54,0.18,20050721,202,345,82.9,20258107,32,141.4,54.423365,-8.137178,57.4,160827,18,191146,352765
L10,223,-0.03,-0.54,-14.5,-1.01,0.11,20050721,202,345,82.7,20258106,32,140.8,54.422916,-8.136945,57.1,160826,18,191161,352715
L10,223,-0.02,0.17,34.55,0.31,-0.03,20050721,202,345,82.8,20258105,32,140,54.422467,-8.136712,56.1,160825,18,191176,352665
L10,224,0.04,0.33,54.49,1,-0.22,20050721,202,345,82.5,20258104,32,139.5,54.422018,-8.13648,55.9,160824,18,191191,352615
L10,217,0.05,0.07,37.33,0.46,-0.17,20050721,202,345,82.5,20258103,32,139.7,54.42156,-8.136247,56.1,160823,18,191206,352564
L10,224,0.08,0.17,42.18,0.95,-0.37,20050721,202,345,82.3,20258102,32,140.7,54.421111,-8.136015,57.3,160822,18,191221,352514
L10,221,-0.02,-0.23,58.74,0.35,0.06,20050721,202,345,82.6,20258101,32,141.7,54.420662,-8.135767,58,160821,18,191237,352464
L10,218,-0.01,0.13,33.33,0.5,0.23,20050721,202,345,82.8,20258100,32,141.8,54.420213,-8.135534,57.9,160820,18,191252,352414
L10,223,-0.02,0.45,15.27,0.09,-0.16,20050721,202,345,82.8,20258099,32,141.8,54.419755,-8.135317,57.9,160819,17.9,191266,352363
L10,226,0.01,-0.11,20.71,-0.02,-0.07,20050721,202,345,82.7,20258098,32,141.7,54.419307,-8.135085,57.9,160818,17.9,191281,352313
L10,217,0.03,0.16,62.54,0.64,0.04,20050721,202,345,82.9,20258097,32,141.9,54.418858,-8.134867,57.9,160817,18,191295,352263
L10,226,-0.01,-0.14,10.97,-0.24,-0.17,20050721,202,345,82,20258096,32,142.2,54.4184,-8.134666,59.1,160816,18.1,191308,352212
L10,220,-0.03,-0.15,30.11,-0.4,0.18,20050721,202,345,82.5,20258095,32,141.9,54.417942,-8.134464,58.3,160815,18,191321,352161
L10,223,0.07,0.43,32.28,0.29,-0.28,20050721,202,345,83.1,20258094,32,140.7,54.417475,-8.134278,56.5,160814,18,191333,352109
L10,221,0.06,-0.2,56.56,0.04,0.15,20050721,202,345,83,20258093,32,139.6,54.417017,-8.134091,55.6,160813,17.9,191345,352058
L10,226,-0.01,-0.3,53.43,0.68,0.3,20050721,202,345,82.8,20258092,32,138.9,54.41655,-8.133905,55,160812,18,191357,352006
L10,224,-0.01,0.19,51.4,0.37,-0.1,20050721,202,345,82.4,20258091,32,138.8,54.416083,-8.133734,55.3,160811,18,191368,351954
L10,220,-0.03,0.1,32.58,0.18,0.14,20050721,202,345,82.6,20258090,32,138.8,54.415607,-8.133578,55.2,160810,17.9,191378,351901
L10,221,0.01,-0.43,46.13,0.46,0.07,20050721,202,345,82.5,20258089,32,139.1,54.415131,-8.133423,55.6,160809,17.9,191388,351848
L10,220,-0.03,-0.13,26.1,-0.24,0.03,20050721,202,345,82.8,20258088,32,140,54.414655,-8.133267,56.1,160808,17.9,191398,351795
L10,221,-0.05,-0.28,6.42,-0.23,0.14,20050721,202,345,82.5,20258087,32,140.7,54.414188,-8.133112,57.1,160807,17.8,191408,351743
L10,220,-0.01,-0.38,8.23,-0.57,0.19,20050721,202,345,82.5,20258086,32,140.9,54.413712,-8.132956,57.3,160806,18,191418,351690
L10,218,-0.03,0.14,30.79,0.94,0.24,20050721,202,345,82.5,20258085,32,141.1,54.413245,-8.132801,57.6,160805,17.8,191428,351638
L10,224,-0.03,0.38,45.72,0.64,-0.02,20050721,202,345,82.6,20258084,32,141.6,54.412769,-8.132645,58,160804,17.8,191438,351585
L10,224,0.03,0.12,12.53,0.32,-0.22,20050721,202,345,82.8,20258083,32,142.4,54.412302,-8.132505,58.5,160803,17.7,191447,351533
L10,227,-0.04,0.06,45.69,0.02,0.28,20050721,202,345,82.3,20258082,32,142.5,54.411826,-8.132365,59.2,160802,17.8,191456,351480
L10,220,0.01,0.61,13.41,0.49,0.08,20050721,202,345,82.7,20258081,32,142.7,54.41135,-8.132225,58.9,160801,17.8,191465,351427
L10,223,0.04,0.56,29.48,1.19,-0.02,20050721,202,345,82.5,20258080,32,142.1,54.410883,-8.132069,58.6,160800,17.8,191475,351375
L10,215,0.03,0.25,67.07,0.8,-0.18,20050721,202,345,82.8,20258079,32,140.9,54.410408,-8.131929,57,160759,17.7,191484,351322
L10,223,0.03,0.97,85.24,1.17,-0.47,20050721,202,345,82.8,20258078,32,139.6,54.409932,-8.131773,55.8,160758,17.8,191494,351269
L10,220,0.02,-0.2,32.18,0.86,0.43,20050721,202,345,82.6,20258077,32,138.8,54.409456,-8.131602,55.2,160757,17.7,191505,351216
L10,215,0.09,-0.36,51.13,-0.1,-0.18,20050721,202,345,82.8,20258076,32,138.8,54.40898,-8.131432,55,160756,17.7,191516,351163
L10,217,0.03,0.07,80.92,0.97,0.1,20050721,202,345,82.5,20258075,32,139.1,54.408504,-8.13123,55.6,160755,17.7,191529,351110
L10,209,0.05,0.36,79.87,1.35,-0.04,20050721,202,345,82.4,20258074,32,139.3,54.408037,-8.131013,55.8,160754,17.7,191543,351058
L10,214,0.04,1.14,102.13,1.82,-0.39,20050721,202,345,82.9,20258073,32,139.3,54.40757,-8.13078,55.3,160753,17.7,191558,351006
L10,214,0.08,0.46,153.37,2.05,-0.17,20050721,202,345,83,20258072,32,138.4,54.407103,-8.130548,54.3,160752,17.7,191573,350954
L11,253,0.95,3.3,1565.12,37.82,1.44,20050721,202,345,112.4,20258667,32,176.6,54.476671,-8.159415,63.2,161747,18.1,189716,358702
L11,251,0.99,3.56,1738.99,41.19,0.63,20050721,202,345,114.2,20258666,32,175.7,54.476168,-8.159197,60.4,161746,18.1,189730,358646
L11,251,0.98,4.77,1772.23,41.53,0.76,20050721,202,345,119.3,20258665,32,175.6,54.475674,-8.158963,55.3,161745,18.1,189745,358591
L11,256,1.18,3.13,1812.24,43.36,1.84,20050721,202,345,118.3,20258664,32,175.5,54.475172,-8.15873,56.2,161744,18.2,189760,358535
L11,262,0.91,4.05,1799.28,41.28,1.04,20050721,202,345,113.7,20258663,32,175.3,54.474678,-8.158497,60.6,161743,18.2,189775,358480
L11,248,0.97,3.06,1664.36,38.86,1.41,20050721,202,345,107.6,20258662,32,174.8,54.474184,-8.158233,66.2,161742,18.3,189792,358425
L11,250,0.46,1.08,1161.52,25.36,1.4,20050721,202,345,103.9,20258661,32,174.1,54.47369,-8.157969,69.2,161741,18.2,189809,358370
L11,248,0.53,1.5,886.62,20.01,-0.01,20050721,202,345,104.1,20258660,32,173.2,54.473206,-8.157704,68,161740,18.1,189826,358316
L11,254,0.43,1.65,752.93,16.67,-0.14,20050721,202,345,104.3,20258659,32,172.3,54.472712,-8.15744,67,161739,18.1,189843,358261
L11,254,0.49,1.69,1036.14,24.56,0.82,20050721,202,345,104.6,20258658,32,172,54.472218,-8.157176,66.3,161738,18.3,189860,358206
L11,248,0.52,3.66,1201.13,28.82,0.85,20050721,202,345,105.5,20258657,32,172.2,54.471724,-8.156912,65.6,161737,18.1,189877,358151
L11,256,0.51,3.41,1291.18,28.87,0.45,20050721,202,345,105.8,20258656,32,173,54.471231,-8.156648,66.1,161736,18.2,189894,358096
L11,248,0.55,3.34,1429.13,33.13,0.43,20050721,202,345,107.3,20258655,32,173.6,54.470746,-8.156384,65.3,161735,18.3,189911,358042
L11,254,0.8,4.21,1400.87,35.59,0.65,20050721,202,345,108,20258654,32,173.5,54.470252,-8.15612,64.4,161734,18.3,189928,357987
L11,259,0.46,2.94,1018.59,23.58,0.19,20050721,202,345,107,20258653,32,172.2,54.469768,-8.15584,64.1,161733,18.3,189946,357933
L11,247,0.32,1.71,865.32,19.36,0.56,20050721,202,345,107.7,20258652,32,170.3,54.469274,-8.155592,61.6,161732,18.3,189962,357878
L11,239,0.26,2.85,665.15,15.15,0.11,20050721,202,345,109.6,20258651,32,168.4,54.468771,-8.155374,57.7,161731,18.3,189976,357822
L11,244,0.14,0.75,573.84,10.71,0.14,20050721,202,345,110.3,20258650,32,166.8,54.468259,-8.155156,55.5,161730,18.3,189990,357765
L11,245,0.35,1.71,969.85,21.8,0.67,20050721,202,345,110.7,20258649,32,165.3,54.467756,-8.154938,53.6,161729,18.3,190004,357709
L11,250,0.92,2.15,1552.2,37,0.87,20050721,202,345,111.6,20258648,32,163.6,54.467245,-8.154705,51,161728,18.2,190019,357652
L11,242,0.66,5.36,1607.29,37.68,1.01,20050721,202,345,111.2,20258647,32,162.8,54.466733,-8.154487,50.6,161727,18.3,190033,357595
L11,241,0.69,5.5,1613.98,39.52,0.91,20050721,202,345,113.4,20258646,32,162.9,54.466212,-8.154285,48.4,161726,18.3,190046,357537
L11,239,0.89,5.3,1769.41,40.84,1.11,20050721,202,345,108,20258645,32,163.9,54.4657,-8.154067,54.8,161725,18.3,190060,357480
L11,248,0.89,4.87,1903.63,43.98,2.05,20050721,202,345,99.4,20258644,32,165.8,54.465189,-8.153849,65.3,161724,18.4,190074,357423
L11,244,0.86,3.99,1848.43,41.43,1.15,20050721,202,345,95.9,20258643,32,168.3,54.464686,-8.153631,71.3,161723,18.3,190088,357367
L11,244,0.87,5.57,1626.18,39.11,0.19,20050721,202,345,94.9,20258642,32,169.8,54.464174,-8.153414,73.8,161722,18.2,190102,357310
L11,247,0.62,5.31,1557.4,36.8,0.88,20050721,202,345,98.4,20258641,32,170.8,54.46368,-8.153196,71.3,161721,18.3,190116,357255
L11,245,0.74,3.7,1437.75,34.33,0.71,20050721,202,345,107.8,20258640,32,172,54.463177,-8.152978,63.1,161720,18.3,190130,357199
L11,251,0.69,2.88,1406.1,33.65,0.73,20050721,202,345,113.2,20258639,32,173.6,54.462675,-8.15276,59.4,161719,18.3,190144,357143
L11,254,0.79,3.61,1307.18,31.97,0.17,20050721,202,345,115.1,20258638,32,175.4,54.462181,-8.152558,59.2,161718,18.3,190157,357088
L11,254,0.45,2.51,1194.83,27.16,0.77,20050721,202,345,122.6,20258637,32,177.3,54.461687,-8.15234,53.7,161717,18.3,190171,357033
L11,254,0.43,1.26,1096.77,23.83,0.92,20050721,202,345,122.3,20258636,32,179.2,54.461202,-8.152138,55.8,161716,18.2,190184,356979
L11,269,0.36,1.66,872.85,19.48,0.49,20050721,202,345,126.6,20258635,32,180.2,54.460717,-8.15192,52.5,161715,18.3,190198,356925
L11,260,0.16,2.02,582.52,13.04,0.29,20050721,202,345,123.6,20258634,32,180.8,54.460233,-8.151718,56.2,161714,18.3,190211,356871
L11,262,0.13,0.97,383.89,7.48,0.07,20050721,202,345,123.1,20258633,32,181.2,54.459757,-8.1515,57,161713,18.3,190225,356818
L11,259,0.09,0.06,354.91,6.17,0.11,20050721,202,345,124.5,20258632,32,181.1,54.459281,-8.151267,55.6,161712,18.2,190240,356765
L11,260,0.09,0.49,252.91,4.37,-0.05,20050721,202,345,125,20258631,32,180.7,54.458805,-8.15105,54.6,161711,18.3,190254,356712
L11,259,0.13,0.76,254.22,4.91,-0.43,20050721,202,345,123.8,20258630,32,180.3,54.458329,-8.150832,55.5,161710,18.3,190268,356659
L11,260,0.12,0.5,331.45,5.85,0.22,20050721,202,345,125.3,20258629,32,180.4,54.457862,-8.150615,54,161709,18.3,190282,356607
L11,256,0.17,1.76,524.94,10.57,-0.24,20050721,202,345,126.2,20258628,32,180.4,54.457387,-8.150382,53.1,161708,18.2,190297,356554
L11,263,0.19,1.71,872.6,19.74,1.23,20050721,202,345,128.1,20258627,32,179.9,54.456911,-8.150179,50.7,161707,18.3,190310,356501
L11,257,0.48,2.55,1016.73,23.11,0.36,20050721,202,345,125.1,20258626,32,179.1,54.456444,-8.149962,53,161706,18.3,190324,356449
L11,254,0.31,3.34,1020.34,24.81,0.98,20050721,202,345,117.8,20258625,32,178.3,54.455977,-8.149729,59.5,161705,18.3,190339,356397
L11,260,0.27,2.8,1055.4,24.01,1.08,20050721,202,345,115.7,20258624,32,177.4,54.455501,-8.149496,60.6,161704,18.3,190354,356344
L11,259,0.22,2.65,1015.96,23.98,1.55,20050721,202,345,115,20258623,32,176.2,54.455034,-8.149263,60.1,161703,18.3,190369,356292
L11,259,0.12,1.46,915.42,20.09,1.39,20050721,202,345,112.9,20258622,32,175.2,54.454567,-8.14903,61.2,161702,18.3,190384,356240
L11,260,0.28,2.17,945.58,21.08,1.26,20050721,202,345,112.6,20258621,32,174.4,54.454101,-8.148782,60.7,161701,18.4,190400,356188
L11,262,0.44,3.18,906.7,22.83,0.53,20050721,202,345,110.8,20258620,32,173.9,54.453634,-8.148518,62,161700,18.3,190417,356136
L11,251,0.15,1.22,726.06,14.77,0.55,20050721,202,345,110.8,20258619,32,173,54.453167,-8.148254,61.2,161659,18.3,190434,356084
L11,254,0.16,0.56,564.41,11.67,0.27,20050721,202,345,108.8,20258618,32,172,54.4527,-8.148006,62.2,161658,18.4,190450,356032
L11,253,0.21,0.91,471.18,9.51,-0.2,20050721,202,345,110.3,20258617,32,171.2,54.452233,-8.147742,59.8,161657,18.4,190467,355980
L11,253,0.36,1.25,788.47,18.35,0.3,20050721,202,345,111.3,20258616,32,170.3,54.451767,-8.147478,57.9,161656,18.3,190484,355928
L11,254,0.43,2.26,950.34,22.09,0.76,20050721,202,345,114.3,20258615,32,170.1,54.4513,-8.147245,54.8,161655,18.4,190499,355876
L11,253,0.38,2.32,1075.17,23.72,0.62,20050721,202,345,114.1,20258614,32,170,54.450824,-8.147028,54.8,161654,18.3,190513,355823
L11,251,0.3,2.51,1028.96,22.56,1.05,20050721,202,345,113.4,20258613,32,169.3,54.450348,-8.146826,54.8,161653,18.3,190526,355770
L11,251,0.42,3.38,1106.09,26.51,1,20050721,202,345,109,20258612,32,168.4,54.449863,-8.146623,58.3,161652,18.3,190539,355716
L11,251,0.45,3.14,1144.28,26.79,0.88,20050721,202,345,102.9,20258611,32,166.8,54.449387,-8.146421,62.8,161651,18.3,190552,355663
L11,239,0.43,1.47,1043.33,23.23,0.59,20050721,202,345,99.8,20258610,32,164.9,54.448902,-8.146219,64,161650,18.3,190565,355609
L11,241,0.25,2.33,847.09,20.84,1.16,20050721,202,345,99.4,20258609,32,163.4,54.448418,-8.146017,62.9,161649,18.4,190578,355555
L11,239,0.41,1.21,796.03,17.81,0.2,20050721,202,345,99.7,20258608,32,161.6,54.447942,-8.145784,60.9,161648,18.4,190593,355502
L11,241,0.35,1.44,1038.18,22.65,0.66,20050721,202,345,100.3,20258607,32,160.1,54.447457,-8.145567,58.8,161647,18.3,190607,355448
L11,244,0.28,1.31,914.14,20.02,1.24,20050721,202,345,100,20258606,32,159.4,54.446972,-8.145349,58.3,161646,18.3,190621,355394
L11,235,0.13,1.16,556.82,11.92,0.81,20050721,202,345,102.3,20258605,32,159.1,54.446487,-8.145116,55.8,161645,18.3,190636,355340
L11,235,0.16,-0.21,506.05,9.48,0.64,20050721,202,345,101.4,20258604,32,158.9,54.446002,-8.144899,56.4,161644,18.3,190650,355286
L11,235,0.17,1.17,553.73,11.04,0.13,20050721,202,345,105.1,20258603,32,159.8,54.445518,-8.144681,53.7,161643,18.4,190664,355232
L11,236,0.23,1.23,667.41,14.75,0.33,20050721,202,345,110.3,20258602,32,160.8,54.445033,-8.144479,49.5,161642,18.3,190677,355178
L11,241,0.23,1.38,857.06,18.6,0.92,20050721,202,345,109.4,20258601,32,163,54.444548,-8.144292,52.5,161641,18.3,190689,355124
L11,247,0.44,0.97,943.53,21.56,0.83,20050721,202,345,104.1,20258600,32,164.4,54.444072,-8.144121,59.2,161640,18.3,190700,355071
L11,242,0.45,2.07,1141.36,26.23,1.7,20050721,202,345,99.3,20258599,32,164.5,54.443587,-8.14395,64.1,161639,18.3,190711,355017
L11,242,0.61,3.3,1128.2,26.59,0.48,20050721,202,345,98.2,20258598,32,163.7,54.443111,-8.143779,64.4,161638,18.4,190722,354964
L11,247,0.37,2.4,1084.74,23.28,0.71,20050721,202,345,96,20258597,32,163.4,54.442635,-8.143592,66.3,161637,18.3,190734,354911
L11,247,0.3,3.7,1152.59,25.94,0.91,20050721,202,345,96.1,20258596,32,162.7,54.442159,-8.143421,65.5,161636,18.3,190745,354858
L11,244,0.4,3.23,1066.99,24.87,0.82,20050721,202,345,95.3,20258595,32,161.4,54.441683,-8.143234,65,161635,18.3,190757,354805
L11,244,0.26,1.58,954.61,21.33,0.93,20050721,202,345,93.4,20258594,32,160.8,54.441217,-8.143048,66.3,161634,18.3,190769,354753
L11,245,0.46,3.46,1158.75,25.38,0.27,20050721,202,345,87.3,20258593,32,160.3,54.440741,-8.142861,71.9,161633,18.4,190781,354700
L11,239,0.69,2.81,1141.5,26.31,0.9,20050721,202,345,89.1,20258592,32,160.3,54.440274,-8.142659,70.2,161632,18.3,190794,354648
L11,245,0.59,2.35,1200.13,27.35,0.76,20050721,202,345,88.5,20258591,32,159.5,54.439798,-8.142442,69.9,161631,18.3,190808,354595
L11,233,0.36,2.19,1157.78,25.63,1.46,20050721,202,345,90,20258590,32,158.4,54.439331,-8.14224,67.3,161630,18.3,190821,354543
L11,236,0.55,1.18,1257.66,27.67,0.93,20050721,202,345,93.3,20258589,32,157.3,54.438864,-8.142022,62.9,161629,18.3,190835,354491
L11,232,0.45,3,1111.82,24.77,0.63,20050721,202,345,95.2,20258588,32,156.2,54.438388,-8.14179,59.9,161628,18.3,190850,354438
L11,227,0.42,2.71,1047.76,25.19,0.88,20050721,202,345,94.9,20258587,32,154.8,54.437921,-8.141557,58.8,161627,18.3,190865,354386
L11,230,0.56,3.81,1103.35,26.02,0.15,20050721,202,345,87.4,20258586,32,152.8,54.437455,-8.141324,64.3,161626,18.3,190880,354334
L11,233,0.5,2.53,898.85,21.61,0.59,20050721,202,345,82.4,20258585,32,150.5,54.436988,-8.14106,67,161625,18.3,190897,354282
L11,221,0.25,1.24,457.87,10.52,0.13,20050721,202,345,82.7,20258584,32,148.1,54.436512,-8.140828,64.4,161624,18.3,190912,354229
L11,220,0.04,1.13,163.38,3.69,-0.19,20050721,202,345,82.1,20258583,32,145.7,54.436027,-8.140579,62.5,161623,18.3,190928,354175
L11,226,0.08,0.35,121.03,2.23,-0.18,20050721,202,345,82.5,20258582,32,144.1,54.435551,-8.140331,60.6,161622,18.3,190944,354122
L11,218,0.04,1.12,142.51,2.69,-0.1,20050721,202,345,82.7,20258581,32,143.2,54.435066,-8.140083,59.4,161621,18.3,190960,354068
L11,226,0.17,0.58,277.24,6.46,0.21,20050721,202,345,81.5,20258580,32,142.7,54.434582,-8.13985,60.1,161620,18.3,190975,354014
L11,223,0.24,1.08,570.06,12.99,0.44,20050721,202,345,86.8,20258579,32,142.4,54.434097,-8.139602,54.5,161619,18.3,190991,353960
L11,217,0.26,0.88,597.14,12.71,-0.09,20050721,202,345,84,20258578,32,141.9,54.433612,-8.139369,56.8,161618,18.3,191006,353906
L11,223,0.23,-0.11,506.13,9.04,0.52,20050721,202,345,82.3,20258577,32,141.9,54.433127,-8.139121,58.5,161617,18.3,191022,353852
