Line,DATE,DAY,DIR,DTM,FID,FLIGHT,GPS_H,HFApCond,HFApRes,HFDepth,High_Freq,IM_HF,IM_LF,LAT,LFApCond,LFApRes,LFDepth,LONG,Low_Freq,PLM,RALT,RE_HF,RE_LF,TIME,X,Y
L3,20050721,202,165,82,20257927.25,32,150.3,0.0139547864917667,71.66,-1.52,14368,1106,821,54.4384995838889,0.0132030631106417,75.74,-5.8,-8.16718779916667,3125,0,68.6,1721,671,160527.25,189202,354454
L3,20050721,202,165,81.9,20257927,32,150.6,0.0134680134680135,74.25,-3.1,14368,1145,826,54.4386342686111,0.0128716694555284,77.69,-6.58,-8.16723458194445,3125,0,69.1,1739,672,160527,189199,354469
L3,20050721,202,165,85,20257926.75,32,151.1,0.0131527028804419,76.03,-0.82,14368,1163,833,54.4387689316667,0.0128799587841319,77.64,-4.12,-8.16729677611111,3125,0,66.4,1741,676,160526.75,189195,354484
L3,20050721,202,165,90.1,20257926.5,32,151.6,0.0130855796911803,76.42,3.57,14368,1173,844,54.438903595,0.0123578843302027,80.92,-0.41,-8.16735897055556,3125,0,61.8,1748,667,160526.5,189191,354499
L3,20050721,202,165,95,20257926.25,32,152,0.01232741617357,81.12,7.03,14368,1213,848,54.4390382580556,0.01203514261644,83.09,3.62,-8.16742116555556,3125,0,57.4,1748,665,160526.25,189187,354514
L3,20050721,202,165,100.1,20257926,32,152.5,0.0119289037337469,83.83,11.01,14368,1247,848,54.4391729425,0.0117343346632246,85.22,7.99,-8.16746794972222,3125,0,52.7,1758,656,160526,189184,354529
L3,20050721,202,165,100.3,20257925.75,32,152.9,0.0113571834185122,88.05,9.96,14368,1280,846,54.4392986222222,0.0113713895838071,87.94,7.34,-8.16753010861111,3125,0,53,1752,644,160525.75,189180,354543
L3,20050721,202,165,100.9,20257925.5,32,153.3,0.0109926349345938,90.97,9.78,14368,1295,837,54.4394332852778,0.0108861310690181,91.86,7.43,-8.167592305,3125,0,52.7,1736,627,160525.5,189176,354558
L3,20050721,202,165,97.7,20257925.25,32,153.7,0.0108495171964848,92.17,6.14,14368,1289,824,54.4395679483333,0.0105887335874629,94.44,3.79,-8.16765450138889,3125,0,56.4,1720,611,160525.25,189172,354573
L3,20050721,202,165,92.7,20257925,32,154.1,0.0112473287594196,88.91,1.53,14368,1252,803,54.4397026327778,0.0102051229717318,97.99,-1.41,-8.16770128694444,3125,0,61.8,1712,588,160525,189169,354588
L3,20050721,202,165,90.3,20257924.75,32,154,0.0113739763421292,87.92,-0.29,14368,1215,790,54.4398283125,0.00963020030816641,103.84,-4.17,-8.1677634475,3125,0,64.1,1685,563,160524.75,189165,354602
L3,20050721,202,165,89.5,20257924.5,32,154,0.0116658889407373,85.72,-0.04,14368,1171,768,54.4399629752778,0.00948586605957124,105.42,-4.26,-8.16782564527778,3125,0,64.8,1659,548,160524.5,189161,354617
L3,20050721,202,165,86.8,20257924.25,32,153.9,0.0119146908137734,83.93,-1.88,14368,1133,755,54.4400976380556,0.00933706816059757,107.1,-6.7,-8.16788784333333,3125,0,67.5,1635,537,160524.25,189157,354632
L3,20050721,202,165,85.1,20257924,32,153.8,0.0122384041121038,81.71,-2.61,14368,1096,753,54.4402323225,0.00930492230389876,107.47,-8.27,-8.16793463,3125,0,69.1,1615,535,160524,189154,354647
L3,20050721,202,165,82.9,20257923.75,32,153.2,0.0124161907126893,80.54,-3.54,14368,1068,747,54.4403580019444,0.00954562810232913,104.76,-9.12,-8.16799679222222,3125,0,70.7,1605,542,160523.75,189150,354661
L3,20050721,202,165,82.6,20257923.5,32,152.6,0.011795234725171,84.78,-4.04,14368,1089,762,54.4404926647222,0.00944197903880653,105.91,-9.38,-8.16805899166667,3125,0,70.4,1601,551,160523.5,189146,354676
L3,20050721,202,165,82.7,20257923.25,32,152.1,0.0113623451880468,88.01,-4.53,14368,1134,766,54.4406273275,0.0098116169544741,101.92,-8.32,-8.16812119138889,3125,0,69.8,1621,566,160523.25,189142,354691
L3,20050721,202,165,82.4,20257923,32,151.5,0.0114613180515759,87.25,-4.49,14368,1139,786,54.4407620116667,0.00975134080936129,102.55,-8.81,-8.16816797944444,3125,0,69.4,1635,575,160523,189139,354706
L3,20050721,202,165,82.8,20257922.75,32,150.8,0.011611704598235,86.12,-3.67,14368,1149,800,54.4408876911111,0.0103167234086454,96.93,-7.44,-8.16823014305556,3125,0,68.4,1655,602,160522.75,189135,354720
L3,20050721,202,165,82.3,20257922.5,32,150.1,0.012131505519835,82.43,-3.37,14368,1149,823,54.4410223536111,0.010371292263016,96.42,-8,-8.16829234388889,3125,0,68.2,1687,615,160522.5,189131,354735
L3,20050721,202,165,82.8,20257922.25,32,149.4,0.0122759636631476,81.46,-2.23,14368,1151,829,54.4411570163889,0.0106100795755968,94.25,-6.85,-8.16835454527778,3125,0,67,1712,624,160522.25,189127,354750
L3,20050721,202,165,82.7,20257922,32,148.7,0.0123031496062992,81.28,-1.9,14368,1169,829,54.4412917002778,0.0106100795755968,94.25,-6.15,-8.16840133472222,3125,1,66.3,1733,624,160522,189124,354765
L3,20050721,202,165,82.5,20257921.75,32,148.4,0.0118161408483989,84.63,-2.21,14368,1185,829,54.4414173797222,0.0105474106106951,94.81,-6.13,-8.16846349972222,3125,0,66.2,1720,622,160521.75,189120,354779
L3,20050721,202,165,83.3,20257921.5,32,148.1,0.0113713895838071,87.94,-1.5,14368,1195,820,54.4415520422222,0.010285949393129,97.22,-5.17,-8.16852570222222,3125,0,65.2,1702,609,160521.5,189116,354794
L3,20050721,202,165,82.7,20257921.25,32,147.8,0.0111681929863748,89.54,-2.39,14368,1212,810,54.4416867044444,0.0101112234580384,98.9,-5.26,-8.16858790527778,3125,0,65.5,1664,599,160521.25,189112,354809
L3,20050721,202,165,82,20257921,32,147.5,0.0106450926123057,93.94,-3,14368,1220,801,54.4418213886111,0.009706853038245,103.02,-5.88,-8.16863469583333,3125,0,65.8,1636,580,160521,189109,354824
L3,20050721,202,165,82.3,20257920.75,32,147.6,0.0105042016806723,95.2,-2.84,14368,1220,799,54.4419560508333,0.00948946669197191,105.38,-5.98,-8.16869689972222,3125,0,65.6,1626,571,160520.75,189105,354839
L3,20050721,202,165,82.6,20257920.5,32,147.6,0.0106541657788195,93.86,-2.3,14368,1213,788,54.4420907133333,0.00901144453455889,110.97,-6.27,-8.16875910361111,3125,1,65.4,1618,546,160520.5,189101,354854
L3,20050721,202,165,82.4,20257920.25,32,147.6,0.0104931794333683,95.3,-2.79,14368,1224,783,54.4422253755556,0.00903505601734731,110.68,-6.38,-8.16882130805556,3125,0,65.6,1617,544,160520.25,189097,354869
L3,20050721,202,165,82.6,20257920,32,147.7,0.0104079933388843,96.08,-2.62,14368,1224,777,54.4423600594444,0.0088636766530757,112.82,-6.26,-8.16886810027778,3125,0,65.4,1611,535,160520,189094,354884
L3,20050721,202,165,82.1,20257919.75,32,147.8,0.0102155480641536,97.89,-3.54,14368,1232,768,54.4424857383333,0.00867227473766369,115.31,-6.98,-8.16893026861111,3125,0,66.1,1605,524,160519.75,189090,354898
L3,20050721,202,165,82.4,20257919.5,32,147.9,0.0100040016006403,99.96,-3.05,14368,1243,753,54.4426204005556,0.0085273300929479,117.27,-5.47,-8.16899247416667,3125,0,65.8,1595,511,160519.5,189086,354913
L3,20050721,202,165,82.1,20257919.25,32,147.9,0.00925754489909276,108.02,-4.34,14368,1274,746,54.4427550627778,0.0082014270483064,121.93,-6.26,-8.16905468027778,3125,0,66.2,1567,496,160519.25,189082,354928
L3,20050721,202,165,82.9,20257919,32,148,0.00886839304717985,112.76,-4.03,14368,1290,740,54.4428897466667,0.0079738457858225,125.41,-5.7,-8.16910147388889,3125,0,65.4,1550,485,160519,189079,354943
L3,20050721,202,165,82.3,20257918.75,32,147.8,0.00848104486472734,117.91,-4.76,14368,1309,728,54.4430244086111,0.00797130330809087,125.45,-5.93,-8.16916368055556,3125,0,65.8,1533,474,160518.75,189075,354958
L3,20050721,202,165,82.5,20257918.5,32,147.6,0.0085397096498719,117.1,-4.58,14368,1317,722,54.4431590708333,0.0077639751552795,128.8,-5.83,-8.16922588777778,3125,0,65.5,1545,464,160518.5,189071,354973
L3,20050721,202,165,82.1,20257918.25,32,147.4,0.00849040584139922,117.78,-5.07,14368,1337,730,54.4432937327778,0.00773335395561055,129.31,-6.34,-8.16928809527778,3125,0,65.6,1558,466,160518.25,189067,354988
L3,20050721,202,165,82.6,20257918,32,147.2,0.00834097923096172,119.89,-5.11,14368,1382,727,54.4434284163889,0.00831739166597355,120.23,-4.06,-8.16933489027778,3125,0,64.9,1571,486,160518,189064,355003
L3,20050721,202,165,82.6,20257917.75,32,146.6,0.00842318059299191,118.72,-5.04,14368,1410,741,54.4435630786111,0.00857853650167282,116.57,-3.62,-8.16939709861111,3125,0,64.4,1601,501,160517.75,189060,355018
L3,20050721,202,165,82.7,20257917.5,32,146.1,0.00847601288353958,117.98,-4.84,14368,1437,761,54.4436977405556,0.00908017797148824,110.13,-2.9,-8.1694593075,3125,0,63.8,1627,527,160517.5,189056,355033
L3,20050721,202,165,83.1,20257917.25,32,145.6,0.00870776732845698,114.84,-4.24,14368,1465,780,54.4438324025,0.00976371802382347,102.42,-1.58,-8.16952151666667,3125,0,62.9,1669,559,160517.25,189052,355048
L3,20050721,202,165,83,20257917,32,145,0.00860881542699725,116.16,-3.94,14368,1484,785,54.4439670858333,0.00992654357752631,100.74,-0.76,-8.16956831305555,3125,0,62.3,1675,562,160517,189049,355063
L3,20050721,202,165,83,20257916.75,32,144.6,0.00871080139372822,114.8,-3.9,14368,1506,792,54.4440927644444,0.0102848914943947,97.23,-0.18,-8.16963048583333,3125,0,62,1700,577,160516.75,189045,355077
L3,20050721,202,165,83.7,20257916.5,32,144.3,0.00853023969973556,117.23,-3,14368,1512,796,54.4442274263889,0.0104493207941484,95.7,1,-8.16969269611111,3125,1,60.9,1688,584,160516.5,189041,355092
L3,20050721,202,165,83.2,20257916.25,32,143.9,0.00797829902664752,125.34,-4.24,14368,1552,791,54.4443620880556,0.0111744328975305,89.49,1.91,-8.16975490694444,3125,1,61.1,1667,600,160516.25,189037,355107
L3,20050721,202,165,82.8,20257916,32,143.5,0.0077930174563591,128.32,-4.55,14368,1564,795,54.44449675,0.0112790435371081,88.66,1.89,-8.16981711805555,3125,0,61.1,1657,605,160516,189033,355122
L3,20050721,202,165,83.2,20257915.75,32,143.6,0.00781127948758006,128.02,-4.32,14368,1570,802,54.4446314116667,0.011127183709803,89.87,1.74,-8.16987932972222,3125,0,60.8,1663,604,160515.75,189029,355137
L3,20050721,202,165,82.9,20257915.5,32,143.6,0.00813471081103067,122.93,-4.53,14368,1587,817,54.4447660733333,0.0115740740740741,86.4,1.32,-8.16994154166667,3125,0,61.1,1708,617,160515.5,189025,355152
L3,20050721,202,165,83.6,20257915.25,32,143.6,0.00818196694485354,122.22,-4.02,14368,1603,820,54.444900735,0.0115915150110119,86.27,1.93,-8.17000375416667,3125,0,60.4,1724,619,160515.25,189021,355167
L3,20050721,202,165,84.9,20257915,32,143.7,0.008246742536698,121.26,-2.78,14368,1611,820,54.44504438,0.0115233924867481,86.78,3.15,-8.17006600416667,3125,0,59.1,1736,617,160515,189017,355183
L3,20050721,202,165,85.6,20257914.75,32,143.9,0.00818799639728159,122.13,-2.24,14368,1605,817,54.4451790413889,0.0115740740740741,86.4,3.82,-8.1701282175,3125,0,58.6,1726,617,160514.75,189013,355198
L3,20050721,202,165,83,20257914.5,32,144.1,0.00786534528865817,127.14,-5.5,14368,1625,817,54.4453137030556,0.0116836078981189,85.59,0.8,-8.17019043111111,3125,1,61.5,1698,613,160514.5,189009,355213
L3,20050721,202,165,82.8,20257914.25,32,144.3,0.0077724234416291,128.66,-5.54,14368,1601,804,54.4454483644444,0.0115874855156431,86.3,0.85,-8.170252645,3125,1,61.8,1672,604,160514.25,189005,355228
L3,20050721,202,165,82.5,20257914,32,144.5,0.00765228037955311,130.68,-5.77,14368,1575,794,54.4455830261111,0.0114757860913473,87.14,0.59,-8.17031485972222,3125,0,62.3,1642,596,160514,189001,355243
L3,20050721,202,165,82.6,20257913.75,32,144.8,0.00719165767709457,139.05,-5.92,14368,1561,768,54.4457176875,0.0114311842706904,87.48,0.98,-8.17037707444444,3125,0,62.6,1591,579,160513.75,188997,355258
L3,20050721,202,165,82.8,20257913.5,32,145.1,0.00701360639640903,142.58,-6.3,14368,1569,762,54.4458523488889,0.0110668437361664,90.36,0.66,-8.17043928972222,3125,0,62.7,1577,566,160513.5,188993,355273
L3,20050721,202,165,82.6,20257913.25,32,145.5,0.00684603272403642,146.07,-7.01,14368,1573,753,54.4459870102778,0.0109325461900077,91.47,0.34,-8.17050150555556,3125,0,63.2,1561,558,160513.25,188989,355288
L3,20050721,202,165,82.6,20257913,32,145.8,0.00698616738857063,143.14,-6.82,14368,1548,752,54.4461216716667,0.0108260257659413,92.37,-0.35,-8.17056372166667,3125,3,63.6,1559,550,160513,188985,355303
L3,20050721,202,165,82.8,20257912.75,32,146.3,0.00699251800573387,143.01,-7.13,14368,1556,752,54.4462563327778,0.010404744563521,96.11,-1.14,-8.17062593805556,3125,0,63.8,1565,538,160512.75,188981,355318
L3,20050721,202,165,81.4,20257912.5,32,146.8,0.00695652173913044,143.75,-9.24,14368,1568,752,54.4463909941667,0.010404744563521,96.11,-3.04,-8.170688155,3125,0,65.7,1569,538,160512.5,188977,355333
L3,20050721,202,165,81.8,20257912.25,32,147.2,0.00717000071700007,139.47,-9.29,14368,1578,754,54.4465256552778,0.00992358836955443,100.77,-3.92,-8.17075037222222,3125,0,65.8,1599,525,160512.25,188973,355348
L3,20050721,202,165,82.5,20257912,32,147.7,0.00809126952018772,123.59,-7.51,14368,1509,765,54.4466692997222,0.00954927425515661,104.72,-4.31,-8.1708126275,3125,3,65.5,1622,520,160512,188969,355364
L3,20050721,202,165,82.8,20257911.75,32,148.3,0.00844880027036161,118.36,-7.58,14368,1503,770,54.4468039608333,0.00916002564807181,109.17,-5.56,-8.17087484555556,3125,0,65.9,1650,510,160511.75,188965,355379
L3,20050721,202,165,84.5,20257911.5,32,148.9,0.00870776732845698,114.84,-6.49,14368,1515,779,54.4469386219444,0.00904568068747173,110.55,-5.01,-8.17093706416667,3125,0,64.8,1681,510,160511.5,188961,355394
L3,20050721,202,165,85.4,20257911.25,32,149.6,0.00971062342202369,102.98,-5.3,14368,1500,797,54.4470732830556,0.00894854586129754,111.75,-5.48,-8.17099928305556,3125,0,64.5,1734,514,160511.25,188957,355409
L3,20050721,202,165,86.2,20257911,32,150.2,0.0100240577385726,99.76,-5.28,14368,1525,810,54.4472079441667,0.00879507475813544,113.7,-6.04,-8.1710615025,3125,1,64.3,1778,514,160511,188953,355424
L3,20050721,202,165,86.6,20257910.75,32,150.5,0.010124531740407,98.77,-5.61,14368,1544,817,54.4473426052778,0.00874661068835826,114.33,-6.56,-8.17112372222222,3125,0,64.3,1815,515,160510.75,188949,355439
L3,20050721,202,165,87.8,20257910.5,32,150.9,0.0103809820409011,96.33,-5.03,14368,1574,831,54.4474772661111,0.00882378893496868,113.33,-6.01,-8.1711859425,3125,0,63.4,1851,523,160510.5,188945,355454
L3,20050721,202,165,87.6,20257910.25,32,151.2,0.0105451861225351,94.83,-5.63,14368,1588,844,54.4476119272222,0.00905633037493208,110.42,-6.55,-8.17124816305556,3125,0,63.9,1875,536,160510.25,188941,355469
L3,20050721,202,165,89,20257910,32,151.5,0.0106564364876385,93.84,-4.66,14368,1602,865,54.4477555930556,0.00922594335270781,108.39,-5.88,-8.17129500694444,3125,1,62.8,1895,550,160510,188938,355485
L3,20050721,202,165,90.1,20257909.75,32,151.8,0.0108412836079792,92.24,-4.56,14368,1653,884,54.4478902538889,0.00927471712112781,107.82,-5.56,-8.17135722833333,3125,0,62,1947,559,160509.75,188934,355500
L3,20050721,202,165,89.6,20257909.5,32,152,0.0108213396818526,92.41,-5.67,14368,1685,889,54.4480249147222,0.00910746812386157,109.8,-6.71,-8.17141945027778,3125,0,62.7,1971,555,160509.5,188930,355515
L3,20050721,202,165,89.8,20257909.25,32,152.3,0.0106190931294467,94.17,-6.6,14368,1736,897,54.4481595755556,0.00883080183680678,113.24,-7.66,-8.1714816725,3125,0,62.9,1995,548,160509.25,188926,355530
L3,20050721,202,165,90.4,20257909,32,152.5,0.0105797714769361,94.52,-6.53,14368,1770,904,54.4483032197222,0.00865276455827637,115.57,-7.72,-8.1715439325,3125,0,62.4,2019,544,160509,188922,355546
L3,20050721,202,165,90.4,20257908.75,32,152.6,0.0108143181572402,92.47,-6.64,14368,1774,917,54.4484378802778,0.00881678716275789,113.42,-7.88,-8.17160615555555,3125,0,62.6,2039,555,160508.75,188918,355561
L3,20050721,202,165,90.8,20257908.5,32,152.8,0.0109974705817662,90.93,-6.21,14368,1762,922,54.4485725411111,0.00892618048736945,112.03,-7.64,-8.17166837916667,3125,0,62.4,2045,561,160508.5,188914,355576
L3,20050721,202,165,91,20257908.25,32,153,0.0111333778668448,89.82,-5.98,14368,1748,930,54.4487072016667,0.0091399323645005,109.41,-7.52,-8.17173060305556,3125,0,62.4,2045,572,160508.25,188910,355591
L3,20050721,202,165,91.5,20257908,32,153.1,0.0110204981265153,90.74,-5.62,14368,1743,947,54.4488508675,0.00967117988394584,103.4,-6.61,-8.17177744972222,3125,0,62,2038,598,160508,188907,355607
L3,20050721,202,165,91.2,20257907.75,32,153.4,0.0109781534745856,91.09,-6.07,14368,1729,955,54.4489855280556,0.0102627257799672,97.44,-6.56,-8.17183967444444,3125,0,62.6,2023,622,160507.75,188903,355622
L3,20050721,202,165,92.3,20257907.5,32,153.8,0.0103305785123967,96.8,-5.61,14368,1731,951,54.4491202105556,0.0106826193782716,93.61,-5.03,-8.17188648416667,3125,1,61.8,1969,635,160507.5,188900,355637
L3,20050721,202,165,93.3,20257907.25,32,154.1,0.0099009900990099,101,-5.71,14368,1763,942,54.4492548711111,0.0110326566637246,90.64,-3.82,-8.17194870972222,3125,0,61.2,1953,643,160507.25,188896,355652
L3,20050721,202,165,93.9,20257907,32,154.4,0.00988044659618615,101.21,-5.23,14368,1755,942,54.4493985369444,0.0110326566637246,90.64,-3.42,-8.17199555777778,3125,0,60.8,1945,643,160507,188893,355668
L3,20050721,202,165,94.2,20257906.75,32,154.8,0.0100847115772489,99.16,-5.34,14368,1757,940,54.4495331972222,0.0113019891500904,88.48,-3.21,-8.17205778388889,3125,1,61,1965,651,160506.75,188889,355683
L3,20050721,202,165,95.9,20257906.5,32,155.3,0.0106666666666667,93.75,-3.95,14368,1775,946,54.4496678577778,0.0116808784020558,85.61,-1.62,-8.17212001055556,3125,0,59.7,2031,666,160506.5,188885,355698
L3,20050721,202,165,98.1,20257906.25,32,155.7,0.0109709270433352,91.15,-2.08,14368,1790,956,54.4498025180556,0.0121580547112462,82.25,0.16,-8.1721822375,3125,1,57.9,2065,684,160506.25,188881,355713
L3,20050721,202,165,101,20257906,32,156.1,0.0108003024084674,92.59,-0.07,14368,1818,975,54.4499461836111,0.0125881168177241,79.44,2.48,-8.17222908722222,3125,1,55.5,2073,706,160506,188878,355729
L3,20050721,202,165,100.6,20257905.75,32,156.8,0.010752688172043,93,-1.4,14368,1844,988,54.4500808441667,0.0127258844489692,78.58,1.26,-8.172291315,3125,0,56.5,2090,716,160505.75,188874,355744
L3,20050721,202,165,101.5,20257905.5,32,157.4,0.00999800039992002,100.02,-1.89,14368,1881,991,54.4502155044444,0.0127469725940089,78.45,1.97,-8.17235354333333,3125,0,56.2,2048,718,160505.5,188870,355759
L3,20050721,202,165,102.2,20257905.25,32,158.1,0.00951293759512938,105.12,-2.67,14368,1916,982,54.4503501647222,0.0118906064209275,84.1,1.17,-8.17241577194445,3125,0,56.3,2027,687,160505.25,188866,355774
L3,20050721,202,165,101.4,20257905,32,158.7,0.00883314194859111,113.21,-4.76,14368,1944,961,54.45049383,0.0110741971207087,90.3,-0.56,-8.17246262305556,3125,1,57.6,1977,651,160505,188863,355790
L3,20050721,202,165,101.3,20257904.75,32,159.4,0.00831739166597355,120.23,-6.2,14368,1953,941,54.4506284902778,0.0103018440300814,97.07,-2.84,-8.17252485222222,3125,0,58.5,1931,616,160504.75,188859,355805
L3,20050721,202,165,101.4,20257904.5,32,160,0.00812809883768187,123.03,-6.73,14368,1941,922,54.4507631505556,0.00974184120798831,102.65,-3.59,-8.17258708222222,3125,0,59,1903,589,160504.5,188855,355820
L3,20050721,202,165,101,20257904.25,32,160.7,0.00788208402301569,126.87,-7.74,14368,1913,902,54.4508978105556,0.00945447669471495,105.77,-4.51,-8.17264931222222,3125,1,60.1,1858,571,160504.25,188851,355835
L3,20050721,202,165,100.9,20257904,32,161.4,0.00742059958444642,134.76,-8.44,14368,1865,876,54.4510324708333,0.00936066647945334,106.83,-4.02,-8.17271154305556,3125,0,60.8,1773,559,160504,188847,355850
L3,20050721,202,165,99.9,20257903.75,32,162.2,0.00695555400987689,143.77,-9.88,14368,1789,848,54.4511671088889,0.0093014603292717,107.51,-5.07,-8.17278919,3125,1,62.7,1672,546,160503.75,188842,355865
L3,20050721,202,165,99.8,20257903.5,32,163,0.00653381247958184,153.05,-10.16,14368,1708,803,54.4513017688889,0.00917936478795667,108.94,-4.56,-8.17285142138889,3125,0,63.6,1572,524,160503.5,188838,355880
L3,20050721,202,165,100.1,20257903.25,32,163.9,0.00616067028092657,162.32,-10.3,14368,1646,768,54.4514364288889,0.0091533180778032,109.25,-3.85,-8.17291365333333,3125,0,64.2,1489,509,160503.25,188834,355895
L3,20050721,202,165,99.5,20257903,32,164.7,0.00588789448893076,169.84,-10.88,14368,1570,734,54.4515710888889,0.00827746047512623,120.81,-5.13,-8.17297588583333,3125,0,65.5,1406,476,160503,188830,355910
L3,20050721,202,165,100.5,20257902.75,32,165.6,0.00557942308765274,179.23,-10.75,14368,1530,708,54.4517057266667,0.00814199641752158,122.82,-4.29,-8.17305353472222,3125,0,65.5,1349,461,160502.75,188825,355925
L3,20050721,202,165,99.8,20257902.5,32,166.5,0.00541682465738584,184.61,-11.79,14368,1482,682,54.4518403866667,0.00788892395077311,126.76,-5.17,-8.17311576777778,3125,0,67,1305,442,160502.5,188821,355940
L3,20050721,202,165,99.8,20257902.25,32,167.4,0.00528820729772607,189.1,-12.1,14368,1426,661,54.4519750463889,0.00767577525330058,130.28,-5.57,-8.17317800138889,3125,0,68,1259,426,160502.25,188817,355955
L3,20050721,202,165,100.2,20257902,32,168.3,0.00521621198685515,191.71,-11.8,14368,1373,646,54.4521097061111,0.00752105896510229,132.96,-5.71,-8.17324023527778,3125,2,68.5,1220,415,160502,188813,355970
L3,20050721,202,165,102.1,20257901.75,32,169.3,0.00509424350483953,196.3,-10.42,14368,1335,631,54.4522353605556,0.0072406053146043,138.11,-4.75,-8.17331784833333,3125,0,67.6,1184,400,160501.75,188808,355984
L3,20050721,202,165,103.2,20257901.5,32,170.3,0.00505382321726386,197.87,-9.91,14368,1309,618,54.4523700202778,0.00711794433767528,140.49,-4.29,-8.17338008305556,3125,0,67.5,1164,391,160501.5,188804,355999
L3,20050721,202,165,104.4,20257901.25,32,171.3,0.00453658757882321,220.43,-9.66,14368,1275,589,54.4525046580556,0.00699888017917133,142.88,-2.65,-8.17345773472222,3125,0,67.3,1089,375,160501.25,188799,356014
L3,20050721,202,165,103.9,20257901,32,172.3,0.00436090881339671,229.31,-11.2,14368,1263,586,54.4526393175,0.00674854906195168,148.18,-4.56,-8.17351997055555,3125,2,68.7,1061,366,160501,188795,356029
L3,20050721,202,165,105.3,20257900.75,32,173.3,0.00433538541576346,230.66,-10.61,14368,1251,580,54.4527649719444,0.00656728180206213,152.27,-4.32,-8.17359758527778,3125,1,68.3,1051,358,160500.75,188790,356043
L3,20050721,202,165,106.4,20257900.5,32,174.2,0.00452161331162959,221.16,-9.7,14368,1231,570,54.4528996313889,0.00610985519643184,163.67,-3.68,-8.17365982194444,3125,0,68.2,1061,341,160500.5,188786,356058
L3,20050721,202,165,106.9,20257900.25,32,175.2,0.0046264168401573,216.15,-9.56,14368,1211,566,54.4530342908333,0.00609198903441974,164.15,-4,-8.17372205888889,3125,0,68.7,1061,339,160500.25,188782,356073
L3,20050721,202,165,107.3,20257900,32,176.1,0.00481162488572391,207.83,-9.62,14368,1207,564,54.4531689505556,0.00605363520794237,165.19,-4.5,-8.17378429638889,3125,0,69.2,1079,337,160500,188778,356088
L3,20050721,202,165,107.5,20257899.75,32,176.6,0.00484848484848485,206.25,-10.23,14368,1230,567,54.4532946266667,0.00627352572145546,159.4,-4.37,-8.17384649611111,3125,0,69.4,1093,343,160459.75,188774,356102
L3,20050721,202,165,107.3,20257899.5,32,177,0.00492635105177595,202.99,-10.27,14368,1210,573,54.4534292861111,0.00673945275643618,148.38,-3.99,-8.17390873416667,3125,0,70,1089,360,160459.5,188770,356117
L3,20050721,202,165,107.9,20257899.25,32,177.4,0.00543419193565917,184.02,-9.04,14368,1196,595,54.4535639455556,0.00718184429761563,139.24,-3.98,-8.17397097277778,3125,0,69.9,1131,382,160459.25,188766,356132
L3,20050721,202,165,109.3,20257899,32,177.9,0.00608865075499269,164.24,-6.84,14368,1182,621,54.453698605,0.00802117590438758,124.67,-2.43,-8.17403321194444,3125,0,68.9,1181,418,160459,188762,356147
L3,20050721,202,165,109.1,20257898.75,32,178.2,0.00715563506261181,139.75,-6.18,14368,1176,653,54.4538242811111,0.00856164383561644,116.8,-3.57,-8.17409541305556,3125,0,69.5,1263,447,160458.75,188758,356161
L3,20050721,202,165,108.9,20257898.5,32,178.5,0.00768521364893944,130.12,-6.53,14368,1190,666,54.4539589402778,0.00887784090909091,112.64,-4.09,-8.17415765305556,3125,0,70,1313,462,160458.5,188754,356176
L3,20050721,202,165,109.1,20257898.25,32,178.9,0.00757518369820468,132.01,-7.24,14368,1216,672,54.4540846163889,0.00916338312104829,109.13,-3.97,-8.174219855,3125,0,70.1,1325,473,160458.25,188750,356190
L3,20050721,202,165,110,20257898,32,179.2,0.00625,160,-8.38,14368,1256,673,54.4542192755556,0.00905387052965143,110.45,-3.89,-8.17428209583333,3125,0,69.5,1277,471,160458,188746,356205
L3,20050721,202,165,111.4,20257897.75,32,179.5,0.00632231143706139,158.17,-7.93,14368,1289,686,54.4543449516667,0.00916422287390029,109.12,-3.3,-8.17434429861111,3125,1,68.5,1307,480,160457.75,188742,356219
L3,20050721,202,165,112.9,20257897.5,32,179.9,0.00655179191508878,152.63,-7.04,14368,1319,699,54.4544796108333,0.00920640765973117,108.62,-2.61,-8.17440654,3125,1,67.3,1350,487,160457.5,188738,356234
L3,20050721,202,165,113.9,20257897.25,32,180.2,0.0067272115708039,148.65,-7.06,14368,1363,718,54.4546052866667,0.0093292284728053,107.19,-2.64,-8.17446874361111,3125,0,66.7,1398,499,160457.25,188734,356248
L3,20050721,202,165,116.5,20257897,32,180.5,0.00685072275125026,145.97,-5.32,14368,1406,743,54.4547399458333,0.0093179276928811,107.32,-1.08,-8.17453098583333,3125,0,64.3,1447,507,160457,188730,356263
L3,20050721,202,165,118.4,20257896.75,32,180.7,0.00716332378223496,139.6,-4.3,14368,1457,763,54.4548656216667,0.00930752047654505,107.44,-0.32,-8.17459319027778,3125,0,62.7,1516,515,160456.75,188726,356277
L3,20050721,202,165,119.4,20257896.5,32,180.9,0.00743107676302296,134.57,-3.78,14368,1495,784,54.4549912972222,0.00931705953601043,107.33,-0.23,-8.17465539527778,3125,0,61.8,1570,524,160456.5,188722,356291
L3,20050721,202,165,119.7,20257896.25,32,181.1,0.00781616382679381,127.94,-4.16,14368,1538,795,54.4551169730556,0.00952380952380952,105,-0.34,-8.17471760027778,3125,1,61.8,1634,534,160456.25,188718,356305
