Line,DATE,DAY,DIR,DTM,FID,FLIGHT,GPS_H,HFApCond,HFApRes,HFDepth,High_Freq,IM_HF,IM_LF,LAT,LFApCond,LFApRes,LFDepth,LONG,Low_Freq,PLM,RALT,RE_HF,RE_LF,TIME,X,Y
L4,20050721,202,165,82.5,20258369,32,141.5,0.021505376344086,46.5,2.23,14368,1271,1025,54.43228224,0.0163425396306586,61.19,-2.3,-8.16124543833333,3125,0,59.3,2248,843,161249,189586,353761
L4,20050721,202,165,82.1,20258368.75,32,141.4,0.0201531640467553,49.62,1.59,14368,1287,1010,54.4324168858333,0.0157728706624606,63.4,-2.73,-8.16132301222222,3125,0,59.7,2208,820,161248.75,189581,353776
L4,20050721,202,165,82.3,20258368.5,32,141.3,0.0186846038863976,53.52,1.6,14368,1310,995,54.4325605355556,0.015451174289246,64.72,-2.18,-8.16138521277778,3125,3,59.3,2167,804,161248.5,189577,353792
L4,20050721,202,165,82.6,20258368.25,32,141.1,0.0177179305457123,56.44,1.73,14368,1331,984,54.4326952019444,0.0148566334868519,67.31,-1.89,-8.16144737861111,3125,0,58.9,2137,784,161248.25,189573,353807
L4,20050721,202,165,82.5,20258368,32,141,0.0169491525423729,59,1.6,14368,1343,974,54.4328388513889,0.0144990575612585,68.97,-1.79,-8.16150958,3125,0,58.8,2111,769,161248,189569,353823
L4,20050721,202,165,82.8,20258367.75,32,140.9,0.0159337157425112,62.76,1.43,14368,1367,963,54.4329734972222,0.0142328494164532,70.26,-1.4,-8.16158715583333,3125,0,58.5,2083,756,161247.75,189564,353838
L4,20050721,202,165,83,20258367.5,32,140.9,0.0146156094709149,68.42,1.13,14368,1393,949,54.4331081633333,0.0138600138600139,72.15,-0.91,-8.16164932277778,3125,0,58.2,2032,741,161247.5,189560,353853
L4,20050721,202,165,82.4,20258367.25,32,140.8,0.01363698349925,73.33,0.1,14368,1409,938,54.4332428294444,0.0134970981239034,74.09,-1.5,-8.16171149027778,3125,0,58.8,1989,725,161247.25,189556,353868
L4,20050721,202,165,83.1,20258367,32,140.7,0.0128485159964024,77.83,0.76,14368,1413,921,54.4333864788889,0.0132784490771478,75.31,-0.28,-8.16177369361111,3125,0,57.9,1943,710,161247,189552,353884
L4,20050721,202,165,82.6,20258366.75,32,140.8,0.0127242651736862,78.59,0.63,14368,1391,914,54.433521145,0.0131873928524331,75.83,-0.76,-8.16183586194444,3125,1,58.5,1916,701,161246.75,189548,353899
L4,20050721,202,165,82.9,20258366.5,32,140.8,0.0119660165131028,83.57,0.54,14368,1391,894,54.4336647944444,0.012992074834351,76.97,-0.1,-8.16189806611111,3125,0,58.2,1867,688,161246.5,189544,353915
L4,20050721,202,165,82.9,20258366.25,32,140.8,0.0120496445354862,82.99,0.59,14368,1383,886,54.4337994605556,0.0127469725940089,78.45,-0.19,-8.16196023527778,3125,0,58.3,1865,677,161246.25,189540,353930
L4,20050721,202,165,82.1,20258366,32,140.9,0.0121300339640951,82.44,0.07,14368,1367,881,54.4339431097222,0.0125187781672509,79.88,-1.07,-8.16202244027778,3125,0,59.1,1855,668,161246,189536,353946
L4,20050721,202,165,82.6,20258365.75,32,141,0.01185536455246,84.35,0.79,14368,1334,859,54.4340777552778,0.0125976316452507,79.38,-0.13,-8.16210001972222,3125,0,58.8,1804,660,161245.75,189531,353961
L4,20050721,202,165,82.5,20258365.5,32,141.1,0.0117868929750118,84.84,0.84,14368,1318,853,54.4342124211111,0.0125612360256249,79.61,-0.16,-8.16216219027778,3125,0,59,1784,656,161245.5,189527,353976
L4,20050721,202,165,82.2,20258365.25,32,141.2,0.0113301608882846,88.26,0.44,14368,1310,845,54.4343470869444,0.012453300124533,80.3,-0.4,-8.16222436111111,3125,0,59.4,1746,649,161245.25,189523,353991
L4,20050721,202,165,82.3,20258365,32,141.3,0.0119574315437044,83.63,1.56,14368,1259,845,54.4344907361111,0.0121550990640574,82.27,-0.95,-8.16228656777778,3125,0,59.3,1714,636,161245,189519,354007
L4,20050721,202,165,82.6,20258364.75,32,141.4,0.0113546042920404,88.07,1.2,14368,1275,845,54.4346254019444,0.0120845921450151,82.75,-0.93,-8.16234873944444,3125,0,59.2,1692,634,161244.75,189515,354022
L4,20050721,202,165,82.5,20258364.5,32,141.6,0.0108178277801817,92.44,0.5,14368,1293,843,54.4347600677778,0.0119061793070604,83.99,-1.26,-8.16241091138889,3125,0,59.4,1674,628,161244.5,189511,354037
L4,20050721,202,165,82.5,20258364.25,32,141.7,0.0107805088400172,92.76,-0.07,14368,1305,825,54.4348947336111,0.0116495806150979,85.84,-1.23,-8.16247308388889,3125,0,59.6,1684,615,161244.25,189507,354052
L4,20050721,202,165,82.6,20258364,32,141.8,0.0115673799884326,86.45,0.81,14368,1270,819,54.4350383825,0.0115393491807062,86.66,-1.14,-8.1625352925,3125,0,59.6,1702,609,161244,189503,354068
L4,20050721,202,165,82.6,20258363.75,32,141.9,0.0115780942456872,86.37,1.02,14368,1253,814,54.4351730483333,0.0115154306771073,86.84,-1.17,-8.16259746583333,3125,0,59.7,1695,607,161243.75,189499,354083
L4,20050721,202,165,82.9,20258363.5,32,142,0.0116427989288625,85.89,1.27,14368,1257,807,54.4353166972222,0.011846937566639,84.41,-0.22,-8.162659675,3125,0,59.4,1703,613,161243.5,189495,354099
L4,20050721,202,165,82.3,20258363.25,32,142,0.0114521300961979,87.32,0.31,14368,1260,806,54.4354513627778,0.0117702448210923,84.96,-0.85,-8.16272184916667,3125,0,60.1,1700,613,161243.25,189491,354114
L4,20050721,202,165,82.3,20258363,32,142.1,0.0112930547713156,88.55,0.34,14368,1250,806,54.4355950116667,0.0118750742192139,84.21,-0.83,-8.16278405944444,3125,1,60.2,1680,616,161243,189487,354130
L4,20050721,202,165,82,20258362.75,32,142.3,0.0111781801922647,89.46,0.25,14368,1232,808,54.4357296772222,0.0118413262285376,84.45,-1.34,-8.16284623444444,3125,0,60.6,1655,616,161242.75,189483,354145
L4,20050721,202,165,82.1,20258362.5,32,142.4,0.0108624809906583,92.06,0.12,14368,1229,809,54.4358643427778,0.011887779362815,84.12,-1.39,-8.16290840972222,3125,0,60.6,1640,616,161242.5,189479,354160
L4,20050721,202,165,82.5,20258362.25,32,142.6,0.0109805644010102,91.07,0.44,14368,1225,811,54.4359990083333,0.0123931094311563,80.69,-0.71,-8.16297058555556,3125,0,60.4,1644,631,161242.25,189475,354175
L4,20050721,202,165,81.9,20258362,32,142.7,0.0111607142857143,89.6,-0.09,14368,1219,811,54.4361426569444,0.0125407574617507,79.74,-1.25,-8.1630327975,3125,0,61.1,1650,635,161242,189471,354191
L4,20050721,202,165,82.6,20258361.75,32,143,0.011119759813188,89.93,0.41,14368,1209,810,54.4362773225,0.0127194098193844,78.62,-0.74,-8.16309497416667,3125,1,60.8,1641,637,161241.75,189467,354206
L4,20050721,202,165,82.4,20258361.5,32,143.4,0.0116468669927789,85.86,0.24,14368,1199,818,54.4364119877778,0.0127534753220253,78.41,-1.5,-8.16315715111111,3125,0,61.3,1665,642,161241.5,189463,354221
L4,20050721,202,165,82.2,20258361.25,32,143.7,0.0116157509582995,86.09,-0.26,14368,1199,812,54.4365466533333,0.0130191381330556,76.81,-1.51,-8.16321932861111,3125,0,61.8,1663,646,161241.25,189459,354236
L4,20050721,202,165,82.3,20258361,32,144,0.0108766586904503,91.94,-0.76,14368,1206,800,54.4366903016667,0.0133564845732603,74.87,-0.99,-8.16328154222222,3125,1,62.1,1627,651,161241,189455,354252
L4,20050721,202,165,82.3,20258360.75,32,144.7,0.011134617525888,89.81,-0.63,14368,1174,798,54.4368249669444,0.0135189941868325,73.97,-1.37,-8.16334372027778,3125,0,62.7,1612,654,161240.75,189451,354267
L4,20050721,202,165,82.6,20258360.5,32,145.4,0.0113817436831323,87.86,-0.56,14368,1152,790,54.4369686155556,0.0133102622121656,75.13,-1.35,-8.16340593472222,3125,1,63.1,1615,653,161240.5,189447,354283
L4,20050721,202,165,82.2,20258360.25,32,146.1,0.012386968908708,80.73,-0.67,14368,1111,788,54.4371032808333,0.0132362673726009,75.55,-2.55,-8.16346811388889,3125,0,64.3,1634,650,161240.25,189443,354298
L4,20050721,202,165,81.9,20258360,32,146.8,0.0137608366588689,72.67,-0.73,14368,1080,783,54.43724695,0.0128336755646817,77.92,-3.57,-8.16351491861111,3125,0,65.2,1681,636,161240,189440,354314
L4,20050721,202,165,82.7,20258359.75,32,147.7,0.0142065634323057,70.39,-0.27,14368,1052,783,54.4373816152778,0.0127567291746396,78.39,-3.85,-8.16357709833333,3125,0,65.4,1673,634,161239.75,189436,354329
L4,20050721,202,165,82.6,20258359.5,32,148.6,0.0147318797878609,67.88,-0.81,14368,1034,777,54.4375162802778,0.0126087504728281,79.31,-4.76,-8.16363927861111,3125,1,66.4,1679,627,161239.5,189432,354344
L4,20050721,202,165,84.3,20258359.25,32,149.6,0.0145878920495988,68.55,-0.22,14368,1040,784,54.4376509452778,0.0122010736944851,81.96,-4.43,-8.16370145944444,3125,1,65.6,1681,620,161239.25,189428,354359
L4,20050721,202,165,88.1,20258359,32,150.5,0.0148920327624721,67.15,2.84,14368,1034,786,54.4377856313889,0.0120889748549323,82.72,-1.73,-8.16374822944444,3125,1,62.7,1689,618,161239,189425,354374
L4,20050721,202,165,92.1,20258358.75,32,151.6,0.0150398556173861,66.49,5.56,14368,1042,786,54.4379202963889,0.0119789171058936,83.48,1.05,-8.16381041111111,3125,0,59.8,1705,615,161238.75,189421,354389
L4,20050721,202,165,95.8,20258358.5,32,152.6,0.0146735143066764,68.15,7.88,14368,1049,788,54.4380549613889,0.0115794349235757,86.36,3.22,-8.16387259277778,3125,0,57.2,1698,605,161238.5,189417,354404
L4,20050721,202,165,100.2,20258358.25,32,153.6,0.0140726146918097,71.06,10.83,14368,1067,788,54.4381896263889,0.011134617525888,89.81,6.07,-8.16393477527778,3125,1,53.8,1688,592,161238.25,189413,354419
L4,20050721,202,165,103.5,20258358,32,154.7,0.0134898151895319,74.13,12.53,14368,1091,786,54.4383242911111,0.0108003024084674,92.59,8,-8.16399695777778,3125,2,51.5,1684,581,161238,189409,354434
L4,20050721,202,165,105.9,20258357.75,32,155.4,0.0134934556739981,74.11,13.74,14368,1109,777,54.4384499727778,0.01057753331923,94.54,9.64,-8.164059105,3125,0,49.9,1704,570,161237.75,189405,354448
L4,20050721,202,165,106.5,20258357.5,32,156,0.0134318334452653,74.45,13.27,14368,1127,767,54.4385846377778,0.0106213489113117,94.15,10.21,-8.16412128861111,3125,0,49.9,1716,566,161237.5,189401,354463
L4,20050721,202,165,106.7,20258357.25,32,156.7,0.0132766861391397,75.32,12.65,14368,1127,759,54.4387193025,0.010339123242349,96.72,9.62,-8.1641834725,3125,0,50.4,1712,555,161237.25,189397,354478
L4,20050721,202,165,105.4,20258357,32,157.4,0.0129533678756477,77.2,10.71,14368,1127,757,54.4388539672222,0.0101739749720216,98.29,7.56,-8.16424565694444,3125,0,52.3,1694,549,161237,189393,354493
L4,20050721,202,165,104.5,20258356.75,32,157.4,0.0128998968008256,77.52,9.73,14368,1124,741,54.4389796488889,0.0101853738032186,98.18,7.28,-8.16430780555556,3125,0,53.3,1670,542,161236.75,189389,354507
L4,20050721,202,165,105.3,20258356.5,32,157.5,0.0127746550843127,78.28,11,14368,1097,724,54.4391143136111,0.010148163182464,98.54,8.64,-8.16436999083333,3125,0,52.6,1634,533,161236.5,189385,354522
L4,20050721,202,165,101.8,20258356.25,32,157.6,0.0126566257435768,79.01,8.21,14368,1061,704,54.4392489780556,0.0100260677762182,99.74,5.73,-8.16443217611111,3125,1,56.2,1589,520,161236.25,189381,354537
L4,20050721,202,165,98.1,20258356,32,157.6,0.013238019592269,75.54,5.86,14368,1001,693,54.4393836638889,0.0103702167375298,96.43,2.71,-8.16447895055556,3125,2,59.9,1538,519,161236,189378,354552
L4,20050721,202,165,94.9,20258355.75,32,157,0.0131492439184747,76.05,4.39,14368,959,677,54.439509345,0.0104318798247444,95.86,1.03,-8.16454110083333,3125,0,62.4,1486,513,161235.75,189374,354566
L4,20050721,202,165,90.9,20258355.5,32,156.4,0.0135538086202223,73.78,2.02,14368,920,667,54.4396440097222,0.0106157112526539,94.2,-1.64,-8.1646032875,3125,0,65.8,1459,513,161235.5,189370,354581
L4,20050721,202,165,84.3,20258355.25,32,155.8,0.0141462724572075,70.69,-3.15,14368,886,665,54.4397786741667,0.0110411836148835,90.57,-7.09,-8.16466547472222,3125,0,71.9,1445,523,161235.25,189366,354596
L4,20050721,202,165,83.1,20258355,32,155.2,0.0141023833027782,70.91,-3.6,14368,885,680,54.4399133386111,0.0116144018583043,86.1,-7.7,-8.16472766222222,3125,0,72.4,1442,541,161235,189362,354611
L4,20050721,202,165,82.6,20258354.75,32,154.2,0.0154106950223455,64.89,-2.39,14368,861,693,54.4400480030556,0.0121536217792902,82.28,-7.2,-8.16478985027778,3125,0,71.9,1468,561,161234.75,189358,354626
L4,20050721,202,165,82.9,20258354.5,32,153.1,0.017247326664367,57.98,-0.55,14368,841,713,54.4401826675,0.0127437237160698,78.47,-6.17,-8.16485203861111,3125,1,70.6,1515,586,161234.5,189354,354641
L4,20050721,202,165,83,20258354.25,32,152.1,0.0187652467629949,53.29,1.15,14368,824,733,54.4403173319444,0.01318391562294,75.85,-5.4,-8.16491422722222,3125,0,69.5,1552,605,161234.25,189350,354656
L4,20050721,202,165,83,20258354,32,151.1,0.017921146953405,55.8,0.59,14368,871,761,54.4404520175,0.0133244503664224,75.05,-5.45,-8.16496100444444,3125,0,68.5,1589,626,161234,189347,354671
L4,20050721,202,165,83.3,20258353.75,32,150.1,0.016860563142809,59.31,0.51,14368,929,786,54.4405866816667,0.013430029546065,74.46,-4.91,-8.16502319388889,3125,0,67.1,1625,642,161233.75,189343,354686
L4,20050721,202,165,82.9,20258353.5,32,149,0.0171585449553878,58.28,0.43,14368,956,812,54.4407213461111,0.0134770889487871,74.2,-4.96,-8.16508538388889,3125,0,66.4,1671,656,161233.5,189339,354701
L4,20050721,202,165,83.1,20258353.25,32,147.9,0.0173761946133797,57.55,0.5,14368,1003,834,54.4408560102778,0.0136091453456723,73.48,-4.42,-8.16514757416667,3125,0,65.2,1737,671,161233.25,189335,354716
L4,20050721,202,165,83,20258353,32,146.9,0.0168406871000337,59.38,0.19,14368,1061,858,54.4409906744444,0.0133689839572193,74.8,-4.46,-8.165209765,3125,0,64.2,1781,677,161233,189331,354731
L4,20050721,202,165,83.2,20258352.75,32,146.2,0.016116035455278,62.05,-0.26,14368,1123,877,54.4411253386111,0.0131630906936949,75.97,-4.39,-8.16527195611111,3125,0,63.3,1820,681,161232.75,189327,354746
L4,20050721,202,165,82.8,20258352.5,32,145.5,0.0157728706624606,63.4,-0.8,14368,1162,884,54.4412600027778,0.0126374320738026,79.13,-4.8,-8.1653341475,3125,1,63,1845,671,161232.5,189323,354761
L4,20050721,202,165,82.7,20258352.25,32,144.8,0.0151148730350665,66.16,-1.38,14368,1216,889,54.4413946669444,0.0121802679658953,82.1,-4.96,-8.16539633944445,3125,1,62.5,1873,660,161232.25,189319,354776
L4,20050721,202,165,83.2,20258352,32,144.1,0.0146434324205594,68.29,-1.06,14368,1263,891,54.4415383141667,0.0117827265229174,84.87,-4.29,-8.16545856805556,3125,1,61.3,1899,649,161232,189315,354792
L4,20050721,202,165,82.8,20258351.75,32,143.6,0.0143843498273878,69.52,-1.43,14368,1285,892,54.4416729783333,0.0114220445459737,87.55,-4.61,-8.16552076083333,3125,0,61.2,1913,640,161231.75,189311,354807
L4,20050721,202,165,83.2,20258351.5,32,143.1,0.0137230684781117,72.87,-1.38,14368,1329,897,54.4418076422222,0.0110975474420153,90.11,-4.28,-8.16558295416667,3125,0,60.3,1921,632,161231.5,189307,354822
L4,20050721,202,165,83.1,20258351.25,32,142.6,0.013156163662676,76.01,-1.71,14368,1367,899,54.4419423063889,0.0109134562916076,91.63,-4.18,-8.16564514777778,3125,0,59.9,1925,627,161231.25,189303,354837
L4,20050721,202,165,83.2,20258351,32,142.1,0.0133904659882164,74.68,-1.63,14368,1386,904,54.4420859536111,0.0105141415203449,95.11,-4.27,-8.16570737805556,3125,0,59.3,1963,621,161231,189299,354853
L4,20050721,202,165,82.9,20258350.75,32,141.9,0.0136574706364381,73.22,-2.02,14368,1409,912,54.4422205963889,0.0102679946606428,97.39,-4.99,-8.165784985,3125,1,59.4,2003,616,161230.75,189294,354868
L4,20050721,202,165,83.1,20258350.5,32,141.7,0.013848497438028,72.21,-1.79,14368,1423,908,54.44235526,0.00994530084535057,100.55,-4.95,-8.16584718,3125,0,59,2029,603,161230.5,189290,354883
L4,20050721,202,165,82.8,20258350.25,32,141.5,0.0137532664007702,72.71,-1.97,14368,1427,910,54.4424899238889,0.00969743987587277,103.12,-5.5,-8.16590937527778,3125,0,59.1,2027,595,161230.25,189286,354898
L4,20050721,202,165,82.9,20258350,32,141.3,0.0138638569249965,72.13,-1.76,14368,1433,906,54.4426335711111,0.00965623792970259,103.56,-5.11,-8.16597160722222,3125,0,58.7,2030,592,161230,189282,354914
L4,20050721,202,165,82.9,20258349.75,32,141.3,0.0135482996883891,73.81,-1.73,14368,1427,900,54.4427682347222,0.00958588957055215,104.32,-5.03,-8.16603380333333,3125,0,58.7,2004,587,161229.75,189278,354929
L4,20050721,202,165,82.1,20258349.5,32,141.3,0.0132170235263019,75.66,-2.54,14368,1416,891,54.4429118816667,0.00952018278750952,105.04,-5.75,-8.16609603638889,3125,1,59.6,1972,581,161229.5,189274,354945
L4,20050721,202,165,82.9,20258349.25,32,141.3,0.0125833647917453,79.47,-2.11,14368,1416,882,54.4430465452778,0.00914829384319824,109.31,-5.13,-8.16615823333333,3125,0,58.8,1929,564,161229.25,189270,354960
L4,20050721,202,165,82.7,20258349,32,141.3,0.0119860961284909,83.43,-2.75,14368,1434,867,54.4431901922222,0.00895495656846064,111.67,-5.17,-8.16622046694444,3125,0,59,1905,551,161229,189266,354976
L4,20050721,202,165,82.4,20258348.75,32,141.4,0.0116292592161879,85.99,-3.13,14368,1424,854,54.4433248347222,0.00881989768918681,113.38,-5.38,-8.16629807777778,3125,1,59.4,1871,541,161228.75,189261,354991
L4,20050721,202,165,82.9,20258348.5,32,141.4,0.011033873993159,90.63,-2.65,14368,1410,836,54.4434684813889,0.00869262865090403,115.04,-4.44,-8.1663603125,3125,0,58.8,1819,530,161228.5,189257,355007
L4,20050721,202,165,82.8,20258348.25,32,141.4,0.0101091791346543,98.92,-3.23,14368,1410,815,54.443603145,0.00844665934622857,118.39,-4.35,-8.16642251138889,3125,0,59,1750,513,161228.25,189253,355022
L4,20050721,202,165,82.8,20258348,32,141.5,0.00926526452330214,107.93,-3.63,14368,1412,801,54.4437467916667,0.00811556565492615,123.22,-4.36,-8.16648474666667,3125,0,59,1701,500,161228,189249,355038
L4,20050721,202,165,82.8,20258347.75,32,141.5,0.00890709895786942,112.27,-3.95,14368,1404,778,54.4438814338889,0.00820681165367255,121.85,-3.32,-8.16656235944444,3125,0,59.1,1673,497,161227.75,189244,355053
L4,20050721,202,165,82.7,20258347.5,32,141.4,0.00853387950162144,117.18,-4.2,14368,1406,768,54.4440250805556,0.00803987779385753,124.38,-3.27,-8.16662459611111,3125,2,59.1,1641,487,161227.5,189240,355069
L4,20050721,202,165,82.4,20258347.25,32,141.4,0.00832085205525046,120.18,-4.56,14368,1402,757,54.4441597438889,0.00807297973682086,123.87,-3.06,-8.16668679638889,3125,0,59.4,1618,484,161227.25,189236,355084
L4,20050721,202,165,82.3,20258347,32,141.4,0.00858000858000858,116.55,-3.86,14368,1362,753,54.4443033905556,0.00814398566658523,122.79,-2.75,-8.16674903361111,3125,0,59.4,1610,485,161227,189232,355100
L4,20050721,202,165,82.7,20258346.75,32,141.4,0.00856384345294168,116.77,-3.4,14368,1352,748,54.4444380325,0.00808668930939673,123.66,-2.37,-8.16682664833333,3125,1,59.1,1600,481,161226.75,189227,355115
L4,20050721,202,165,83,20258346.5,32,141.4,0.00869414014953921,115.02,-2.7,14368,1334,746,54.4445816791667,0.0082203041512536,121.65,-1.7,-8.16688888666667,3125,0,58.8,1596,485,161226.5,189223,355131
L4,20050721,202,165,82.7,20258346.25,32,141.5,0.00866626224109542,115.39,-3.05,14368,1330,748,54.4447163422222,0.00819806525659944,121.98,-2.23,-8.16695108861111,3125,0,59.2,1590,485,161226.25,189219,355146
L4,20050721,202,165,82.3,20258346,32,141.5,0.00872067672451382,114.67,-3.78,14368,1345,757,54.4448599888889,0.00818933748259766,122.11,-3.02,-8.16701332777778,3125,1,59.6,1601,487,161226,189215,355162
L4,20050721,202,165,82.5,20258345.75,32,141.6,0.00875580071797566,114.21,-4.28,14368,1381,767,54.4449946305556,0.00833194467588735,120.02,-3.03,-8.16709094444444,3125,0,59.5,1635,496,161225.75,189210,355177
L4,20050721,202,165,82.4,20258345.5,32,141.8,0.00873438728273212,114.49,-5.42,14368,1438,787,54.4451382769444,0.00817394147457904,122.34,-4.33,-8.16715318444444,3125,0,59.7,1680,498,161225.5,189206,355193
L4,20050721,202,165,82.9,20258345.25,32,142,0.00884016973125884,113.12,-6.09,14368,1497,813,54.44527294,0.00814863102998696,122.72,-5.17,-8.16721538833333,3125,2,59.5,1737,507,161225.25,189202,355208
L4,20050721,202,165,81.9,20258345,32,142.1,0.00852514919011083,117.3,-8.5,14368,1558,835,54.4454165863889,0.00808342090372646,123.71,-7.32,-8.16727762916667,3125,0,60.6,1766,515,161225,189198,355224
L4,20050721,202,165,82.6,20258344.75,32,142.5,0.00836680053547523,119.52,-8.94,14368,1611,850,54.4455512280556,0.00807037365830038,123.91,-7.47,-8.1673552475,3125,0,60.2,1789,520,161224.75,189193,355239
L4,20050721,202,165,83.9,20258344.5,32,142.9,0.00865501125151463,115.54,-7.97,14368,1612,853,54.4456948741667,0.0081913499344692,122.08,-6.43,-8.16741748944444,3125,1,59.3,1810,526,161224.5,189189,355255
L4,20050721,202,165,84,20258344.25,32,143.3,0.00866025807569066,115.47,-8.6,14368,1630,855,54.4458295372222,0.00807232805941233,123.88,-7.15,-8.167479695,3125,0,59.7,1824,522,161224.25,189185,355270
L4,20050721,202,165,84.1,20258344,32,143.7,0.00865051903114187,115.6,-8.76,14368,1626,845,54.4459731833333,0.00794028902652056,125.94,-7.29,-8.1675419375,3125,0,59.9,1820,513,161224,189181,355286
L4,20050721,202,165,84.1,20258343.75,32,144.6,0.00883314194859111,113.21,-10.14,14368,1618,826,54.4461078247222,0.00796939751354798,125.48,-7.48,-8.16761955805556,3125,1,60.9,1783,508,161223.75,189176,355301
L4,20050721,202,165,84.5,20258343.5,32,145.5,0.00849184782608696,117.76,-10.55,14368,1602,819,54.4462514708333,0.00793398920977467,126.04,-7.71,-8.16768180138889,3125,0,61.3,1740,504,161223.5,189172,355317
L4,20050721,202,165,83.6,20258343.25,32,146.4,0.00854846982390152,116.98,-11.79,14368,1564,808,54.4463861122222,0.00791076655327901,126.41,-9.15,-8.16775942305556,3125,0,63.1,1718,499,161223.25,189167,355332
L4,20050721,202,165,84.3,20258343,32,147.3,0.00889917237696894,112.37,-11.07,14368,1515,795,54.4465297580556,0.00803793907242183,124.41,-8.59,-8.1678216675,3125,1,63.3,1714,499,161223,189163,355348
L4,20050721,202,165,84.1,20258342.75,32,148.3,0.0095565749235474,104.64,-11.42,14368,1497,794,54.4466643994444,0.00798977309044423,125.16,-10.07,-8.16789928972222,3125,0,64.6,1748,497,161222.75,189158,355363
L4,20050721,202,165,85.2,20258342.5,32,149.4,0.00986777185711466,101.34,-10.96,14368,1483,792,54.4467990622222,0.00790513833992095,126.5,-10.08,-8.16796149833333,3125,0,64.5,1762,493,161222.5,189154,355378
L4,20050721,202,165,86.7,20258342.25,32,150.4,0.0101214574898785,98.8,-10.41,14368,1481,797,54.4469337247222,0.00790826413602214,126.45,-9.86,-8.1680237075,3125,0,64.1,1780,495,161222.25,189150,355393
L4,20050721,202,165,89.9,20258342,32,151.4,0.00989119683481701,101.1,-8.88,14368,1518,802,54.4470773705556,0.00795734861144267,125.67,-7.67,-8.16808595361111,3125,3,61.8,1793,499,161222,189146,355409
L4,20050721,202,165,91.8,20258341.75,32,152,0.01000200040008,99.98,-8.15,14368,1556,815,54.4472120116667,0.00806256550834476,124.03,-6.73,-8.16816357805556,3125,0,60.6,1831,508,161221.75,189141,355424
L4,20050721,202,165,92.8,20258341.5,32,152.7,0.0102827763496144,97.25,-8.21,14368,1601,835,54.4473466741667,0.00805088157153208,124.21,-7.08,-8.16822578833333,3125,0,60.2,1889,515,161221.5,189137,355439
L4,20050721,202,165,94.3,20258341.25,32,153.4,0.0108742931709439,91.96,-7.04,14368,1604,866,54.4474813366667,0.00818531554391422,122.17,-7.08,-8.16828799888889,3125,0,59.4,1952,532,161221.25,189133,355454
L4,20050721,202,165,94.8,20258341,32,154,0.0112157918349035,89.16,-7.67,14368,1648,886,54.4476249822222,0.00841821702163482,118.79,-7.46,-8.16835024694444,3125,0,59.6,2016,549,161221,189129,355470
L4,20050721,202,165,96.5,20258340.75,32,154.5,0.0116036203295428,86.18,-6.68,14368,1684,920,54.4477596233333,0.00873209919664687,114.52,-6.63,-8.16842787305556,3125,0,58.3,2078,575,161220.75,189124,355485
L4,20050721,202,165,96.6,20258340.5,32,155,0.0120423892100193,83.04,-7.11,14368,1701,945,54.4478942855556,0.00876731544800982,114.06,-7.39,-8.16849008527778,3125,1,58.7,2119,588,161220.5,189120,355500
L4,20050721,202,165,97.3,20258340.25,32,155.5,0.0123395853899309,81.04,-6.99,14368,1715,958,54.4480289480556,0.00879043600562588,113.76,-7.54,-8.1685522975,3125,1,58.5,2155,594,161220.25,189116,355515
L4,20050721,202,165,98.5,20258340,32,156,0.0124906320259805,80.06,-6.22,14368,1713,966,54.4481636102778,0.00883782589482987,113.15,-6.98,-8.16861451027778,3125,0,57.8,2165,599,161220,189112,355530
L4,20050721,202,165,99.2,20258339.75,32,156.4,0.0126119308866187,79.29,-5.66,14368,1687,966,54.4482982725,0.00881367882954345,113.46,-6.83,-8.16867672361111,3125,1,57.6,2151,598,161219.75,189108,355545
L4,20050721,202,165,98.3,20258339.5,32,156.8,0.0127194098193844,78.62,-6.41,14368,1647,962,54.4484329347222,0.00875656742556918,114.2,-7.85,-8.16873893722222,3125,0,58.8,2128,597,161219.5,189104,355560
L4,20050721,202,165,98.2,20258339.25,32,157.2,0.0128073770491803,78.08,-6.54,14368,1613,952,54.4485675969444,0.00884564352056612,113.05,-7.98,-8.16880115138889,3125,0,59.4,2104,597,161219.25,189100,355575
L4,20050721,202,165,98.3,20258339,32,157.6,0.0127713920817369,78.3,-6.58,14368,1593,946,54.4487112422222,0.00889600569344364,112.41,-8.04,-8.16886340277778,3125,0,59.7,2084,596,161219,189096,355591
L4,20050721,202,165,97.7,20258338.75,32,157.9,0.0130005200208008,76.92,-6.87,14368,1545,935,54.4488458827778,0.00888494002665482,112.55,-8.56,-8.16894103277778,3125,0,60.6,2057,592,161218.75,189091,355606
L4,20050721,202,165,97,20258338.5,32,158.1,0.0129785853341986,77.05,-7.61,14368,1533,930,54.448980545,0.00903016073686112,110.74,-9.03,-8.16900324805555,3125,0,61.5,2045,596,161218.5,189087,355621
L4,20050721,202,165,96.4,20258338.25,32,158.4,0.0130378096479791,76.7,-8.27,14368,1517,920,54.4491152069444,0.00903097624853247,110.73,-9.62,-8.16906546388889,3125,0,62.4,2035,592,161218.25,189083,355636
L4,20050721,202,165,96.4,20258338,32,158.6,0.0126486213002783,79.06,-8.41,14368,1492,917,54.4492498688889,0.00942063118228921,106.15,-9.38,-8.16912768,3125,0,62.6,1993,604,161218,189079,355651
